en	hi
red street sign with white letters##stop sign	श्वेत अक्षरों के साथ लाल चिह्न
white clock##clock,person,airplane,person	श्वेत घड़ी
white clock tower##clock,clock,clock	सफेद घड़ी टॉवर
The white chairs are stacked.##person,chair,cake,cake,book,knife,book,dining table,chair,bottle	श्वेत कुर्सियां स्टैक की जाती हैं ।
the head of a man##person,person,sports ball,tennis racket,sports ball	एक आदमी का सिर
a dog on a plain grass field##sheep,sheep,sheep,sheep,dog,sheep,sheep,sheep,sheep,sheep	एक सादे घास के मैदान पर एक कुत्ता
many green leaves in the fronnt##train,train	फ्रोनेंट में कई हरे पत्ते
White tea cup on top of the table.##person,cell phone,cup,dining table,person,bottle,cup,cup,bottle,bowl	टेबल के ऊपर व्हाइट टी कप।
The train is carrying many passengers##train	रेलगाड़ी कई यात्रियों को ले रही है ।
train tracks with stones along the rails##train,train,person,person	रेल पटरियों के साथ पटरियों के साथ
tail light on bus.##bus,truck,truck,truck,truck,car,truck,car,truck,airplane	बस में टेल लाइट।
a fleet of boats at the dock##boat,boat,boat,boat,boat,boat,boat,motorcycle,person,car	गोदी में नावों का बेड़ा
People standing on the yacht.##person,boat,person,person,person,person,person,person,person,person	नौका पर खड़े लोग।
the yellow sock of a baseball player##person,person,baseball glove,baseball glove,sports ball,bird	एक बेसबॉल खिलाड़ी के पीले मोजे
The people are in the water##dog,person,person,dog,surfboard	लोग पानी में हैं
a young lady with a plate of food##person,hot dog,sandwich,person,hot dog	भोजन की थाली के साथ एक युवा महिला
woman standing in store##person,person,handbag,teddy bear,cup,cup,person,cup,chair,cup	दुकान में खड़ी महिला
This is a cat##cat	यह बिल्ली है
a black guitar##tv,backpack,person,person	एक काला गिटार
a large white clock##clock,person,potted plant,potted plant,person,car,car,chair,car,chair	एक बड़ी सफेद घड़ी
white bristle on brush##cake,toothbrush,dining table,cup,remote	ब्रश पर सफेद ब्रिसल
green traffic light##car,person,traffic light,person,person,person,car,traffic light,traffic light,traffic light	हरी ट्रैफिक लाइट
cell phone laying on table##cell phone,cell phone,cell phone,cell phone,cup,bed	सेल फोन मेज पर पडा है
snow boarder jumping in air##person,snowboard	स्नो बोर्डर हवा में उछलता है
woman at the table##wine glass,teddy bear,person,wine glass,person,chair,dining table,dining table,wine glass,book	मेज पर महिला
child on the ground##person,person,person,person,person,person,skis,skis,skis,person	जमीन पर बच्चा
a woman eating banana##person,banana	केला खाती एक महिला
seating area of place##chair,chair,person,umbrella,umbrella,person,chair,umbrella,bench,potted plant	बैठने की जगह
plate on a table##bowl,chair,knife,fork,pizza,knife,chair,wine glass,dining table,wine glass	एक मेज पर प्लेट
boxes are stacked on the floor##toilet,keyboard,keyboard	बक्से फर्श पर खड़ी हैं
people skiing on the snow##person,person,person,skis,person,skis,boat,skis,skis,chair	बर्फ पर लोग स्कीइंग करते हैं
The green building on the right.##boat,boat,boat,boat,boat,boat,boat,boat,boat	दाईं ओर हरे रंग की इमारत।
A brown shoulder bag##person,person,potted plant,motorcycle,handbag,person,car,motorcycle,motorcycle,car	एक भूरे रंग का कंधे बैग
modern and spare bedroom##chair,chair,bed,tv,bed,vase,clock,book,book	आधुनिक और अतिरिक्त बेडरूम
Little girl carrying an umbrella##person,person,umbrella,car,handbag,car,car,car,car,handbag	एक छाता ले जाने वाली छोटी लड़की
this giraffe is closest to the camera##giraffe,giraffe,giraffe	यह जिराफ़ कैमरे के सबसे करीब है
Woman wearing pink shorts##person,person,person,person,person,person,chair,person,person,umbrella	गुलाबी शॉर्ट्स पहने महिला
The letters TV on the sign.##stop sign	संकेत पर पत्र टी.वी.
a smiling happy man##person,tie	एक खुशमिजाज आदमी
white clouds in blue sky##truck,car,car	नीले आकाश में सफेद बादल
gray elephant##elephant,elephant,elephant,elephant	धूसर हाथी
Child's face smirking to the camera##person,cake,cake,cake,cake,dining table,cake,remote,donut,cake	बच्चे का चेहरा कैमरे की तरफ मुस्कुराता हुआ
the roll of paper towels##refrigerator,chair,banana,bowl,toaster,bottle,apple,dining table,bowl,bottle	कागज तौलिये का रोल
white dog on a field##horse,dog	एक मैदान पर सफेद कुत्ता
stove top of oven##oven,oven,dining table,microwave	ओवन के ऊपर स्टोव
Train on the tracks.##train	ट्रैकस पर ट्रेन |
girl wearing red gloves##person,person,person,frisbee,tennis racket	लाल दस्ताने पहने लड़की
propeller plane##airplane	प्रोपेलर विमान
large body of water##motorcycle,person,backpack,bench	पानी का बड़ा शरीर
white clouds in blue sky##boat,bird,bird,boat,boat,boat,boat,boat,person,boat	नीले आकाश में सफेद बादल
train on the track##train,train,person,truck,person,person	ट्रैक पर ट्रेन
Ripples in the water##bird	पानी में लहर
people sitting on a bench##bench,person,person,person,person,person,person,person,person,boat	एक बेंच पर बैठे लोग
a blue coffee mug##bowl,bowl,broccoli,broccoli,cup,broccoli,bowl,bowl,carrot,broccoli	एक ब्लू कॉफी मग
Giraffe standing among group of trees##giraffe	जिराफ पेड़ों के समूह के बीच खड़ा है
A man is wearing red glasses.##person,remote	एक आदमी लाल चश्मा पहने हुए है।
woman playing tennis##person,person,person,tennis racket,sports ball,baseball bat	महिला टेनिस खेल रही है
small wave in the water##person,boat,boat,potted plant,person,person,boat,truck,boat,boat	पानी में छोटी लहर
yellow wall of building##potted plant,bench,bed,bird	भवन की पीली दीवार
a cat lying on a chair##cat,mouse,chair,cup	एक बिल्ली एक कुर्सी पर लेटी हुई थी
the butterfly is brown##orange,orange,bowl,orange,orange,orange,banana,orange,banana,banana	तितली भूरे रंग की होती है
a dog's left ear##dog,frisbee	एक कुत्ते का बायाँ कान
a group of women are having a conversation##person,person,car,wine glass,person,person,bottle,person,bowl,handbag	स्त्रियों का एक समूह वार्तालाप कर रहा है ।
white cargo truck##truck,car,car,car,truck,car,car	सफेद माल ट्रक
artificial plant in a white container##person,person,person,chair,person,tv,person,couch,person,potted plant	एक सफेद कंटेनर में कृत्रिम पौधा
Snow on top of mountain##boat,person,person,person,person	पहाड़ की चोटी पर बर्फ
cat sitting in chair##cat,chair,bird,bird,tv,cell phone,mouse,cell phone	कुर्सी
There are two people sightseeing.##person,person,bird,chair,boat,truck,boat,boat,backpack,skis	दो लोग दर्शनीय स्थल हैं।
Nose of sitting cat##cat,bottle,bottle,bottle,sink	बैठी हुई बिल्ली की नाक
A light brown bench##bench,bench,bench,bench,person,bench,bench,bench,person,person	एक हल्का भूरा बेंच
a person with a hat on##person,person,person,bicycle,potted plant,broccoli,person,person,person,person	टोपी वाला व्यक्ति
the tan leg of the cow##cow,cow,cow,cow,cow,cow,cow,cow,cow,cow	गाय का तन पैर
man throwing baseball##person,sports ball,sports ball,person,sports ball,baseball glove,person	आदमी बेसबॉल फेंक रहा है
The letter is black.##	अक्षर काला है।
a pair of cross country skis##person,person,skis,skis,backpack	क्रॉस कंट्री स्की की एक जोड़ी
elephants in the field##elephant,elephant,elephant,person,elephant,elephant,elephant	मैदान में हाथी
a white wooly sheep##sheep,sheep,sheep,sheep,sheep,sheep,broccoli,sheep,dog,sheep	एक सफेद ऊनी भेड़
Someone is on the mountain today##person,skis,skis	आज कोई पहाड़ पर है
a parasail in the air##kite,person,surfboard,surfboard	हवा में एक परजीवी
brown bear paws with claws showing##bear	भूरे भालू पंजे दिखाने के साथ पंजे
A long green bit of chive##bowl,dining table,cake,sandwich,cake	चोई का एक लंबा हरा बिट
Home plate in a baseball diamond##person,person,person,baseball bat,sports ball,baseball glove,person,baseball glove	बेसबॉल हीरे में होम प्लेट
a brown tile bathroom floor##toilet,sink,sink,sink	एक भूरे रंग के टाइल बाथरूम का फर्श
skateboard park on a pier##person,skateboard,person,person,person,person,boat,bench,bench	एक घाट पर स्केटबोर्ड पार्क
red umbrella graphic on a wall##person,umbrella,cat,umbrella,skis	एक दीवार पर लाल छाता ग्राफिक
The window is rectangular.##clock,person,person,person,clock,clock,person,person,clock,person	खिड़की आयताकार है।
a stack of red paper plates##fork,bowl,bottle,bottle,dining table,fork,bowl,fork,fork,hot dog	लाल कागज प्लेटों का एक ढेर
two beds in a room##bed,bed	एक कमरे में दो बिस्तर
man skate boarding off ramp##person,skateboard,car	रैंप पर सवार होकर स्केट
a group of people all wearing white hats##person,person,person,person,bird,backpack,backpack,bottle,bench,bench	सभी सफेद हैट पहने हुए लोगों का एक समूह
several motorcycles drive down a street in front of several cars##person,motorcycle,car,motorcycle,person,car,person,person,person,motorcycle	कई मोटरसाइकिल कई कारों के सामने एक सड़क से नीचे जाती हैं
silver and yellow train##train,refrigerator	चांदी और पीले रंग की ट्रेन
the numbers 1866 on the sign##horse,horse,horse,horse,horse,sheep,horse,sheep,person,horse	हस्ताक्षर पर संख्या 1866
Woman sitting on a rug outside##person,bowl,cell phone,bowl,sink,cup,donut,spoon,baseball glove	महिला बाहर एक गलीचा पर बैठी है
man riding snow board##person,snowboard,snowboard	स्नो बोर्ड में सवार आदमी
black and white clock##clock,bird	काले और सफेद घड़ी
the light is blue##tv,person,remote,person,person,person,person,book,person,laptop	प्रकाश नीला है
man in white shirt##person,person,person,person,person,person,person,person,person,person	सफेद शर्ट में आदमी
gray and black flip phone##person,person,person,person,person,teddy bear,person,person,person	ग्रे और काला फ्लिप फ़ोन
dog with a frisbee##dog,person,dog,person	एक फ्रिसबी कुत्ता
Care tire tracks in sand##person,person,kite	रेत में केयर टायर ट्रैक
dark brown spot on a giraffe##giraffe,giraffe,person,person	जिराफ पर गहरे भूरे रंग का धब्बा
a policeman nodding off##person,fire hydrant,person	एक पुलिसकर्मी सिर हिला रहा है
a newspaper##person,person,person,book,chair,person,person,umbrella	एक अखबार
clock on the building##clock	इमारत पर घड़ी
two horizontal traffic lights##truck,traffic light,traffic light	दो क्षैतिज ट्रैफिक लाइट
skiers on flat snowy ground##person,person,skis,skis,skis,skis,skis,snowboard	समतल बर्फीली जमीन पर स्कीयर
skiers on the slope##person,person,person,person,skis,person,snowboard,person,person,person	ढलान पर स्कीयर
gray elephant walking through field##elephant,elephant,elephant,elephant,elephant,elephant,elephant,elephant	क्षेत्र में ग्रे हाथी
a faucet on the wall##bottle,bottle,bottle,cup	दीवार पर एक नल
two cats stand over a toilet##cat,cat,toilet	एक शौचालय के ऊपर दो बिल्लियाँ खड़ी हैं
this is a picture of a train and cattle##cow,cow,train,cow,cow,cow,cow,cow,cow,cow	यह एक ट्रेन और मवेशियों की तस्वीर है
a large clock on a building##clock,person	एक इमारत पर एक बड़ी घड़ी
an old book on the tabel##book,book	तबले पर एक पुरानी किताब
the white toilet##toilet	सफेद शौचालय
a clock on the wall of a business##clock	एक व्यवसाय की दीवार पर एक घड़ी
The green vase on the right.##vase,vase,cup	दाईं ओर हरा फूलदान।
A small white cup of cole slaw.##bowl,sandwich,carrot,carrot,bowl,carrot,broccoli,dining table,carrot,cup	कोल का एक छोटा सफेद कप |
the person riding the horse##horse,person,person,person	घोड़े पर सवार व्यक्ति
the arm is extended##person,surfboard	हाथ बढ़ाया जाता है
Bulldog leaning on a skateboard.##skateboard,dog,chair,refrigerator,bed	एक स्केटबोर्ड पर बुलडॉग झुकाव।
dark red traffic cone##person,person,skateboard,person,person,person,person,person,person,person	गहरा लाल ट्रैफिक शंकु
A bus has two sections stacked.##bus,person,person,person,person,person,person,person,traffic light,person	एक बस के दो खंड हो गए हैं।
ground covered with white snow##person,person,person,skis,skis,snowboard	सफेद बर्फ से ढका मैदान
Black face of a sheep##bird,sheep,bear	एक भेड़ का काला चेहरा
a double decker bus##bus,car,person	एक डबल डेकर बस
long blue boat in water##boat,boat,boat,boat,person,boat,person,boat,car,person	पानी में लंबी नीली नाव
White wii remote in the hand.##person,remote,remote,person,remote,remote,couch,couch,remote,couch	हाथ में सफेद विइ रिमोट।
a little boy looking at a giraffe##giraffe,person,dining table,dining table,chair	एक छोटा - सा लड़का गिराफ़ देख रहा है
gray and white bird on the beach##bird,bird,bird,bird,bird,bird,bird,bird,bird,bird	समुद्र तट पर ग्रे और सफेद पक्षी
boy is wearing boots##person,tie,bed	लड़का जूते पहने हुए है
a rock in the water##truck,boat	पानी में एक चट्टान
A female sitting on concrete.##person,person,person,toothbrush,person,handbag,handbag,person,handbag,cell phone	कंक्रीट पर बैठी एक महिला
Person snow boarding.##snowboard,person,person,person	व्यक्ति स्नो बोर्डिंग।
The flowers are orange and yellow##vase,potted plant,potted plant,vase	फूल नारंगी और पीले होते हैं
a person playing tennis##person,person,tennis racket	एक व्यक्ति टेनिस खेल रहा है
fancy shelf for holding items on##sink,sink,vase	वस्तुओं को रखने के लिए शेल्फ
THIS IS A PERSON##person,person,person,person,person,baseball bat,person,person,baseball glove,person	यह एक व्यक्ति है
white and brown head of giraffe##giraffe	जिराफ का सफेद और भूरा सिर
a large snowy hill##person,snowboard	एक बड़ी बर्फीली पहाड़ी
white clouds in blue sky##person,person,person,person,skis,skis,skis	नीले आकाश में सफेद बादल
a girl holding a white frisbee##person,person,person,person,person,frisbee,handbag	महिला एक सफेद फ़्रिस्बी पकड़े
a woman wearing a green apron##person,keyboard,dining table,cake,sandwich	एक हरी एप्रन पहने हई एक महिला
an aircraft carrier on the water##airplane,person,surfboard,airplane,boat,sports ball	पानी पर एक विमान वाहक
a boy walking outside##person,umbrella,tie,person,person	एक लड़का बाहर घूम रहा है
a cork dart board in a bathroom##toilet,toilet,toilet	एक बाथरूम में एक कॉर्क डार्ट बोर्ड
three girls in a school basketball game##person,person,person,person,person,clock,person,baseball bat,sports ball,person	एक स्कूल बास्केटबॉल खेल में तीन लड़कियां
the surfboard is white##person,surfboard,surfboard	सर्फबोर्ड सफेद है
a computer on a bed##laptop,person,keyboard,person,person	बिस्तर पर एक कंप्यूटर
sparkly case on a smart phone##cell phone,person,person,person,cup,person	स्पष्ट रूप से मामला एक स्मार्ट फोन पर
a small wooden bowl##bowl,dining table,chair,broccoli,bowl,carrot,broccoli,pizza,tv,pizza	एक छोटा लकड़ी का कटोरा
A framed portrait on the wall##bed,chair,vase,bed,bed,vase,chair	दीवार पर एक फंसा हुआ चित्र
a fighter jet is flying##airplane	एक लड़ाकू जेट उड़ता है
a man wearing a baseball cap##person,person,dining table,oven,oven,oven,oven,oven,oven	एक व्यक्ति बेसबाल कैप पहना है
half portion of sliced green apples##knife,apple,dining table,banana	कटा हुआ हरा सेब का आधा हिस्सा
A mossy tree branch.##bird,bird	एक काई की पेड़ की शाखा।
fans sitting behind the fence##person,person,person,person,person,person,person,person,person,baseball bat	बाड़ के पीछे बैठे प्रशंसक
the clothes are grey##person,snowboard	कपड़े ग्रे हैं
the tires are huge##stop sign,truck	टायर विशाल हैं
People flying kite in park.##person,kite,person,person,person,person,person,person,person,person	पार्क में उड़ने वाले लोग
this is a person##person,person,baseball glove,baseball glove,person,person,person,person,person,person	यह एक व्यक्ति है
a flag##train,person,person,potted plant,person,person,person	एक ध्वज
The door is closed.##person,chair,cell phone	दरवाज़ा बंद है।
The wall is yellow##sink,sink,sink,sink,refrigerator,tv,sink	दीवार पीली है
The Roman Numeral is black.##clock,person	रोमन अंक काला है।
a boy riding a skateboard##skateboard,person,person	एक लड़का एक स्केटबोर्ड सवारी
woman walking on the sidewalk##person,person,car,traffic light,traffic light,car,person,person,traffic light,car	फुटपाथ पर चलती महिला
a large work zone orange cone##fire hydrant,dog,fire hydrant	एक बड़ा काम क्षेत्र नारंगी शंकु
four different kites flying##person,person,kite,person,person,kite,person,person,person,person	चार अलग-अलग पतंगें उड़ रही हैं
man playing a game of tennis##person,tennis racket,sports ball	आदमी टेनिस का खेल खेल रहा है
black and white street sign##	काला और सफेद सड़क संकेत
A small blue bowl##bowl,pizza,dining table,dining table,broccoli,broccoli,carrot,broccoli	एक छोटा नीला कटोरा
yellow tennis ball in the air##person,tennis racket,person,person,person,tennis racket,person,person,person,person	हवा में पीले रंग की टेनिस बॉल
Black face on top of a white bird.##bird	एक सफेद पक्षी के शीर्ष पर काला चेहरा।
a man is skateboarding##person,skateboard,person,bicycle,person,person,person,car,person	एक व्यक्ति स्केटबोर्डिंग है
A whir and blue street sign##stop sign	एक चक्कर और नीली सड़क का संकेत
Two people in the snow##person,person,skis,skis,handbag	बर्फ में दो लोग
red hat on a tennis player's head##person,tennis racket,sports ball	एक टेनिस खिलाड़ी के सिर पर लाल टोपी
A man in a blue sweater##laptop,mouse,person,chair,chair,person,chair,chair,couch,chair	नीले स्वेटर में एक आदमी
elephant has white tusks##elephant	हाथी के पास सफेद तुस्क होते हैं
a boy playing outside##person,frisbee,person,person,sports ball	एक लड़का बाहर खेल रहा है
bananas on the table##banana,banana,banana,banana,banana,banana,banana,banana,banana,banana	मेज पर केले
A man surfing on the ocean.##person,surfboard	एक आदमी समुद्र पर सर्फिंग करता है।
Two toned brown wood kitchen cabinete##oven,refrigerator,sink,cup,cup,spoon,cup,sink,spoon,knife	दो टोंड ब्राउन लकड़ी रसोई कैबिनेट
black and white panda##bear,bear,bear,bear,potted plant,car	काले और सफेद पांडा
Twins having a birthday party##cake,cake,person,person,person,person,person,chair,book,chair	जन्मदिन की पार्टी में जुड़वा बच्चे
A tall skinny elephant with an extended leg.##elephant,elephant,elephant	एक विस्तारित पैर के साथ एक लंबा पतला हाथी।
The tennis ball is yellow.##person,person,bench,tennis racket,tennis racket,bench,sports ball,bottle,sports ball,backpack	टेनिस गेंद पीला है |
Person wearing silver helmet and face piece.##horse,person,person,person,person,person,umbrella,person,person,person	रजत हेलमेट और चेहरे का टुकड़ा पहने व्यक्ति।
the long wooden handle##bench,potted plant,bench,bench,potted plant	लंबे लकड़ी के हैंडल
the river Thames flowing in London##clock	लंदन में प्रवाहित नदी
person wearing a shirt##train,person,person,person,person,person,person,person,person,person	शर्ट पहने हुए व्यक्ति
a black briefcase##person,suitcase,person	एक काला अटैची
a woman is playing tennis##person,tennis racket,sports ball	एक महिला टेनिस खेल रही है
intersection with cars at night##car,car,car,traffic light,traffic light,person	रात में कारों के साथ चौराहा
Small brown plank of wood##person,frisbee,bicycle	लकड़ी का छोटा भूरा तख़्त
a man in a black shirt##person,suitcase,bottle,microwave,backpack,suitcase	एक काले शर्ट में एक आदमी
pink helmet for safety##bicycle,cow,person,bicycle,cow,cow,cow,backpack,cow,cow	सुरक्षा के लिए गुलाबी हेलमेट
white clouds in blue sky##car	नीले आकाश में सफेद बादल
a leaning red bike##dog,bicycle,bicycle,train,car,kite,bicycle,motorcycle	एक लाल बाइक
a man riding a bike##bicycle,motorcycle,person,umbrella,bicycle,person,person,person,person,truck	एक आदमी एक बाइक की सवारी कर रहा है
boats in a river##boat,boat	एक नदी में नावें
White mouse on the desk.##mouse,keyboard	डेस्क पर सफेद माउस।
orange road sign showing a streen name##person,person,person,traffic light,person,person,car,traffic light,truck,car	नारंगी सड़क संकेत एक सड़क का नाम दिखा रहा है
This is a baseball field##person,person,person,person,person,umbrella,person,person,person,person	यह एक बेसबॉल मैदान है
a stone tile ground##person,skateboard	एक पत्थर टाइल कि सतह
cinnamon rolls in the oven##cake,oven,cake,cake	चूल्हे में सिनामॉन रिक्त
Two people in the foreground##person,person,skis,skis,backpack,backpack	अग्रभूमि में दो लोग
ski lift on line##person,person,person,person,person,person,traffic light,person,person,person	लाइन पर स्की लिफ्ट
a man holding a tennis racket##tennis racket,person,sports ball	टेनिस रैकेट पकड़े हुए एक व्यक्ति
black spot##banana,banana,banana,banana,banana	काला धब्बा
Man wearing black and red hat.##person,skateboard,car	आदमी काली और लाल टोपी पहने।
black plastic batting helmet##person,person,person,tie	काले प्लास्टिक बल्लेबाजी हेलमेट
The streetlight is red.##traffic light,traffic light,traffic light	स्ट्रीटलाइट लाल है।
long fluorescent ceiling light##bottle,bottle,oven,remote,bottle,bottle,bowl,bowl,bottle,refrigerator	लंबे फ्लोरोसेंट छत प्रकाश
A couple sitting in a chair.##elephant,person,person,bench,bench	एक कुर्सी पर बैठा एक जोड़ा।
Small boat in the water##person,surfboard,kite,boat,surfboard,boat	पानी में छोटी नाव
a shadow on the ground of a tennis player##person,sports ball,tennis racket,baseball glove	एक टेनिस खिलाड़ी की जमीन पर छाया
an elephant walking outside##elephant	एक हाथी बाहर घूम रहा है
small eyes in a very large face##bear	बहुत बड़े चेहरे में छोटी आँख
white toilet on floor##toilet	मंजिल पर सफेद शौचालय
brown antique sign on a pole##clock,clock	एक पोल पर भूरे रंग का प्राचीन चिन्ह
An elephant in a field.##elephant,person	एक खेत में एक हाथी।
brown barn with black roof##truck,clock,car,truck,car,person	काली छत के साथ भूरे खलिहान
a green plate with a red apple##knife,apple,spoon,dining table,frisbee,frisbee,bowl	लाल सेब के साथ हरी थाली
a panda bear at a zoo##bear,bird,bear,bear,bear	एक पांडा एक चिड़ियाघर में रहता है
cut open orange on concrete##orange,orange	कंक्रीट पर खुला नारंगी काट लें
first box of pizza##pizza,pizza,pizza,pizza,book,chair	पिज्जा का पहला डिब्बा
horse has brown cover##horse,chair	घोड़े के पास भूरे रंग का आवरण होता है
a train station##train,person,person,person,person,person,person	ट्रेन का स्टेशन
white star on motorcycle##motorcycle,umbrella,person,truck,potted plant	मोटरसाइकिल पर सफेद सितारा
ladder on fire truck##truck,traffic light,car,car,person,person	आग ट्रक पर सीढ़ी
a metal roadside barrier##knife	एक धातु सड़क के किनारे बाधा
two fire hydrants##fire hydrant,fire hydrant,car,car	दो फायर हाइड्रेंट
sail from a parasailer##kite,kite,kite,person,boat,person	एक पैरासैलर से पाल
large blond dog wearing green cap##dog,bottle,bowl,bed,bottle,cup,dog	बड़ा गोरा कुत्ता हरी टोपी पहना हुआ है
A group of men playing baseball##person,person,person,baseball glove,sports ball,baseball bat,baseball glove,person	बेसबॉल खेलने वाले पुरुषों का एक समूह
the door is open##refrigerator,bowl,bottle,bottle,bottle,orange,bottle,bottle,bowl,bottle	दरवाजा खुला है
wooden bench around a tree##bench	एक पेड़ के चारों ओर लकड़ी की बेंच
a suitcase on the ground##person,person,suitcase,person,person,person,suitcase,person,bench,person	जमीन पर एक सूटकेस
A working computer monitor##mouse,tv,keyboard	एक कार्यशील कंप्यूटर मॉनीटर
lights of the bathroom##sink,refrigerator,sink,sink	बाथरूम की रोशनी
whole pizza on pan##cell phone,dining table,pizza,chair,person,cup,person,cup,fork	पूरा पिज़्ज़ा पैन पर
a woman in shorts using a phone##person,car,cell phone	एक फोन का उपयोग कर शॉर्ट्स में एक महिला
face of mountain range##skateboard,person,person,person,bench,skis,umbrella	पर्वत श्रृंखला का चेहरा
One female brown sheep.##dog,sheep,sheep,cow,cow,dog	एक मादा भूरी भेड़।
A pair of horses##horse,person,person,horse,person,person,horse,truck,person,person	घोड़ों की एक जोड़ी
Man in the water##person,surfboard	आदमी पानी में
two giraffes eating leaves from a tree##giraffe,giraffe	एक पेड़ से दो जिराफ़ पत्ते खा रहे हैं
blue baseball bat in hand##person,person,person,person,person,baseball glove,person,person,person,baseball bat	नीले बेसबॉल हाथ में बल्लेबाजी
three surfers in the ocean##person,person,surfboard,person,surfboard,surfboard,surfboard,surfboard	सागर में तीन सर्फर
snow covered evergreen boughs##person,person,person,snowboard,skis,snowboard,skis	बर्फ से ढका हुआ कश्मीर
small dog with black fur##person,suitcase,dog,person,dog,dog	काला फर वाला छोटा कुत्ता
tail of the airplane##airplane	हवाई जहाज की पूंछ
Black horn on animal's head.##cow,elephant	जानवरों के सिर पर काला सींग।
soccer ball in the grass##person,sports ball,person,person,person	घास में फुटबॉल की गेंद
Dark skin of an elephant##elephant,elephant,elephant	हाथी की गहरी चमड़ी
kid wearing protective headgear##person,person,baseball bat,sports ball,baseball glove	बच्चे सुरक्षात्मक टोपी पहने हुए
a cook working a buffet##person,person,bowl,person,person,person,person,person,sink,bowl	एक पकाने वाला काम करने वाला
Pieces of large pink shrimp##broccoli,carrot,bowl,carrot,broccoli,broccoli,broccoli,broccoli,broccoli,carrot	बड़ी गुलाबी श्रिम्प की पिक्स
doughnuts in a box##donut,donut,donut,donut,donut,donut,dining table,donut,donut,carrot	एक बॉक्स में डोनट्स
number one on the clock##clock	घड़ी पर एक नंबर
tall wood and metal organ##clock,clock	लंबा लकड़ी और धातु अंग
building at an airport##airplane,airplane,airplane,airplane,airplane,chair,airplane,airplane	हवाई अड्डे के पास इमारत
white sheep with black face in green field##sheep	हरे क्षेत्र में काले चेहरे के साथ सफेद भेड़
This is a TV set##tv,book,book,book,book,book,book,book	यह एक टीवी सेट है
black cover on bike##person,person,bicycle,person,fire hydrant,person,truck,person,person,umbrella	बाइक पर काला कवर
a sandwich on rye bread##sandwich,sandwich,person,person,person,bench,dining table,person,dining table	राई की रोटी पर एक सैंडविच
the man's right foot##person,kite,boat,boat	आदमी का दाहिना पैर
A train is on the train track##train	एक पटरी पर रेलगाड़ी
the zebra is eating##zebra,zebra	जेब्रा खा रहा है
Green garbage bin##car,traffic light,car,car,car	हरा कचरा बिन
a very strange photo##person,suitcase,suitcase,suitcase,person,backpack,suitcase,chair	एक बहुत ही अजीब फोटो
white walls of room##person,person,remote,chair,remote,chair,book,couch,tv,couch	कमरे की सफेद दीवारें
Brown and white dog.##dog	भूरा और सफेद कुत्ता।
a dog by a bench##dog,bench,bicycle,bicycle,bicycle,bicycle,bicycle,bicycle,suitcase,bicycle	एक बेंच द्वारा एक कुत्ता
two elephants in water##elephant,elephant	दो हाथी पानी में
a little white cup with a brown stain on the inside##cup,dining table,vase,cup	अंदर पर एक भूरे रंग के दाग के साथ थोड़ा सफेद कप
a parking meter next to a road##parking meter,car,car,car,car,car,fire hydrant,car,car	एक सड़क के बगल में एक पार्किंग मीटर
giraffe is looking upward##giraffe,truck,car	जिराफ ऊपर की तरफ देख रहा है
zebra eating grass##zebra,zebra	ज़ेबरा घास खा रहा है
Small clear glass with water##bowl,cup,bowl,bowl,spoon,dining table,scissors,book,chair,chair	पानी के साथ छोटा साफ गिलास
particles in the microwave##oven,microwave	माइक्रोवेव में कण
two boats rowing down a river##boat	एक नदी के नीचे दो नावें
giraffe##giraffe	जिराफ़
people playing water polo##person,person,sports ball,person,person,person,person,person,person,surfboard	वाटर पोलो खेल रहे लोग
the man is working on laptop##person,laptop,chair,chair,chair,chair,chair,chair	आदमी लैपटॉप पर काम कर रहा है
Person has dark hair.##kite	व्यक्ति के काले बाल होते हैं।
a single slice of a red juicy tomato##fork,person,dining table,sandwich,broccoli	एक लाल रसदार टमाटर का एक टुकड़ा
RAILROAD BRIDGE CROSSING RIVER##train,boat,train,train,person,train,bench	रेलरोड ब्रिज क्रॉसिंग रिवर
blue recliner chair##chair,chair,couch,dining table,chair,chair,chair,book,chair,dining table	नीली झुकनेवाला कुर्सी
water at base of fire hydrang##fire hydrant	अग्नि हाइड्रांग के आधार पर जल
gifts wrapped and stocked up near the wall##tv,bowl,book,couch,book,dining table,couch,book,couch,bed	उपहार लिपटे और दीवार के पास मोजा
kite shaped like a bird##person,person,chair,person,kite,chair,kite,person,car,traffic light	पतंग का आकार पक्षी की तरह
A person skiing.##person,skis	एक व्यक्ति स्कीन
Many fruit on display##person,person,person,person,apple,banana,person,banana,banana,banana	प्रदर्शन पर कई फल
purple onion on a salad##donut,orange,bowl,banana,carrot	एक सलाद पर बैंगनी प्याज
two planes on the runway##airplane,airplane,car,car	रनवे पर दो विमान
the head of a woman##pizza,cup,person,cup,cup,person,person,pizza,person,knife	एक महिला का सिर
black and silver bmw motorcycle##motorcycle,car,bus,person,car,car,car	काली और चाँदी रंग कि बी एम. डब्ल्यू मोटरसाइकिल
Headband around woman's head.##clock,person,cell phone,vase,couch,person,handbag,dining table,couch	महिला के सिर के चारों ओर हेडबैंड।
small boy in front of garage##person,sports ball	गैरेज के सामने छोटा लड़का
brown and grey clock##clock,clock,scissors	भूरा और भूरे रंग की घड़ी
man has black helmet##person,person,person,person,baseball glove,person,person,person,baseball bat,person	आदमी के पास काले हेलमेट हैं
