en	hi
two tennis players wearing black shorts##person,person,person,person,sports ball,sports ball,tennis racket,person,tennis racket,person	काले शॉर्ट्स पहने दो टेनिस खिलाड़ी
the players socks are blue##person,person,person,person,sports ball,person,person,person,person,person	खिलाड़ियों के नीले मोजे हैं
A red date stamp##person,person	एक लाल तारीख की मोहर
Monitor stand below monitor##tv,tv,keyboard,mouse,dining table	मॉनीटर स्टैंड के नीचे मॉनीटर
a manual press machine##person	एक मैनुअल प्रेस मशीन
long black pipe on display stand##umbrella,person,tv,bird	प्रदर्शन स्टैंड पर लंबे काले पाइप
male cross country skier##person,skis,skis	पुरुष क्रॉस कंट्री स्कीयर
models of airplanes on the tables##airplane,person,person,person,person,person,person,person,person,person	तालिकाओं पर हवाई जहाज के मॉडल
Man cross country skiing.##person,person,skis,bench,bench,person,car	मैन क्रॉस कंट्री स्कीइंग।
the sign has white characters##stop sign	साइन में सफेद अक्षर हैं
red time stamp on the photo##clock,car,clock,clock,truck,car,clock	फोटो पर लाल समय की मोहर
little girl standing on a tennis court##person,tennis racket	टेनिस कोर्ट पर खड़ी एक छोटी लड़की
man cross country skiing during race##person,person,person,person,person,skis,person,person,skis,person	दौड़ के दौरान आदमी क्रॉस कंट्री स्कीइंग
Cement forms sticking out of ground.##zebra,zebra,zebra,zebra,zebra,zebra,zebra	जमीन से चिपके हुए सीमेंट के रूप।
Sandwich on the second shelf.##chair,chair,chair,sink,dining table,chair,dining table,chair,bowl,donut	दूसरे शेल्फ पर सैंडविच।
the english muffins are toasted##sandwich,cup,bowl,sandwich,dining table,dining table	अंग्रेजी मफिन सिका हुआ हैं
yellow front of second train##train,train	दूसरी ट्रेन का पीला मोर्चा
models posing on motorcycle##person,person,person,person,person,motorcycle,car,car,car,handbag	मोटर साइकिल पर प्रस्तुत मॉडल
This open-air stand takes place in Jamaica##person,banana,banana,banana,bowl,banana,bottle,bottle,bowl,banana	यह ओपन-एयर स्टैंड जमैका में होता है
clear stand for controller##remote,book,remote,carrot	नियंत्रक के लिए स्पष्ट स्टैंड
black armed forces name on wing##airplane,airplane,airplane	काले सशस्त्र बलों के नाम विंग पर
second base found directly behind the pitcher##person,person,person,person,baseball bat,sports ball,baseball glove,baseball glove,baseball glove,baseball bat	दूसरा आधार सीधे घड़े के पीछे मिला
A cross on a tower.##clock,clock,boat	एक टॉवर पर एक क्रॉस।
picture taken at drive up fast food chain##person,motorcycle,person,car,car,car,car,car,backpack,truck	फास्ट फूड चेन ड्राइव पर लिया गया चित्र
two horses stand on hill##horse,horse	दो घोड़े पहाड़ पर खड़े हैं
cross centered in curved panels##bicycle,bicycle,person,motorcycle,person	घुमावदार पैनलों में क्रॉस केंद्रित है
white stripes in road is a pedestrian cross walk##traffic light,bus,person,car,person,traffic light,car,car,car,person	सड़क में सफ़ेद धारियाँ एक पैदल यात्री क्रॉस वॉक हैं
Box springs of bed.##bed	बॉक्स बिस्तर के स्प्रिंग्स।
The water bottle on the side of the court.##person,tennis racket,person,person,person,person,person,bottle,person	कोर्ट की तरफ पानी की बोतल।
A small wave forms on the water.##person,surfboard,person,person	पानी पर एक छोटी लहर बनती है।
a daytime picture of a couple cross country skiing##person,person,skis,skis,person	एक युगल क्रॉस कंट्री स्कीइंग की एक दिन की तस्वीर
Cars moving at a very fast speed##	बहुत तेज गति से चलती हुई कारें
a tree on a city block##person,car,truck,person,car,car,person,umbrella,person,person	एक शहर ब्लॉक पर एक पेड़
a cement block wall##person,frisbee	एक सीमेंट ब्लॉक दीवार
computer monitor on the stand##chair,keyboard,chair,tv,tv,person,mouse,mouse,person,bottle	स्टैंड पर कंप्यूटर मॉनिटर
snow on the trees at a cross-country ski race##person,person,person,person,skis,skis,person,person,parking meter,skis	एक क्रॉस-कंट्री स्की रेस में पेड़ों पर बर्फ
the second engine of the train##boat,train,train,boat,car	ट्रेन का दूसरा इंजन
a black music stand##chair,book,book	एक काला संगीत स्टैंड
chairs and tables on the side of the court##person,tennis racket,person,person,chair,tennis racket,chair,chair,kite,person	कोर्ट की तरफ कुर्सियां ​​और टेबल
Baseball travelling fast in the air##person,person,person,baseball bat,baseball glove,baseball bat,baseball glove,person,baseball glove,baseball glove	हवा में तेजी से यात्रा कर रहा बेसबॉल
fast food soda cups##remote,remote,couch,laptop,book,bottle,couch,dining table,cat,cup	फास्ट फूड सोडा कप
An old wooden stand shade##cow,umbrella	एक पुराना लकड़ी का स्टैंड शेड
red on players sleeve##person,baseball glove	खिलाड़ियों की आस्तीन पर लाल
a stand next to the sink##sink,bottle,bench,vase	सिंक के बगल में एक स्टैंड
second hand on clock##clock,chair	घड़ी पर दूसरा हाथ
four men on court##tennis racket,person,person,person,tennis racket,person,tennis racket,chair,chair,chair	कोर्ट पर चार आदमी
a block wall behind the man##person,motorcycle,cell phone,cell phone,tie	आदमी के पीछे एक ब्लॉक दीवार
cross walk at intersection##bus,person,person,car,car,traffic light,traffic light,handbag,person,car	चौराहे पर पैदल चलना
large tennis court##person,tennis racket,tennis racket	बड़े टेनिस कोर्ट
Child sitting cross-legged on the floor##cup,person,person,chair,chair,potted plant,dining table,chair,frisbee,chair	बच्चा फर्श पर क्रॉस-लेग किया हुआ बैठा था
Man standing on a tennis court##person,person,chair,sports ball,tennis racket,chair,car,person,chair,bottle	एक टेनिस कोर्ट पर खड़ा आदमी
yellow time date stamp##bus,car,car	पीले समय की तारीख मोहर
Turnstyle entrance to court##person,tennis racket	कोर्ट में टर्नस्टाइल प्रवेश
horse running fast with cowboy on the back##person,horse,person,person,person,person,person,person,person,person	पीठ पर चरवाहे के साथ तेजी से दौड़ता हुआ घोड़ा
blue umbrella pole held fast by sand##umbrella,umbrella,umbrella,umbrella,umbrella,boat,umbrella,umbrella,umbrella,boat	नीली छतरी वाला खंभा रेत से भरा हुआ
blue wood life guard stand##person,person,person,surfboard,surfboard,person,surfboard,frisbee,surfboard,person	नीली लकड़ी जीवन रक्षक स्टैंड
gloves are in the players back pocket##person,person,person,person,person,baseball bat,person,chair,bottle,chair	दस्ताने खिलाड़ियों की जेब में हैं
seats in the stand##person,tennis racket,person,person,person,sports ball,chair,chair,chair,chair	स्टैंड में सीटें
the players glove is black##person,baseball glove	खिलाड़ियों का दस्ताना काला है
a brown horse with an english saddle##horse,horse,person,person,dog,boat	एक अंग्रेजी काठी के साथ एक भूरे रंग का घोड़ा
The canvas sits on the stand##person,boat,kite,umbrella,backpack,boat,chair,suitcase,car,boat	कैनवास स्टैंड पर है
a camera on a stand##tv,traffic light,suitcase	एक स्टैंड पर एक कैमरा
net of the tennis court##person,person,tennis racket,tennis racket,car	टेनिस कोर्ट का जाल
man sitting in fruit stand##person,orange,banana,orange,orange,apple,banana,apple,orange,orange	फल स्टैंड में बैठा आदमी
grill press##hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog	ग्रिल प्रेस
cross on tower steeple##clock	टॉवर स्टीपल पर क्रॉस
ink stamp in the pencil box##book,cup,book,book,book,book,book,book,book,book	पेंसिल बॉक्स में स्याही मोहर
small table lamp on the night stand##bed,chair,chair,remote,dining table	नाइट स्टैंड पर छोटा टेबल लैंप
series of curved forms around body##zebra	शरीर के चारों ओर घुमावदार रूपों की श्रृंखला
a clock on a wooden block##clock	लकड़ी के ब्लॉक पर एक घड़ी
edge of a stamp##tennis racket,book,clock,vase,book,book,person,refrigerator	मोहर की किनारों
a man sitting cross legged in the grass##person,surfboard,surfboard,surfboard,surfboard,surfboard,frisbee,potted plant,sheep,bird	पार बैठे एक आदमी ने घास में पैर रखा
Right ear of the second cat##cat,cat,car	दूसरी बिल्ली का दाहिना कान
a fine bristled retractable brush##cup,toothbrush,bottle,cup,toothbrush,dining table,cell phone,apple,toothbrush	एक अच्छा ब्रिस्टल वापस लेने योग्य ब्रश
A motorcyclist driving very fast##motorcycle,person	एक मोटर साइकिल चालक बहुत तेजी से गाड़ी चला रहा है
a baseball players bat##person,person,person,person,baseball bat,baseball glove,person,person,person,person	एक बेसबॉल खिलाड़ी बल्लेबाजी करते हैं
A second sandwich on a wrapper.##cup,sandwich,sandwich,person,dining table,sandwich,spoon	एक रैपर पर दूसरा सैंडविच।
case with cross on it also has red trim##laptop,laptop,backpack,backpack,backpack,handbag,backpack,backpack,suitcase,bottle	इस पर क्रॉस के साथ लाल ट्रिम भी है
a railing on a second story balcony##person,umbrella,person,person,umbrella,person,person,person,bench,person	एक दूसरी बालकनी पर एक रेलिंग
Two soccer players##person,person,person,person,person,sports ball,person,person,person,chair	दो फुटबॉल खिलाड़ी
the cross on the top of the building structure##clock	भवन संरचना के शीर्ष पर क्रॉस
People waiting to cross street##car,traffic light,traffic light,person,car,car,car,person,car,car	सड़क पार करने का इंतजार करते लोग
characters on the sign##	संकेत पर अक्षर
A skateboard with asian characters painted on the underside##skateboard,bicycle,clock,bicycle,car,bicycle,truck,book	एशियाई पात्रों के साथ एक स्केटबोर्ड अंडरस्लाइड पर चित्रित
fine inscriptions on item##clock,scissors,scissors	मद पर ठीक शिलालेख
characters are posted in Chinese##train,clock	पात्रों को चीनी में पोस्ट किया जाता है
Man getting ready for a penalty kick##person,person,person,person,person,person,person,person,person,sports ball	मैन पेनल्टी किक के लिए तैयार हो रहा है
A red cross forms on the floor.##train,person	फर्श पर एक लाल क्रॉस रूपों।
many wires criss-cross overhead##	कई तारों को क्रॉस-ओवरहेड किया जाता है
This could be at a science fair.##person,clock,chair,clock,person,cup,chair,bottle,bicycle,person	यह एक विज्ञान मेले में हो सकता है।
man using a hand press to make juice##person,orange,orange,cup,cup,orange,orange,orange,orange,baseball bat	जूस बनाने के लिए हैंड प्रेस का उपयोग करने वाला व्यक्ति
The picture has a date stamp##potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant	तस्वीर पर तारीख की मोहर है
A date underneath a clock face##clock	एक घड़ी के चेहरे के नीचे एक तारीख
unfinished wood block under freezer##refrigerator,refrigerator	फ्रीजर के तहत अधूरा लकड़ी का ब्लॉक
fast train moving along track##train	ट्रैक के साथ चलती तेज ट्रेन
Three baseball players wearing white uniforms are in the background.##person,person,person,baseball glove,person,person,person,person,person,baseball glove	सफेद वर्दी पहने तीन बेसबॉल खिलाड़ी पृष्ठभूमि में हैं।
tennis player on the green colored section of a court##person,tennis racket,tennis racket	एक कोर्ट के हरे रंग के खंड पर टेनिस खिलाड़ी
making a very fast turn##person,person,skis,person,skis,person	बहुत तेज़ मोड़ देना
the tennis court net divides the court in the middle##person,person,tennis racket,tennis racket,person,person,person,person,sports ball,sports ball	टेनिस कोर्ट का जाल कोर्ट को बीच में बांटता है
4 players on the court##person,person,sports ball,person,tennis racket,person	4 खिलाड़ी कोर्ट पर
the chinese characters on the vase##cup,cup,vase,dog,potted plant,cup,vase	फूलदान पर चीनी अक्षर
crumbly english muffin bread##cup,sandwich,dining table	crumbly english मफिन ब्रेड
a stand with information##person,vase	जानकारी के साथ एक स्टैंड
ad on the wall of the court##person,person,tennis racket,person,person,person,person,person,potted plant,sports ball	अदालत की दीवार पर विज्ञापन
The right front window on the second level of the bus.##bus,car,person,person,person,person,bus,person,person,person	बस के दूसरे स्तर पर दाईं ओर की खिड़की।
the Asian characters are red##bus,car,traffic light,motorcycle,person,person,traffic light,person,person,person	एशियाई पात्र लाल हैं
block tower on top of hill##clock,clock	पहाड़ी की चोटी पर ब्लॉक टॉवर
The black baseball mit on the players hand##person,baseball glove,sports ball	खिलाड़ियों के हाथ पर काली बेसबॉल माइट
yellow cross on a tie##tie,tie,tie,tie,tie,tie,tie,tie	एक टाई पर पीला क्रॉस
five baseball players##person,baseball glove,person,person,person,person,person	पांच बेसबॉल खिलाड़ी
large date palm in the distance##giraffe,giraffe,person,person,person,person,person,person,person,person	दूरी में बड़ी खजूर
Cows laying down in the hay at a county fair##cow,cow,cow,person,person,person,person,person,person,person	काउंटी के एक मेले में गायों को लेटाया गया
armed forces identifying patch for US Army##person,bicycle,book,tv,book,tv,book,book,book,book	अमेरिकी सेना के लिए पैच की पहचान करने वाले सशस्त्र बल
The tennis court is two different colors.##person,tennis racket,car,sports ball	टेनिस कोर्ट दो अलग-अलग रंग हैं।
A indoor tennis court.##person,person,person,sports ball,tennis racket,clock,tennis racket,tennis racket	एक इनडोर टेनिस कोर्ट।
characters on the edge of the plate##cake,dining table,cake	प्लेट के किनारे पर अक्षर
a fruit stand with lots of fruits and vegetables##banana,banana,banana,person,banana,banana,teddy bear,banana,banana,banana	बहुत सारे फल और सब्जियों के साथ एक फल स्टैंड
red white and blue truck is at the fair##horse,person,horse,person,person,person,truck,person,truck,truck	लाल, सफेद और नीला ट्रक मेले में है
yellow date taken stamp##giraffe	पीली तारीख की मोहर
Tarp on the side of the court##person,tennis racket,person,person,person,person,person,person,person,person	कोर्ट की तरफ से तारप
Tall lights at the court##person,tennis racket,sports ball	कोर्ट में लगी लाइटें
players standing behind chain link fence##person,person,person,person,person,person,baseball glove,person,baseball bat,car	चेन लिंक बाड़ के पीछे खड़े खिलाड़ी
date stamp in the corner##bus,bus,bus,bus,bus,bus,bus,bus,bus,bus	कोने में तारीख मोहर
a cross in a church##potted plant,knife,knife,chair,chair,chair,chair	एक चर्च में एक क्रॉस
easel stand for painting##elephant,person,person,person,person,umbrella,elephant,bench,person,person	चित्र के लिए चित्रफलक स्टैंड
owners manual for a panini press##cup,sandwich,sandwich,dining table,apple	मालिकों के लिए एक पैनी प्रेस है
dog forms splashes in the water##dog,horse	कुत्ते ने पानी में छींटे मारे
two long and narrow panes below cross bar##cat	क्रॉस बार के नीचे दो लंबे और संकीर्ण पैन
Double red doors on second floor##clock,clock,refrigerator	दूसरी मंजिल पर डबल लाल दरवाजे
Partial view of second bus##bus,car,person,person,bus,person,person,person	दूसरी बस का आंशिक दृश्य
White door on second floor##dog,truck,car,person	दूसरी मंजिल पर सफेद दरवाजा
a romantic date night##person,person,bench,handbag,car	एक रोमांटिक मुलाक़ात की रात
knife block sitting on counter with knives in it##oven,sink,spoon,spoon,knife,sink,sink,refrigerator,knife	चाकू के साथ काउंटर पर बैठे चाकू ब्लॉक
a block of buildings##person,traffic light	इमारतों का एक ब्लॉक
Curved stairs on the approach to the court yard##potted plant	कोर्ट यार्ड की ओर जाने वाली घुमावदार सीढ़ियां
chinese characters on the side of a bus##person,person,person,person,bus,train,handbag	एक बस के किनारे चीनी अक्षर
blue tennis court##person,person,person,person,person,person,person,person,person,boat	नीला टेनिस कोर्ट
This person is waiting to cross the street##person,person,person,person,person,traffic light,car,person,person,person	यह व्यक्ति सड़क पार करने की प्रतीक्षा कर रहा है
The block for the post##bicycle,person,person,person,person,motorcycle,parking meter,handbag,sports ball	पद के लिए ब्लॉक
tan letters on the tennis court##person,sports ball,tennis racket	टेनिस कोर्ट पर टैन पत्र
this license plate has non-english characters##umbrella,person,car,car,handbag,car,handbag,chair,potted plant,potted plant	इस लाइसेंस प्लेट में गैर-अंग्रेजी अक्षर हैं
players uniform is black and gold##person,tennis racket,sports ball,sports ball,sports ball	खिलाड़ियों की वर्दी काले और सोने रंग की है
Watermark, showing copyright date.##airplane	वॉटरमार्क, कॉपीराइट दिनांक दिखा रहा है।
name and website of photographer and Chinese characters##person,person,person,person,person,person,cake,person,remote	फोटोग्राफर और चीनी पात्रों का नाम और वेबसाइट
tv on a stand##person,suitcase,couch,potted plant,suitcase,bowl,vase,bowl,dining table,couch	एक स्टैंड पर टी.वी.
grass grows next to the block##motorcycle	ब्लॉक के बगल में घास उगती है
A paper towel roll on a stand##person,tie,tie,bottle	एक स्टैंड पर एक पेपर टॉवल रोल
white springs under mattress##bed,bed	गद्दे के नीचे सफेद स्प्रिंग्स
The brick wall behind the court##person,person,person,person,tennis racket,sports ball,person,tennis racket	कोर्ट के पीछे ईंट की दीवार
egg shaped object on a stand##person,toothbrush,sink,bottle	एक स्टैंड पर अंडे के आकार की वस्तु
tennis ball shadow on the court##person,tennis racket,sports ball,tennis racket,frisbee	कोर्ट पर टेनिस बॉल की छाया
littleyiye photographers stamp##vase,vase,chair,potted plant,potted plant,dining table,vase	लिटिलिआ फोटोग्राफरों का टिकट
Picture stamped date 8/10/2013.##person,person,person,person,person,person,person,person,truck,person	चित्र मुद्रांकित दिनांक 8/10/2013।
2010 date in black##person,person,person,person,baseball bat,person,person,baseball bat,person,person	काले रंग में 2010 की तारीख
sign above the people at the fair##person,surfboard,person,person,person,person,person,person,person,person	मेले में लोगों के ऊपर दिखने वाला साइन
Straight fine black hair##person,tie,baseball glove	सीधे उत्कृष्ट काले बाल
a horse with an english saddle##horse,horse,horse,person,person,horse,person,person,person,person	एक अंग्रेजी सैडल के साथ एक घोड़ा
the baby has very fine hair##person,person,person	बच्चे के बाल बहुत अच्छे हैं
pelican forms ripples with legs##bird,kite,umbrella,bird	श्रोणि पैरों के साथ तरंग बनाता है
A window on a second story shop.##motorcycle,motorcycle,potted plant,potted plant	एक दूसरी कहानी की दुकान पर एक खिड़की।
Green stand in the snow.##person,skis,skis	बर्फ में हरा स्टैंड।
display models of cell phones##person,cell phone,cell phone,cell phone,cell phone,cell phone,cell phone,person,cell phone,parking meter	सेल फोन के प्रदर्शन मॉडल
black chinese characters n white sign##person,train,truck,person,bus,person	काले चीनी अक्षर और सफेद संकेत
Shadow of the man on the tennis court##person,tennis racket,sports ball,sports ball,sports ball,sports ball,sports ball,sports ball,sports ball	टेनिस कोर्ट पर आदमी की छाया
white marking on tennis court##person,tennis racket	टेनिस कोर्ट पर सफेद निशान
Baby fine light brown hair.##broccoli,person,bowl,broccoli,dining table,chair,person,cake,dining table	बच्चे की ठीक हल्के भूरे बाल।
the players lean on the fence##person,person,person,person,person,person,baseball glove,person,person,baseball bat	खिलाड़ी बाड़ पर झुक जाते हैं
second suitcase on bottom is orange##suitcase,suitcase,suitcase,suitcase,suitcase,person,suitcase,suitcase,umbrella,suitcase	नीचे दूसरा सूटकेस नारंगी है
Man helping child stand on snowboard##snowboard,person,person,person	स्नोबोर्ड पर खड़े होने में बच्चे की मदद कर कर रहा आदमी
extremely fast bullet train##train,train,person	बेहद तेज जाता बुलेट ट्रेन
Oriole on front of players hat##person,sports ball,baseball glove,person	खिलाड़ियों की टोपी पर ओरिओल
Net across the tennis court##person,person,person,person,tennis racket,person,person,person,person,person	टेनिस कोर्ट में नेट
second car parked on the street##car,car,car,car,car,car,traffic light,potted plant,train,traffic light	दूसरी कार सड़क पर खड़ी थी
Cather's mit for hand protection against fast pitches.##person,person,baseball glove,person,person,person,person,person,person,person	तेजी से पिचों के खिलाफ हाथ की सुरक्षा के लिए कैथरीन की माइट।
fast food chicken patty##sandwich,cell phone,bowl,dining table	फास्ट फूड चिकन पैटी
sunglasses of second rider##person,person,person,motorcycle,person,motorcycle,motorcycle,motorcycle	दूसरे सवार का धूप का चश्मा
People buying food on fast food store##person,person,pizza,pizza,person,person,person,cup,vase,knife	फास्ट फूड स्टोर पर खाना खरीदते लोग
second animal in the back##elephant,cow,potted plant,cow,potted plant	पीठ में दूसरा जानवर
the stand under the tv##tv,person,chair,couch,book,chair,bottle,refrigerator,chair,book	टीवी के नीचे खड़े हो जाओ
tennis court with white stripes##person,tennis racket,sports ball	सफेद धारियों वाला टेनिस कोर्ट
kick stand on motorcycle##person,person,person,motorcycle,motorcycle,person,person,motorcycle	मोटरसाइकिल पर किक स्टैंड
chainlink fencing forms a field exit##person,person,person,baseball bat,bench,sports ball,traffic light,person,baseball bat,baseball glove	चेनलिंक बाड़ लगाना एक क्षेत्र से बाहर निकलता है
Wall design of people characters.##person,tv,person,person,person,tv,person,person,person,person	लोगों के पात्रों की दीवार डिजाइन।
the sidewalk in front of the produce stand##person,person,person,orange,apple,apple,handbag,person,orange,orange	उपज स्टैंड के सामने फुटपाथ
concrete or cinder block walls##elephant	कंक्रीट या सिंडर ब्लॉक दीवारें
The tv stand is made of wood##tv,chair,chair,chair,dining table,chair,chair,dining table,book,chair	टीवी स्टैंड लकड़ी से बना है
the models perky lips##person,tie	मॉडल दिलेर होंठ
Three baseball players at first base##person,person,person	पहले बेस पर तीन बेसबॉल खिलाड़ी
block of black butcher knives##microwave,oven,knife,sink,knife,oven,sink,knife,oven,sink	काले कसाई चाकू के ब्लॉक
pointing sign in english and chinese##umbrella,person,person,person,umbrella,person,person,person,car,person	अंग्रेजी और चीनी में सांकेतिक संकेत
Lamp on the night stand to the left of the bed##bed,chair,tv	बिस्तर के बाईं ओर नाइट स्टैंड पर दीपक
Date stamp of March 16th, 2008##person,bus,train	16 मार्च 2008 की तारीख मोहर
coca cola international logo, written in english, probably repeated below##car,car,car,truck,car,person,car,person,person,person	कोका कोला अंतरराष्ट्रीय लोगो, अंग्रेजी में लिखा है, शायद नीचे दोहराया
a white sign with black Asian characters going vertically##motorcycle,person,person,person,person,person,person,motorcycle,handbag,car	काले एशियाई पात्रों के साथ एक सफेद लंबवत रूप संकेत
bicycle stamp on road##traffic light,traffic light,bus,car,person,person,traffic light,person,person,traffic light	सड़क पर साइकिल की मुहर
neon sign in a second floor window##person,car,car,person,car,car,person,car,person,car	दूसरी मंजिल की खिड़की में नीयन साइन
this couple is on a date##person,person,cup,cake,sink,chair,cup,cell phone,dining table,dining table	यह जोड़ी डेट पर है
Mcdonald's advertisement in a language other than english##traffic light,traffic light,train	अंग्रेजी के अलावा अन्य भाषा में मैकडॉनल्ड्स का विज्ञापन
rolls of towels on stand##sink,bottle	स्टैंड पर तौलिए के रोल
many glorious forms of opportunistic weeds##boat,boat	अवसरवादी मातम के कई शानदार रूप
kids at a fair eating##person,pizza,person,person,person,car,person,pizza,person,person	बच्चे मेले में खा रहे हैं
a block lower half of a wall##giraffe,giraffe	एक दीवार के निचले आधे हिस्से को ब्लॉक करें
jelly jar on top of a chopping block##bottle,bottle,knife,dining table,knife,hot dog,knife,sandwich	एक काट ब्लॉक के शीर्ष पर जेली जार
yellow poles by the cross sign##train,traffic light,traffic light,traffic light,traffic light,traffic light	क्रॉस साइन द्वारा पीले डंडे
orange time and date stamp##person,potted plant,chair,chair,potted plant,toothbrush,toothbrush	नारंगी समय और तारीख मोहर
Two female tennis players shaking hands##person,person,person,person,tennis racket,tennis racket,tennis racket	दो महिला टेनिस खिलाड़ी हाथ मिलाते हुए
A wooden stand##person,surfboard,chair	एक लकड़ी का स्टैंड
Four baseball players on field.##person,person,person,baseball bat,person,baseball glove,sports ball,baseball glove	मैदान पर चार बेसबॉल खिलाड़ी।
an American flag in the background of a press conference##person,person,person,tie,person,person,tie,person,cell phone,person	एक प्रेस कॉन्फ्रेंस की पृष्ठभूमि में एक अमेरिकी झंडा
two english spaniels standing near a person##dog,person,tie,dog	एक व्यक्ति के पास खड़े दो अंग्रेजी स्पैनियल्स
There is a book stand that is filled with books.##mouse,chair,cup,bottle,book,book,book,book,book,book	पुस्तकों से भरा एक पुस्तक स्टैंड है।
man taking pictures of players##person,person,person,person,tennis racket,person,person,person,person,person	खिलाड़ियों की तस्वीरें ले रहा आदमी
Black hat with a red cross##person,person,person,skis,skis,skis,person	काली टोपी के साथ एक लाल क्रॉस
three baseball players standing in a row##person,person,person,baseball glove,person,person,person,baseball bat,tennis racket	तीन बेसबॉल खिलाड़ी एक पंक्ति में खड़े हैं
A black and brown dog fast asleep on the couch.##dog,couch,couch,dog,cat	एक काला और भूरा कुत्ता सोफे पर गहरी नींद में सो गया।
the time stamp sitting in the corner##traffic light,person,train,train,person,traffic light,traffic light,traffic light,traffic light,fire hydrant	कोने में बैठे समय की मोहर
yellow plane with characters##airplane,airplane,truck,person,airplane,person,truck,truck,truck,bus	पात्रों के साथ पीला विमान
Buttons for pedestrians to cross the street##fire hydrant,car,person,car,car,traffic light,person,car,truck,person	सड़क पार करने के लिए पैदल यात्रियों के लिए बटन
A stand mixer##chair,microwave,dining table	एक स्टैंड मिक्सर
this players is shirtless##person,tennis racket,person,person,person,person,bottle,bottle,person,person	यह खिलाड़ी शर्टलेस है
pattern on side of second giraffe##giraffe,giraffe	दूसरी जिराफ की तरफ पैटर्न
a block on the ground##truck,bench,person	जमीन पर एक ब्लॉक
bicycles in stand##person,bicycle,bicycle,person,bicycle,bicycle,bicycle,bicycle,bicycle,bench	स्टैंड में साइकिल
a man photographs two baseball players##person,person,person,car,baseball bat,car,cell phone,car,handbag,truck	दो बेसबॉल खिलाड़ियों की तस्वीरें खींचता एक आदमी
a red don't cross signal.##traffic light,car,car,car,car,traffic light,car,car,car,traffic light	पार मत करो का एक लाल सिग्नल
French coffee press##person,refrigerator,cup,cup,dining table,cake,bowl,chair,sink,cell phone	फ्रेंच कॉफी प्रेस
black bicycle seat with supporting springs##cat,person,bicycle,bicycle,bicycle,bicycle,backpack,sheep	समर्थन स्प्रिंग्स के साथ काली साइकिल सीट
propeller is moving fast##airplane,person,person,airplane	प्रोपेलर तेजी से आगे बढ़ रहा है
toy models of buses##bus,bus,bus,bus,bus,bus,book,person,person,bus	बसों के खिलौना मॉडल
a motorcycle going fast##motorcycle,person	एक तेजी से जा रही मोटरसाइकिल
Shadow on the court##person,tennis racket,person,tennis racket,sports ball	कोर्ट पर छाया
A brick wall separating players and spectators.##person,person,person,baseball glove,baseball bat,person,person,person,chair,person	खिलाड़ियों और दर्शकों को अलग करने वाली एक ईंट की दीवार।
a fast moving hand##mouse,book,book,book,book,book,book,book,book,book	तेजी से बढ़ रहा हाथ
The night stand is wooden.##bed	नाइट स्टैंड लकड़ी का है।
baseball players posing together in an old photograph##person,person,person,person,person,person,person,person,person,person	बेसबॉल खिलाड़ी एक पुरानी तस्वीर में एक साथ पोज़ देते हुए
Net across tennis court##person,person,tennis racket,tennis racket,person,person,sports ball,sports ball,tennis racket,tennis racket	टेनिस कोर्ट के आर-पार नेट
glass top on night stand##bed,vase,clock,clock	नाइट स्टैंड पर ग्लास टॉप
raised cross on top of remote control##remote,person,book	रिमोट कंट्रोल के शीर्ष पर उच्चा क्रॉस
Grass growing on the grass tennis court.##person,tennis racket,sports ball	घास टेनिस कोर्ट पर बढ़ती जा रही है।
time stamp on the picture##person,teddy bear,teddy bear,book	तस्वीर पर समय की मुहर
two red metal springs##train	दो लाल धातु स्प्रिंग्स
a a block in a wall##person,skateboard,skateboard,potted plant	एक दीवार में एक ब्लॉक
People looking to cross the road.##car,car,car,person,traffic light,person,car,person,person,person	सड़क पार करते दिख रहे लोग।
the fair sky##horse,horse,horse	निष्पक्ष आकाश
a motorcycle is parked in front of the road block##motorcycle,motorcycle,car,person,car,person,car,car,motorcycle,car	रोड ब्लॉक के सामने एक मोटरसाइकिल खड़ी है
White striped pedestrian cross-walk painted on street.##person,person,person,person,person,person,person,traffic light,traffic light,kite	सड़क पर चित्रित सफेद धारीदार पैदल क्रॉस-वॉक।
Baseball team players in the dugout##person,person,person,baseball bat,baseball glove,person,person,person,frisbee,person	डगआउट में बेसबॉल टीम के खिलाड़ी
boy sitting cross legged##person,person,tie,person,person,person,tie,person,person,tie	क्रॉस लेग्ड बैठे हुआ लड़का
The man's hand forms a fist##person,surfboard,surfboard	आदमी का हाथ मुट्ठी बनाता है
stand of bamboo##person,person,cell phone,potted plant,potted plant	बाँस का स्टैंड
Statue honoring members of the armed forces##person,person,umbrella,person,person,person,umbrella,person,backpack,umbrella	सशस्त्र बलों के सदस्यों को सम्मानित करती हुई प्रतिमा
men of forces wearing the dress uniforms##motorcycle,person,person,person,person,person,person,person,person,person	वर्दी पहने बलों के पुरुष
Another stand and its owner##person,person,person,person,person,person,person,person,bench,person	एक और स्टैंड और उसके मालिक
A man stand next to a jeep.##person,person,person,skis,truck,suitcase,cell phone	एक आदमी एक जीप के पास खड़ा है।
The sign that says Alice springs##	ऐलिस स्प्रिंग्स कहने वाली संकेत
