en	bn
A second sandwich on a wrapper.	একটি মোড়কের উপর একটি দ্বিতীয় স্যান্ডউইচ।
case with cross on it also has red trim	এটি ক্রস সঙ্গে কেস এছাড়াও লাল ছাঁটাই আছে
a railing on a second story balcony	দ্বিতীয় তলের বারান্দায় একটি রেলিং
Two soccer players	দুই ফুটবল খেলোয়াড়
the cross on the top of the building structure	বিল্ডিং কাঠামো শীর্ষে ক্রস
People waiting to cross street	রাস্তা পার হওয়ার অপেক্ষায় থাকা মানুষ
characters on the sign	সাইন অক্ষর
A skateboard with asian characters painted on the underside	আন্ডারসাইডে আঁকা এশিয়ান অক্ষর সহ একটি স্কেটবোর্ড
fine inscriptions on item	আইটেম উপর সূক্ষ্ম শিলালিপি
characters are posted in Chinese	অক্ষরগুলি চীনা ভাষায় পোস্ট করা হয়
Man getting ready for a penalty kick	পেনাল্টি কিকের জন্য প্রস্তুত মানুষ
A red cross forms on the floor.	মেঝেতে একটি লাল ক্রস গঠন।
many wires criss-cross overhead	অনেক তারের ক্রাইস-ক্রস ওভারহেড
This could be at a science fair.	এটি একটি বিজ্ঞান মেলায় হতে পারে।
man using a hand press to make juice	মানুষ রস তৈরি করতে একটি হাত প্রেস ব্যবহার করে
The picture has a date stamp	ছবিটিতে একটি তারিখের স্ট্যাম্প রয়েছে
A date underneath a clock face	একটি ঘড়ির মুখের নীচে একটি তারিখ
unfinished wood block under freezer	ফ্রিজারের অধীনে অসম্পূর্ণ কাঠের ব্লক
fast train moving along track	দ্রুত ট্রেন ট্র্যাক বরাবর চলমান
Three baseball players wearing white uniforms are in the background.	সাদা ইউনিফর্ম পরা তিনটি বেসবল খেলোয়াড় পটভূমিতে রয়েছে।
tennis player on the green colored section of a court	একটি কোর্টের সবুজ বর্ণের বিভাগে টেনিস খেলোয়াড়
making a very fast turn	খুব দ্রুত পালা করা
the tennis court net divides the court in the middle	টেনিস কোর্ট নেট মাঝখানে কোর্ট বিভক্ত
4 players on the court	কোর্টে ৪ জন খেলোয়াড়
the chinese characters on the vase	দানি উপর চীনা অক্ষর
crumbly english muffin bread	ঝুরঝুরে ইংলিশ মাফিন রুটি
a stand with information	তথ্য সহ একটি স্ট্যান্ড
ad on the wall of the court	কোর্টের দেয়ালে বিজ্ঞাপন
The right front window on the second level of the bus.	বাসের দ্বিতীয় স্তরের ডান সামনের জানালা
the Asian characters are red	এশীয় চরিত্রগুলি লাল
block tower on top of hill	পাহাড়ের উপরে ব্লক টাওয়ার
The black baseball mit on the players hand	খেলোয়াড়দের হাতে কালো বেসবল মিট
yellow cross on a tie	একটি টাই উপর হলুদ ক্রস
five baseball players	পাঁচ বেসবল খেলোয়াড়
large date palm in the distance	দূরত্বে বড় খেজুর
Cows laying down in the hay at a county fair	কাউন্টি মেলায় খড়ের গায়ে শুয়ে গাভী
armed forces identifying patch for US Army	সশস্ত্র বাহিনী মার্কিন সেনাবাহিনীর জন্য প্যাচ চিহ্নিত করে
The tennis court is two different colors.	টেনিস কোর্ট দুটি ভিন্ন রঙ।
A indoor tennis court.	একটি ইনডোর টেনিস কোর্ট।
characters on the edge of the plate	প্লেটের প্রান্তে অক্ষর
a fruit stand with lots of fruits and vegetables	প্রচুর ফল এবং সবজি সহ একটি ফল স্ট্যান্ড 
red white and blue truck is at the fair	লাল সাদা এবং নীল ট্রাক মেলায়
yellow date taken stamp	হলুদ তারিখ নেওয়া স্ট্যাম্প
Tarp on the side of the court	কোর্টের পাশে টার্প
Tall lights at the court	দরবারে লম্বা লাইট
players standing behind chain link fence	চেইন লিঙ্ক বেড়া পিছনে দাঁড়িয়ে খেলোয়াড়রা
date stamp in the corner	কোণে তারিখ স্ট্যাম্প
a cross in a church	একটি গির্জার ক্রস
easel stand for painting	পেইন্টিং জন্য ইজিল স্ট্যান্ড
owners manual for a panini press	একটি পানিনি প্রেসের জন্য মালিকদের ম্যানুয়াল
dog forms splashes in the water	কুকুর জল ছেটাচ্ছে
two long and narrow panes below cross bar	ক্রস বারের নীচে দুটি দীর্ঘ এবং সরু ফলক
Double red doors on second floor	দ্বিতীয় তলায় ডাবল লাল দরজা
Partial view of second bus	দ্বিতীয় বাসের আংশিক দৃশ্য
White door on second floor	দ্বিতীয় তলায় সাদা দরজা
a romantic date night	একটি রোমান্টিক তারিখ রাত
knife block sitting on counter with knives in it	এটিতে ছুরি নিয়ে কাউন্টারে বসে চাকু ব্লক
a block of buildings	বিল্ডিং একটি ব্লক
Curved stairs on the approach to the court yard	কোর্ট ইয়ার্ডে যাওয়ার জন্য বাঁকানো সিঁড়ি
chinese characters on the side of a bus	একটি বাসের পাশে চীনা অক্ষর
blue tennis court	নীল টেনিস কোর্ট
This person is waiting to cross the street	এই ব্যক্তি রাস্তায় পারাপারের জন্য অপেক্ষা করছেন
The block for the post	পোস্টের জন্য ব্লক
tan letters on the tennis court	টেনিস কোর্টে ট্যান চিঠি
this license plate has non-english characters	এই লাইসেন্স প্লেটে অ-ইংরেজি অক্ষর রয়েছে
players uniform is black and gold	খেলোয়াড়দের ইউনিফর্মটি কালো এবং সোনার
Watermark, showing copyright date.	ওয়াটারমার্ক, কপিরাইটের তারিখ দেখাচ্ছে।
name and website of photographer and Chinese characters	নাম এবং ফটোগ্রাফার এবং চীনা অক্ষর ওয়েবসাইট
tv on a stand	স্ট্যান্ডে টিভি
grass grows next to the block	ব্লকের পাশে ঘাস জন্মে
A paper towel roll on a stand	একটি স্ট্যান্ডে একটি কাগজের তোয়ালে রোল
white springs under mattress	গদিতে সাদা ঝর্ণা
The brick wall behind the court	কোর্টের পিছনে ইটের দেয়াল
egg shaped object on a stand	স্ট্যান্ডে ডিমের আকারের বস্তু
tennis ball shadow on the court	কোর্টে টেনিস বল ছায়া
littleyiye photographers stamp	ছোট্টই ফটোগ্রাফারদের স্ট্যাম্প
Picture stamped date 8/10/2013.	ছবি স্ট্যাম্পড তারিখ 8/10/2013।
2010 date in black	২০১০ তারিখে কালো
sign above the people at the fair	মেলায় লোকদের উপরে সাইন ইন করুন
Straight fine black hair	সোজা সূক্ষ্ম কালো চুল
a horse with an english saddle	একটি ইংরেজী জিনযুক্ত একটি ঘোড়া
the baby has very fine hair	শিশুর খুব সুন্দর চুল রয়েছে has
pelican forms ripples with legs	পেলিকান পায়ে দিয়ে রিপ্লেস গঠন করে
A window on a second story shop.	দ্বিতীয় গল্পের দোকানে একটি উইন্ডো।
Green stand in the snow.	বরফে সবুজ স্ট্যান্ড।
display models of cell phones	সেল ফোন মডেল প্রদর্শন
black chinese characters n white sign	কালো চীনা অক্ষর এন হোয়াইট সাইন
Shadow of the man on the tennis court	টেনিস কোর্টে লোকটির ছায়া
white marking on tennis court	টেনিস কোর্টে সাদা চিহ্ন
Baby fine light brown hair.	বাবু সূক্ষ্ম হালকা বাদামী চুল।
the players lean on the fence	খেলোয়াড়দের বেড়া উপর ঝুঁকুন
second suitcase on bottom is orange	নীচে দ্বিতীয় স্যুটকেস কমলা হয়
Man helping child stand on snowboard	শিশু স্নোবোর্ডে দাঁড়াতে সহায়তা করে লোক
extremely fast bullet train	অত্যন্ত দ্রুত বুলেট ট্রেন
Oriole on front of players hat	ওরিওল খেলোয়াড়দের সামনে টুপি
Net across the tennis court	টেনিস কোর্ট জুড়ে নেট
second car parked on the street	দ্বিতীয় গাড়ী রাস্তায় পার্ক
Cather's mit for hand protection against fast pitches.	দ্রুত পিচের বিরুদ্ধে হাত রক্ষার জন্য ক্যাথার মিট।
fast food chicken patty	ফাস্ট ফুড মুরগির প্যাটি
sunglasses of second rider	দ্বিতীয় রাইডারের সানগ্লাস
People buying food on fast food store	লোকেরা ফাস্টফুড স্টোরে খাবার কিনে থাকে
second animal in the back	পিছনে দ্বিতীয় প্রাণী
the stand under the tv	টিভির নীচে স্ট্যান্ড
tennis court with white stripes	সাদা ফিতে সঙ্গে টেনিস কোর্ট
kick stand on motorcycle	মোটরসাইকেলের উপর কিক স্ট্যান্ড
chainlink fencing forms a field exit	চেইনলিংক বেড়া একটি ক্ষেত্র প্রস্থান করে
Wall design of people characters.	মানুষের চরিত্রগুলির ওয়াল ডিজাইন।
the sidewalk in front of the produce stand	উত্পাদনের স্ট্যান্ডের সামনের ফুটপাত
concrete or cinder block walls	কংক্রিট বা সিন্ডার ব্লক দেয়াল
The tv stand is made of wood	টিভি স্ট্যান্ডটি কাঠের তৈরি
the models perky lips	মডেল বেহায়া ঠোঁট
Three baseball players at first base	প্রথম বেসে তিনটি বেসবল খেলোয়াড়
block of black butcher knives	কালো কসাই ছুরি ব্লক
pointing sign in english and chinese	ইংরাজী এবং চীনা মধ্যে সাইন ইন
Lamp on the night stand to the left of the bed	বিছানার বাম দিকে নাইট স্ট্যান্ডে প্রদীপ
Date stamp of March 16th, 2008	16 শে মার্চ, 2008 তারিখের ডাকটিকিট
coca cola international logo, written in english, probably repeated below	কোকা কোলা আন্তর্জাতিক লোগো, ইংরেজিতে লেখা, সম্ভবত নীচে পুনরাবৃত্তি হয়েছে
a white sign with black Asian characters going vertically	কালো এশিয়ান অক্ষরগুলির সাথে একটি সাদা চিহ্ন 
bicycle stamp on road	রাস্তায় সাইকেল স্ট্যাম্প
neon sign in a second floor window	দ্বিতীয় তল উইন্ডোতে নিয়ন সাইন
this couple is on a date	এই দম্পতি একটি তারিখে হয়
Mcdonald's advertisement in a language other than english	ইংরাজী ছাড়া অন্য ভাষায় ম্যাকডোনাল্ডের বিজ্ঞাপন
rolls of towels on stand	তোয়ালে রোল স্ট্যান্ডে
many glorious forms of opportunistic weeds	সুবিধাবাদী আগাছা অনেক গৌরবময় ফর্ম
kids at a fair eating	বাচ্চাদের ন্যায্য খাওয়ার সময়
a block lower half of a wall	একটি দেয়ালের নীচে অর্ধেক ব্লক
jelly jar on top of a chopping block	কাটা ব্লকের উপরে জেলি জার
yellow poles by the cross sign	ক্রস চিহ্ন দ্বারা হলুদ খুঁটি
orange time and date stamp	কমলা সময় এবং তারিখ স্ট্যাম্প
Two female tennis players shaking hands	দুই মহিলা টেনিস খেলোয়াড় হাত কাঁপছেন
A wooden stand	একটি কাঠের স্ট্যান্ড
Four baseball players on field.	মাঠে চার বেসবল খেলোয়াড়।
an American flag in the background of a press conference	একটি সংবাদ সম্মেলনের পটভূমিতে একটি আমেরিকান পতাকা
two english spaniels standing near a person	একজন ব্যক্তির কাছে দাঁড়িয়ে দুটি ইংলিশ স্প্যানিয়াল দাঁড়িয়ে
There is a book stand that is filled with books.	বইয়ের স্ট্যান্ড রয়েছে যা বই ভর্তি রয়েছে।
man taking pictures of players	মানুষ খেলোয়াড়দের ছবি তুলছে
Black hat with a red cross	একটি লাল ক্রস সঙ্গে কালো টুপি
three baseball players standing in a row	তিনটি বেসবল খেলোয়াড় একটি সারিতে দাঁড়িয়ে
A black and brown dog fast asleep on the couch.	একটি কালো এবং বাদামী কুকুর দ্রুত পালঙ্কে ঘুমিয়ে আছে।
the time stamp sitting in the corner	সময় স্ট্যাম্প কোণে বসে
yellow plane with characters	অক্ষরের সাথে হলুদ বিমান
Buttons for pedestrians to cross the street	রাস্তা পার হওয়ার জন্য পথচারীদের জন্য বোতাম t
A stand mixer	একটি স্ট্যান্ড মিশুক
this players is shirtless	এই খেলোয়াড়রা শার্ট ছাড়া আছে
pattern on side of second giraffe	দ্বিতীয় জিরাফ পাশের প্যাটার্ন
a block on the ground	মাটিতে একটি ব্লক
bicycles in stand	সাইকেল দাঁড়ানো
a man photographs two baseball players	একজন লোক দুই বেসবল খেলোয়াড়ের ছবি
a red don't cross signal.	একটি লাল ক্রস সংকেত না।
French coffee press	ফ্রেঞ্চ কফি প্রেস
black bicycle seat with supporting springs	সমর্থনকারী স্প্রিংস সহ কালো সাইকেল আসন
propeller is moving fast	প্রোপেলার দ্রুত এগিয়ে চলেছে
toy models of buses	খেলনা মডেল বাস
a motorcycle going fast	একটি মোটরসাইকেল দ্রুত যাচ্ছে
Shadow on the court	কোর্টে ছায়া
A brick wall separating players and spectators.	খেলোয়াড় এবং দর্শকদের পৃথককারী একটি ইটের প্রাচীর।
a fast moving hand	একটি দ্রুত চলন্ত হাত
The night stand is wooden.	নাইট স্ট্যান্ডটি কাঠের।
baseball players posing together in an old photograph	বেসবল খেলোয়াড়রা পুরানো ছবিতে একসাথে পোজ দিচ্ছেন
Net across tennis court	টেনিস কোর্ট জুড়ে নেট
glass top on night stand	নাইট স্ট্যান্ডে গ্লাস টপ
raised cross on top of remote control	রিমোট কন্ট্রোল শীর্ষে উত্থিত ক্রস
Grass growing on the grass tennis court.	ঘাস টেনিস কোর্টে বাড়ছে ঘাস।
time stamp on the picture	ছবিতে সময় স্ট্যাম্প
two red metal springs	দুটি লাল ধাতুর ঝর্ণা
a a block in a wall	একটি দেয়ালে একটি ব্লক
People looking to cross the road.	লোকেরা রাস্তা পার হতে দেখছে।
the fair sky	ফর্সা আকাশ
a motorcycle is parked in front of the road block	একটি মোটরসাইকেল রাস্তা ব্লকের সামনে দাঁড়িয়ে আছে
White striped pedestrian cross-walk painted on street.	রাস্তায় সাদা স্ট্রিপযুক্ত পথচারী ক্রস-ওয়াক আঁকা।
Baseball team players in the dugout	ডাগআউটে বেসবল দলের খেলোয়াড়রা
boy sitting cross legged	ছেলে টি হাঁটু ভাঁজ করে বসে
The man's hand forms a fist	লোকটির হাত মুঠো হয়েছে
stand of bamboo	বাঁশের স্ট্যান্ড
Statue honoring members of the armed forces	সশস্ত্র বাহিনীর সদস্যদের সম্মান জানিয়ে প্রতিমা
men of forces wearing the dress uniforms	ইউনিফর্ম পোষাক পরা পুরুষদের বাহিনী 
Another stand and its owner	আরেকটি স্ট্যান্ড এবং এর মালিক
A man stand next to a jeep.	একটা লোক জিপের পাশে দাঁড়িয়ে আছে।
The sign that says Alice springs	সাইন এ এলিস স্প্রিংস লেখা
a sandwich on a block	একটি ব্লকের উপর একটি স্যান্ডউইচ
red bags behind players feet	খেলোয়াড়দের পায়ের পিছনে লাল ব্যাগ
Asian characters on side of building	বিল্ডিংয়ের পাশে এশীয় অক্ষর
The tennis player's shadow is on the tennis court.	টেনিস কোর্টে টেনিস খেলোয়াড়ের ছায়া।
fast looking yellow motorcycle	দ্রুত গতির মোটর সাইকেল
white springs under bed	বিছানার নিচে সাদা স্প্রিংগুলো 
a sponsors name on the tennis court wall	টেনিস কোর্ট প্রাচীর একটি স্পনসর নাম
Asian characters written on a sign	একটি চিহ্নে লেখা এশীয় অক্ষর
the date and time indicating the time of picture	তারিখ এবং সময় ছবির সময় নির্দেশ করে
The light forms a rainbow	আলো একটি রংধনু গঠন করে
Headpiece of the second rider from the right	ডান থেকে দ্বিতীয় রাইডারের হেডপিস
postage stamp with liberty bell	ডাকটিকেটে লিবার্টি বেল
Mud forms along the edge of the watering hole	জলের পাশে কাদা হয়েছে
an unfinished block of wood	কাঠের একটি অসম্পূর্ণ ব্লক
green grass behind players	খেলোয়াড়দের পিছনে সবুজ ঘাস
the second base coach watches the play	দ্বিতীয় বেস কোচ খেলাটি দেখেন
child's soft fine brown hair	বাচ্চার নরম সূক্ষ্ম বাদামী চুল
A black entertainment stand on wheels	একটি কালো বিনোদন স্ট্যান্ড চাকার উপর দাঁড়িয়ে 
fast motion image of woman walking in rain	বৃষ্টিতে হাঁটা মহিলার দ্রুত গতির চিত্র
second story of building holds two balconies	বাড়ির দ্বিতীয় তলায় দুটি বারান্দা 
ovan kept in the stand	ওভান স্ট্যান্ডে রাখা
The speaker on the stand	স্ট্যান্ডে স্পিকার
a man in front of a produce stand	একটি পণ্য উত্পাদন স্ট্যান্ডের সামনে একজন মানুষ
a fast moving train	একটি দ্রুত চলন্ত ট্রেন
tennis players shadow on court	কোর্টে টেনিস খেলোয়াড়ের ছায়া 
date stamp on photo is 8/23/08	ছবিতে তারিখ স্ট্যাম্প 8/23/08 হয়
a man sitting on a cement block	একজন সিমেন্টের ব্লকে বসে আছেন
several baseball players in the dugout	ডাগআউটে বেশ কয়েকটি বেসবল খেলোয়াড়
An orange time stamp	কমলা রঙের তারিখ স্ট্যাম্প 
the date is orange	তারিখ টি কমলা রঙের 
Grey block wall behind woman	মহিলার পিছনে ধূসর ব্লক প্রাচীর
english muffin with egg and hollandaise	ডিম এবং হল্যান্ডাইজের সাথে ইংলিশ মাফিন
tail of elephant forms a circle	হাতির লেজ একটি বৃত্ত গঠন করে
plant is on a metal stand	ধাতব স্ট্যান্ডের উপর গাছ
stand for trays	ট্রে এর স্ট্যান্ড 
this is a blue court	এটি একটি নীল কোর্ট
ginger with fair skin, orange hair, billions of freckles, and glasses	ফর্সা ত্বক, কমলা চুল, কোটি কোটি ফ্রিকলস এবং চশমাযুক্ত প্রানবন্ত ভাব 
facial expression, particularly mouth that says, 'yeah, i'm fine w/ being a corporate drone	মুখের অভিব্যক্তি, বিশেষত মুখটি বলে যে 'হ্যাঁ, আমি বড় কোম্পানির কর্মচারী হয়ে ভাল আছি' 
white block on the street	রাস্তায় সাদা ব্লক
boat forms ripples	নৌকা লহর ফর্ম
child forces straws into a a can	বাচ্ছাটি জোর করে ক্যান এর ভেতরে স্ট্র পুশ করে
Blue square on tennis court	টেনিস কোর্টে ব্লু স্কয়ার
the players tennis shoes are white	খেলোয়াড়দের টেনিস জুতো সাদা
sign denoting 2900 block	2900 ব্লকটি চিহ্নিত করুন sign
books in a black stand	একটি কালো স্ট্যান্ড বই
date and time of picture	তারিখ এবং ছবির সময়
a train stop block	একটি ট্রেন স্টপ ব্লক
Snow covered cross walk	তুষার ঢাকা ক্রস ওয়াক
the steeple has a cross on top	স্টিপলের উপরে একটি ক্রস রয়েছে
Soccer players in action	অ্যাকশনে সকার খেলোয়াড়রা
tennis court in bounds area for doubles play	ডাবল খেলার জন্য সীমান্ত অঞ্চলে টেনিস কোর্ট
english word in green	সবুজ ইংরেজি শব্দ
Brown tennis court with white lines.	সাদা লাইনে ব্রাউন ব্র্যান্ডের টেনিস কোর্ট।
A brown stand next to a wall.	একটি দেয়ালের পাশে একটি বাদামী স্ট্যান্ড।
black iron gate with white cross	সাদা ক্রস সঙ্গে কালো লোহার গেট
time stamp with red number	লাল নম্বর সহ সময় স্ট্যাম্প
stack of books on bed stand	বিছানা স্ট্যান্ড বইয়ের স্তুপ
knife set in a wooden block	একটি কাঠের ব্লক মধ্যে ছুরি সেট
base ball diamond with players	খেলোয়াড়দের নিয়ে বেসবল ডায়মন্ড
Television in the tv stand.	টিভি স্ট্যান্ডে টেলিভিশন।
second green sign from the top	উপরে থেকে দ্বিতীয় সবুজ চিহ্ন
Date stamp 6/30/2013	তারিখ স্ট্যাম্প 6/30/2013
logo on the tennis court	টেনিস কোর্টে লোগো
the necktie has a circle cross motif	নেকটি একটি বৃত্ত ক্রস মোটিফ আছে
a photographers stamp on the photo	ছবির উপর একটি ফটোগ্রাফার স্ট্যাম্প
block of green water in front of surfer	সার্ফারের সামনে সবুজ জলের ব্লক
asian characters in red	লাল এশিয়ান অক্ষর
A fine white sand	একটি সূক্ষ্ম সাদা বালি
night stand made of dark brown wood	গাঢ় বাদামী কাঠের তৈরি নাইট স্ট্যান্ড
two players in ground	মাটিতে দুই খেলোয়াড়
brown mane on neck of second giraffe	দ্বিতীয় জিরাফের গলায় বাদামি কেশর
white engraved cross	সাদা খোদাই করা ক্রস
Red and silver sign with Asian characters	এশীয় অক্ষরগুলির সাথে লাল এবং রৌপ্য সাইন
Woman getting ready to cross street	মহিলা রাস্তায় পার হতে প্রস্তুত
press board table top	টেবিলের উপর প্রেসবোর্ড
the train is a fast speed train	একটি দ্রুত গতির ট্রেন
People at a fair.	মেলায় লোকজন।
a metal cross beam	একটি ধাতব ক্রসবিম
players are playing baseball.	খেলোয়াড়রা বেসবল খেলছে।
railed porch on the second floor of a home	একটি বাড়ির দ্বিতীয় তলায় বারান্দা 
Balconies on the second floor	দ্বিতীয় তলায় বালকিনিগুলি
a plate with white characters	সাদা অক্ষরযুক্ত একটি প্লেট
The players wear uniforms.	খেলোয়াড়রা ইউনিফর্ম পরে।
photographers watermark and date	ফটোগ্রাফারদের জলছবি এবং তারিখ
Red table with fast food above it	এর উপরে ফাস্ট ফুড সহ লাল টেবিল
woman cross her arms	মেয়েটি হাত ভাঁজ করে
The tracks cross here	ট্র্যাকগুলি এখানে পার হয়
"orange ""do not cross"" sign"	"কমলা ""ক্রস করবেন না"" চিহ্ন"
A person standing at the food stand.	খাবার স্ট্যান্ডে দাঁড়িয়ে একজন ব্যক্তি।
Three players are wearing helmet.	তিনজন খেলোয়াড় হেলমেট পরেছেন।
a non english sign	একটি অ ইংরেজী সাইন
player running on court	খেলোয়াড় কোর্টে চলছে
the woman on the court	কোর্টে মহিলা
A round concert block	একটি বৃত্তাকার কনসার্ট ব্লক
fast food items on plates	প্লেটগুলিতে ফাস্ট ফুড আইটেম
Top window pane in the left corner of the second story window	দ্বিতীয় গল্পের উইন্ডোর বাম কোণে শীর্ষ উইন্ডো ফলক
boundary lines on court	কোর্টে সীমানা লাইন
second wooden vertical slat from left	বাম থেকে দ্বিতীয় কাঠের উল্লম্ব স্লট
A stand of trees along the edge of the lake	হ্রদের কিনারায় গাছের স্ট্যান্ড
a blue and white cross walk sign	একটি নীল এবং সাদা ক্রস ওয়াক সাইন
open door of a second bus	দ্বিতীয় বাসের দরজা খোলা
floral box springs under mattress	গদি অধীনে ফুলের বক্স স্প্রিংস
street sign advising of penalty	রাস্তার সাইন জরিমানার পরামর্শ
oranges and pears on the second layer of a fruit tree rack	একটি ফলের গাছের র্যাকের দ্বিতীয় স্তরে কমলা এবং নাশপাতি
A skier going down fast on a slope	একজন ierালুতে দ্রুত নেমে একটি স্কাইয়ার
an english saddle above a saddle pad	একটি স্যাডল প্যাডের উপরে একটি ইংরেজী স্যাডল
four shadowy forms of giraffes seemingly looking forward	জিরাফের চারটি ছায়াময় রূপগুলি আপাতদৃষ্টিতে অপেক্ষা করছে
dirty concrete wall behind players	খেলোয়াড়দের পিছনে নোংরা কংক্রিট প্রাচীর
a couple of elephants photoshopped to stand out	বাইরে দাঁড়িয়ে বেশ কয়েকটি হাতির ফটোশপ করলেন
The fast moving subway train	দ্রুত চলমান সাবওয়ে ট্রেন
the net between the two players	দুই খেলোয়াড়ের মধ্যে নেট
Baseball glove on players left hand	খেলোয়াড়দের বাম হাতে বেসবল গ্লোভ
silver and black french coffee press on shelf	বালুচর উপর সিলভার এবং কালো ফরাসি কফি প্রেস
grey block in sidewalk	ফুটপাতে ধূসর ব্লক
short tan entertainment stand	সংক্ষিপ্ত ট্যান বিনোদন স্ট্যান্ড
A wooden block holding up the boat	একটি কাঠের ব্লক যা নৌকাকে চেপে ধরে
fence next to players	খেলোয়াড়দের পাশে বেড়া
Oranges on a fruit stand	ফলের স্ট্যান্ডে কমলা
a butcher block with knives	ছুরি দিয়ে কসাই ব্লক
Cluttered night stand	বিশৃঙ্খলা নাইট স্ট্যান্ড
tan house with lighter colored second floor	হালকা রঙ্গিন দ্বিতীয় তল সঙ্গে ট্যান ঘর
two white chairs on tennis court	টেনিস কোর্টে দুটি সাদা চেয়ার
a cross railway sign	একটি ক্রস রেলওয়ে সাইন
a triangle forms on brick	একটি ত্রিভুজ ইট উপর ফর্ম
A fast boat with people in it	এতে লোকজনের সাথে একটি দ্রুত নৌকা
People waiting to cross street.	রাস্তা পার হওয়ার অপেক্ষায় থাকা মানুষ।
the button to press for the light is below the signal	আলোর জন্য চাপতে বোতামটি সিগন্যালের নীচে
dirt ground elephants stand on	ময়লা গ্রাউন্ড হাতি দাঁড়িয়ে আছে
the springs on the motorcycle	মোটরসাইকেলের ঝর্ণা
marked pedestrian cross walk	পথচারী ক্রস ওয়াক চিহ্নিত
The water is flowing fast	জল দ্রুত প্রবাহিত হয়
The word AUG in the date	তারিখের এওজি শব্দটি
wooden slat that forms back of bench.	কাঠের স্লট যা বেঞ্চের পিছনে গঠন করে।
the two male players are after the ball	দুই পুরুষ খেলোয়াড় বল পরে আছেন
power lines cross in the air	শক্তি লাইন বাতাসে অতিক্রম
area next to pot stand	পট স্ট্যান্ডের পাশের অঞ্চল
fast food in the backgrond	ব্যাকগ্রাউন্ডে ফাস্টফুড
this is a concrete yellow block	এটি একটি কংক্রিট হলুদ ব্লক
shadow on tennis court.	টেনিস কোর্টে ছায়া।
tennis court marked with white color	টেনিস কোর্ট সাদা রঙের সাথে চিহ্নিত
a green Christmas tree stand	সবুজ ক্রিসমাস ট্রি স্ট্যান্ড
a business man waiting to cross the street	একজন ব্যবসায়ী লোক রাস্তা পার হওয়ার অপেক্ষায়
A white stand mixer	একটি সাদা স্ট্যান্ড মিশুক
The time stamp is red.	সময় স্ট্যাম্প লাল।
cross section of a broccoli stem	একটি ব্রোকলি স্টেম ক্রস বিভাগ
players in the dugout.	খেলোয়াড়
a green fence at a tennis court	টেনিস কোর্টে সবুজ বেড়া
person playing tennis on the court	ব্যক্তি কোর্টে টেনিস খেলছে
Man trying to block the throwing of a frisbee	মানুষ একটি ফ্রিসবি নিক্ষেপ করার চেষ্টা করছে
the balcony on the second floor	দ্বিতীয় তলায় বারান্দা
Red dragon fruit on a fruit stand.	একটি ফলের স্ট্যান্ডে লাল ড্রাগন ফল।
person setting in second seat of bus	ব্যক্তি বাসের দ্বিতীয় সিটে বসছে
The body of the stand up lamp.	দেহের স্ট্যান্ড আপ ল্যাম্প।
The players are male.	খেলোয়াড়রা পুরুষ।
A fence at a tennis court	টেনিস কোর্টে একটি বেড়া
the date says 7-1	তারিখটি 7-1 বলে
picture hanging in the wall with anime characters	এনিমে অক্ষরগুলির সাথে দেয়ালে ঝুলন্ত ছবি
a grill press	একটি গ্রিল প্রেস
Bird models suspended in shopping mall.	শপিং মলে বার্ড মডেলগুলি স্থগিত করা হয়েছে।
green wall on tennis court	টেনিস কোর্টে সবুজ প্রাচীর
Woman in an english style saddle	মহিলা একটি ইংলিশ স্টাইলের স্যাডলে
Photo date stamp	ছবির তারিখ স্ট্যাম্প
the copyright and date stamp of the photographer	ফটোগ্রাফারের কপিরাইট এবং তারিখ স্ট্যাম্প
a man stand on dock	একজন লোক ডকের উপরে দাঁড়িয়ে আছে
two players wearing white shorts	সাদা শর্টস পরা দুই খেলোয়াড়
People on the court playing tennis.	টেনিস খেলে কোর্টে লোকেরা।
A blue fine on the surf board.	সার্ফ বোর্ডে একটি নীল জরিমানা।
White potted flowers on the tennis court	টেনিস কোর্টে সাদা পাত্র ফুল
a toasted english muffin	একটি টোস্টড ইংলিশ মাফিন
Baseball player stealing second base	বেসবল খেলোয়াড় দ্বিতীয় বেস চুরি
a date stamp for 2010/02/07	2010/02/07 এর জন্য একটি তারিখ স্ট্যাম্প
second story of house	বাড়ির দ্বিতীয় গল্প
Blue cross window on second floor	দ্বিতীয় তলায় নীল ক্রস উইন্ডো
bird characters on top of a brown cake	একটি বাদামী পিষ্টকের উপরে পাখির অক্ষর
a advertisement for highland springs	পার্বত্য অঞ্চলের ঝর্ণা জন্য একটি বিজ্ঞাপন
the tennis court is made of grass	টেনিস কোর্ট ঘাস দিয়ে তৈরি
a line of runway models	রানওয়ে মডেলগুলির একটি লাইন
yellow numbers showing the date	হলুদ সংখ্যা তারিখ দেখাচ্ছে
A women skiing fast.	একজন মহিলা দ্রুত স্কিইং করছেন।
cross country ski racers skiing up a hill.	ক্রস কান্ট্রি স্কি রেসাররা একটি পাহাড়ের উপরে স্কিইং করছে।
Three women soccer players sitting on a bench.	তিনজন মহিলা ফুটবল খেলোয়াড় একটি বেঞ্চে বসে।
decaying amazing building that looks like something between an aztec and buddhist shrine in the english countryside	ক্ষয়িষ্ণু বিস্ময়কর বিল্ডিং যা দেখতে ইংরাজির পল্লীতে অ্যাজটেক এবং বৌদ্ধবাদী মাজারের মাঝে কিছু মনে হচ্ছে
