en	bn
surfer on white board	হোয়াইট বোর্ডে surfer
a white and grey chair	একটি সাদা এবং ধূসর চেয়ার
the 12 on a clock	একটি ঘড়িতে 12
big grey indian elephant	বড় ধূসর ভারতীয় হাতি
dead log on the grass	ঘাসে মৃত লগ
bright light in park	পার্কে উজ্জ্বল আলো
window on a building	একটি বিল্ডিং উইন্ডো
three pizzas in pants ready for baking	প্যান্টে তিনটি পিজ্জা বেকিংয়ের জন্য প্রস্তুত
woman wearing a winter hat	শীতের টুপি পরা মহিলা
youth playing soccer match	যুবকরা ফুটবল ম্যাচ খেলছে
blue and white shute	নীল এবং সাদা shute
A slice of orange.	কমলা এক টুকরো।
bike rider on bike	বাইকে সাইকেল চালক
A paper plate with blue flowers	নীল ফুলের সাথে একটি কাগজের প্লেট
A man playing soccer	একজন লোক ফুটবল খেলছেন
the head of a man	একটি মানুষের মাথা
Older man sitting on a bench	বড় লোকটি বেঞ্চে বসে আছে
horses pulling a carriage	ঘোড়া একটি গাড়ি টানছে
train front glass with wipers	সম্মার্জনী সঙ্গে সামনের গ্লাস প্রশিক্ষণ
cement steps on the grass hill	ঘাসের পাহাড়ে সিমেন্টের পদক্ষেপ
white clouds in blue sky	নীল আকাশে সাদা মেঘ
cows in the meadow	ঘাড়ে গরু
this is a parrot	এটি তোতা!
the head of a man	একটি মানুষের মাথা
person walking on the street	রাস্তায় হাঁটা ব্যক্তি
vines growing on wall fence	প্রাচীর বেড়া উপর বৃদ্ধি দ্রাক্ষালতা
blue plate with food	খাবারের সাথে নীল প্লেট
green street sign	সবুজ রাস্তার চিহ্ন
two reticulated giraffes	দুটি রেটিকুলেটেড জিরাফ
Red wing on the back of the plane.	বিমানের পিছনে রেড উইং।
Umpire crouched behind the catcher	আম্পায়ার ক্যাচারের পিছনে ক্রাউড হন
picture hanging on wall	দেওয়ালে ঝুলন্ত ছবি
a sign shaped like a hand	হাতের মতো আকারের চিহ্ন
a bottle of milk	দুধের একটি বোতল
the man walking on the sidewalk	লোকটি ফুটপাথে হাঁটছে
The women in the back wearing green	পিছনে মহিলারা সবুজ পরা
part of a window	একটি উইন্ডো অংশ
Person wearing hat on head.	মাথায় টুপি পরা ব্যক্তি
airplane	বিমান
a white window frame	একটি সাদা উইন্ডো ফ্রেম
old wood and board slats chair	পুরানো কাঠ এবং বোর্ড slats চেয়ার
person walking in white snow	সাদা বরফে হাঁটা ব্যক্তি
man wearing a white shirt	একটি সাদা শার্ট পরা মানুষ
Two men shaking hands.	দুজন হাত কাঁপছে।
chair with pillow in room	ঘরে বালিশ সহ চেয়ার
a purple flower in a vase.	একটি দানি মধ্যে একটি বেগুনি ফুল।
Piece of paper by a pair of scissors.	একজোড়া কাঁচি দিয়ে কাগজের টুকরো।
A phone is hanging on the wall.	একটি ফোন দেয়ালে ঝুলছে।
man holding white surfboard	মানুষ সাদা সার্ফবোর্ড ধারণ করে
face of the elephant	হাতির মুখ
part of a splash	একটি স্প্ল্যাশ অংশ
two rolls of toilet tissue	টয়লেট টিস্যু দুটি রোল
man riding in the sidecar on the motorcycle	মোটরসাইকেলে সিডিকারে চড়ে লোক
man standing in back of truck on brick and gray paved surfaces	মানুষ ইট এবং ধূসর পাকা পৃষ্ঠের উপর ট্রাক পিছনে দাঁড়িয়ে
a woman playing tennis	টেনিস খেলছেন এক মহিলা
brown goat grazing in field	মাঠে বাদামী ছাগল চরাচ্ছে
the head of a sleeping man	একজন ঘুমন্ত মানুষের মাথা
CHARTER on a bus	একটি বাসে চার্টার
blue carpet on the floor	মেঝেতে নীল কার্পেট
man on blue snowboard	নীল স্নোবোর্ডে লোক
painting on the wall	দেয়ালে পেইন্টিং
Big blue hat on top of man's head.	মানুষের মাথার উপরে বড় নীল টুপি।
a sign with information	তথ্য সহ একটি চিহ্ন
plane flying in the sky	আকাশে উড়ন্ত বিমান
Small wicker basket holding items	ছোট উইকার ঝুড়ি হোল্ড আইটেম
Lights on front of train.	ট্রেনের সামনে লাইট।
the head of a cow	একটি গরুর মাথা
Small brown dog walking on sand	ছোট বালু কুকুর বালিতে হাঁটছে
a massively large clock in a weedy lot	একটি আগাছা লটে একটি বিশাল আকারের বড় ঘড়ি
Orange frisbee in the sand	বালিতে কমলা ফ্রিজবি
A cup with a picture on it.	এটিতে একটি ছবি সহ একটি কাপ।
Red and white bucket on top of stand.	স্ট্যান্ডের উপরে লাল এবং সাদা বালতি।
hand of a woman	একটি মহিলার হাত
A man is at a market.	একজন লোক বাজারে আছে।
a pensive woman	দাম্পত্য মহিলা
White laptop used by two person	দুই ব্যক্তি দ্বারা ব্যবহৃত হোয়াইট ল্যাপটপ
Man holding a bat.	ব্যাট ধরে মানুষ
print on a rearview mirror	একটি রিয়ারভিউ আয়নাতে মুদ্রণ করুন
very bent street sign pole	খুব বাঁকানো রাস্তার সাইন মেরু
metal radiator is white	ধাতু রেডিয়েটার সাদা
A toddler in a baby carriage.	একটি বাচ্চা গাড়ীতে একটি বাচ্চা।
This giraffe has hooves that are functional	এই জিরাফটিতে ফাঁকা রয়েছে যা কার্যকরী
black train in back of dark tracks	কালো ট্র্যাক পিছনে কালো ট্রেন
stairs in the background	পটভূমিতে সিঁড়ি
a black cat clock	একটি কালো বিড়াল ঘড়ি
basket of flowers on display	প্রদর্শন উপর ফুলের ঝুড়ি
The snowboard on the man's feet	লোকটির পায়ে স্নোবোর্ড
brown bear	বাদামি ভালুক
woman holding a cat	মহিলা একটি বিড়াল রাখা
Purple towel on side of boat.	নৌকার পাশে বেগুনি তোয়ালে।
The yellow soda can	হলুদ সোডা ক্যান
white clouds in blue sky	নীল আকাশে সাদা মেঘ
two brown and white giraffes	দুটি বাদামী এবং সাদা জিরাফ
Blue square on top of grass.	ঘাসের উপরে নীল বর্গক্ষেত্র।
black cow in field	মাঠে কালো গরু
a dog catching a white frisbee	একটি সাদা ফ্রিসবি ধরছে একটি কুকুর
large colorful kite	বড় রঙিন ঘুড়ি
A woman with long black hair.	লম্বা কালো চুলের মহিলা।
fully cooked french fry	সম্পূর্ণরূপে ফ্রেঞ্চ ফ্রাই রান্না
broccoli is on the plate	ব্রোকলি প্লেটে আছে
Batter swinging a bat	ব্যাটার দুলছে একটা ব্যাট
person holding pink umbrella	ব্যক্তি গোলাপী ছাতা ধরে
a sandwich on a wrapper.	একটি মোড়কের উপর একটি স্যান্ডউইচ।
a furry brown bear	একটি লোমযুক্ত বাদামী ভাল্লুক
man falling off the surfboard	মানুষ সার্ফবোর্ড থেকে পড়ে
Orange and black motorcycle on a road.	একটি রাস্তায় কমলা এবং কালো মোটরসাইকেল।
lady holding purple umbrella	মহিলা বেগুনি ছাতা ধরে
train engine pulling train cars	ট্রেন ইঞ্জিন টান ট্রেনের গাড়ি
Light brown and white horse	হালকা বাদামী এবং সাদা ঘোড়া
an unusual picture of a horse	একটি ঘোড়া একটি অস্বাভাবিক ছবি
Zebra drinking water	জেব্রা পানীয় জল
Small plant in a clear vase	একটি পরিষ্কার দানি মধ্যে ছোট উদ্ভিদ
Two hands holding a wii controller	দুটি হাত একটি উইআইআই নিয়ামককে ধরেছে
The steering wheel of the buggy	বাগির স্টিয়ারিং হুইল
Boat on the water	জলের উপর নৌকা
Man wearing blue shorts	নীল রঙের শর্টস পরা মানুষ
Fire hydrant in the snow	বরফে ফায়ার হাইড্র্যান্ট
cat snoozing on a laptop computer	একটি ল্যাপটপ কম্পিউটারে বিড়াল স্নোজিং
round mirror on wall covered with midnight blue tile	মধ্যরাতের নীল টাইল দিয়ে wallাকা দেয়ালে গোলাকৃতির আয়না
drink box on the table	টেবিলের উপর পানীয় বাক্স
red and white boat with round and tubular floats	গোল এবং নলাকার ভাসমান সহ লাল এবং সাদা নৌকা
that is a chair	এটা একটা চেয়ার
horns on the giraffe	জিরাফ উপর শিং
The tennis ball on the left	বাম দিকে টেনিস বল
Piece of grass on the ground.	মাটিতে ঘাসের টুকরো।
a mirror off the side of a car	একটি গাড়ী পাশ থেকে একটি আয়না
a microscope on the table	টেবিলের একটি মাইক্রোস্কোপ
red phone button covering	লাল ফোন বোতাম আবরণ
this is the sky	এই আকাশ
a teddy bear wearing sunglasses	সানগ্লাস পরা একটি টেডি বিয়ার
a plate of food	খাবারের প্লেট
A fountain squirting water.	ফোয়ারা জল।
the head of a man	একটি মানুষের মাথা
one black and white right zebra ear	এক কালো এবং সাদা ডান জেব্রা কান
the cows are eating	গরু খাচ্ছে
the head of a man	একটি মানুষের মাথা
zebras in the prarie	প্রেরিতে জেব্রা
green grass of field	মাঠের সবুজ ঘাস
A bonde woman in white shorts and black tank top.	সাদা শর্টস এবং কালো ট্যাঙ্ক শীর্ষে একটি বোনড মহিলা।
a double decker bus with purple bottom	বেগুনি নীচে একটি ডাবল ডেকার বাস
the wheel on a truck	একটি ট্রাক উপর চাকা
the pompom on the child's hat	সন্তানের টুপি পম্পম
bride and groom in front of a cake	একটি কেকের সামনে কনে এবং বর
the head of a person	একজন ব্যক্তির প্রধান
two children are holding apples and oranges	দুটি বাচ্চা আপেল এবং কমলা ধরেছে
Golden handle on the door	দরজায় সোনার হাতল
young boy with short black hair	ছোট বাল চুলের সাথে অল্প বয়সী ছেলে
wooden clock on the wall	দেয়ালে কাঠের ঘড়ি
a white metal range	একটি সাদা ধাতব পরিসীমা
brwon dog	ব্রাউন কুকুর
the boat is blue	নৌকাটি নীল
Piece of cut up chicken on a sandwich.	একটি স্যান্ডউইচ উপর কাটা চিকেন টুকরা।
the basket is blue	ঝুড়ি নীল
a french fry on the plate	প্লেটে একটি ফ্রেঞ্চ ফ্রাই
oranges in a red crate	একটি লাল ক্রেট মধ্যে কমলা
rusted hinge on bathroom door	বাথরুমের দরজায় জং কবজ
two pieces of fried chicken	ভাজা মুরগির দুই টুকরা
the large white rope	বড় সাদা দড়ি
Cat sitting down	বিড়াল বসে আছে
cat statue on the stand	স্ট্যান্ড উপর বিড়াল মূর্তি
Person wearing hat on head.	মাথায় টুপি পরা ব্যক্তি
a piece of pizza	এক টুকরো পিজ্জা
Woman holding a freshly baked pizza	মহিলা একটি সতেজ বেকড পিজ্জা ধরে আছেন
green wheel of skateboard	স্কেটবোর্ডের সবুজ চাকা
red and white kite in the air	বাতাসে লাল এবং সাদা ঘুড়ি
A girl is wearing a helmet.	একটি মেয়ে হেলমেট পরেছে।
man in a white collared shirt	একটি সাদা কলার্ড শার্টে লোক
man in a red jacket riding a bicycle	সাইকেলে চলা লাল জ্যাকেটে লোক man
Top of a mountain behind the trees.	গাছের পিছনে একটি পাহাড়ের শীর্ষে।
An old man standing with a cow.	গরু নিয়ে দাঁড়িয়ে আছেন এক বৃদ্ধ।
Welsh police officers on motorcycles	মোটরসাইকেলে ওয়েলশ পুলিশ অফিসাররা
that is a clock	এটি একটি ঘড়ি
three people are racing	তিন জন রেস করছে
Woman wearing shoes	জুতো পরা মহিলা
baseball player with a bat	একটি ব্যাট সঙ্গে বেসবল খেলোয়াড়
the back end of a jetliner.	একটি জেটলাইনারের পিছনের প্রান্ত
that is a bird	এটি একটি পাখি
a train in a train station	একটি ট্রেন স্টেশন একটি ট্রেন
White tea kettle on table.	টেবিলে সাদা চায়ের কেটলি।
Red and white plane in the air	বাতাসে লাল এবং সাদা বিমান
chicken wings on a plate	একটি প্লেটে চিকেন ডানা
black stripe on shirt	শার্ট উপর কালো ফিতে
a man using a cell phone	একজন লোক সেলফোন ব্যবহার করছে
flowers in a vase	একটি দানি ফুল
man wearing sun glasses	মানুষ সূর্য চশমা পরা
the back wheel on a car	একটি গাড়ির পিছনে চাকা
Small dog sitting next to a big one.	ছোট একটি কুকুর একটি বড় একটি পাশে বসে।
The donut is round.	ডোনাট গোলাকার।
The number is black.	সংখ্যাটি কালো।
A flower painted on the cheek	গালে আঁকা একটি ফুল
The copyright in the bottom corner	নীচের কোণায় থাকা কপিরাইট
A dog is standing in a doorway.	একটি কুকুর একটি দ্বার দ্বারে দাঁড়িয়ে আছে।
that is a drawer	এটি একটি ড্রয়ার
a red street light	একটি লাল রাস্তার আলো
a bathtub in a bathroom	একটি বাথরুমে একটি বাথটব
license plate on wall	দেয়ালে লাইসেন্স প্লেট
Man on skis	স্কি ম্যান
box car on train rails	ট্রেনের রেলগুলিতে বক্স গাড়ি
A large black lamp on the desk.	ডেস্কে একটি বিশাল কালো বাতি।
skateboarder in mid air	মধ্য বায়ুতে স্কেটবোর্ডার
A green glass bottle on the table	টেবিলে সবুজ কাচের বোতল
Plain hamburger bun top on plate	প্লেটে প্লেইন হ্যামবার্গার বান টপ
looming dark grey clouds	অন্ধকার ধূসর মেঘের বুকে
the leg of a man laying on the street	রাস্তায় শুয়ে থাকা একজনের পা
Large window on a bbuilding	একটি বিল্ডিং উপর বড় উইন্ডো
Orange and white circle on the wall.	দেয়ালে কমলা এবং সাদা বৃত্ত।
The woman has a long ponytail.	মহিলার একটি দীর্ঘ পনিটেল আছে।
green clock in the tower	টাওয়ারে সবুজ ঘড়ি
air plane in mid sky	মাঝ আকাশে এয়ার প্লেন
a white cellphone	একটি সাদা সেলফোন
Red and white light on a truck.	একটি ট্রাকের উপর লাল এবং সাদা আলো।
Couple sitting on a bench	দম্পতি একটি বেঞ্চে বসে
magic red ruby slipper	যাদু লাল রুবি স্লিপার
young man in a dark suit	একটি অন্ধকার মামলা মধ্যে যুবক
Pancakes on a plate	একটি প্লেট উপর প্যানকেকস
red train engine	লাল ট্রেন ইঞ্জিন
large shiny black bull	বড় চকচকে কালো ষাঁড়
a yellow frisbee	একটি হলুদ ফ্রিসবি
a small earpiece for a phone	একটি ফোনের জন্য একটি ছোট ইয়ারপিস
Two chairs are next to a table.	একটি টেবিলের পাশে দুটি চেয়ার রয়েছে।
a brown husky type dog	একটি বাদামী কুঁচকানো টাইপ কুকুর
the ear of a zebra	একটি জেব্রা কান
Cake on a table	একটি টেবিলের উপর কেক
a red and white fire hydrant	একটি লাল এবং সাদা ফায়ার হাইড্র্যান্ট
white bowl on a blue couch	একটি নীল সোফায় সাদা বাটি
a man on skis	একজন লোক
a black backpack on a person's back	একজন ব্যক্তির পিঠে একটি কালো ব্যাকপ্যাক
Black bird flying near the sun.	কালো পাখি সূর্যের কাছে উড়ছে।
white ceramic toliet with lid closed	ঢাকনা বন্ধ সাদা সিরামিক টোলিট
a half eaten doughnut	একটি অর্ধ খাওয়া ডোনাট
sheep in stall facing camera with blue P brand on back	পিছনে নীল পি ব্র্যান্ড সহ স্টল ফেসিং ক্যামেরায় ভেড়া
pepperoni piece on pizza	পিৎজারিতে টুকরো টুকরো
A large white church.	একটি বিশাল সাদা গীর্জা।
Big plane flying in the air.	বাতাসে উড়ন্ত বড় বিমান।
Carrots in the bowl.	বাটিতে গাজর।
a sleeping toddler	একটি ঘুমন্ত বাচ্চা
White trash up under a white truck.	একটি সাদা ট্রাকের নিচে সাদা ট্র্যাশ আপ।
airplane flying in the sky	আকাশে উড়ন্ত বিমান
people sitting on bench	মানুষ বেঞ্চে বসে
deep pile of grass and straw	ঘাস এবং খড় গভীর গাদা
a black motorcycle	একটি কালো মোটরসাইকেল
car parked on lot	গাড়ী প্রচুর উপর পার্ক
fuzzy brown baby cow	অস্পষ্ট বাদামী শিশু গরু
a window of a building	একটি বিল্ডিং এর জানালা
gray carpet on floor	মেঝেতে ধূসর কার্পেট
Man laying on the bench.	মানুষ বেঞ্চে শুইয়ে দেয়।
group of people preparing to ski	লোকদের স্কি প্রস্তুতি
black skateboard being ridden	কালো স্কেটবোর্ড চালিত হচ্ছে
red and black train	লাল এবং কালো ট্রেন
white clouds in blue sky	নীল আকাশে সাদা মেঘ
a white and blue toothbrush	একটি সাদা এবং নীল টুথব্রাশ
man has white shirt	মানুষের সাদা শার্ট আছে
BLUE COMFORTER IS ON TOP OF THE BED	নীল কমফোর্টার বিডের উপরে রয়েছে
A white and black kite	একটি সাদা এবং কালো ঘুড়ি
Striped zebra standing in enclousure	ঘেরে দড়িযুক্ত স্ট্রাইপ জেব্রা
skateboarder in the air	বাতাসে স্কেটবোর্ডার
A refrigerator	একটি ফ্রিজ
Big Wii box on the floor.	মেঝেতে বড় ওয়াই বাক্স।
a white frisbee in the air	বাতাসে একটি সাদা ফ্রিসবি
bread on a plate	একটি প্লেটে রুটি
The white head of a sheep.	একটি ভেড়ার সাদা মাথা।
People with wine glasses posing for the camera.	ওয়াইন চশমাযুক্ত লোকেরা ক্যামেরার জন্য পোজ দিচ্ছেন।
roll of toilet tissue on brick wall	ইট প্রাচীর টয়লেট টিস্যু রোল
the number 138	সংখ্যা 138
Head of helpful sitting cat	সহায়ক বসা বিড়াল প্রধান
the white and red tail to a plane	একটি বিমানের সাদা এবং লাল লেজ
a monkey is peeling a banana	একটি বানর কলা খোঁচাচ্ছে
logo for ABC	এবিসির জন্য লোগো
several people on the water	জলের উপর বেশিরভাগ লোক
a skateboard with orange wheels	কমলা চাকা সহ একটি স্কেটবোর্ড
Large clock on board	বোর্ডে বড় ঘড়ি
red umbrella on bike	বাইকে লাল ছাতা
board for cutting fabric and paper	ফ্যাব্রিক এবং কাগজ কাটা জন্য বোর্ড
The surfboard is white.	সার্ফবোর্ডটি সাদা।
this is a car	এই একটি গাড়ী
small kid in stroller	stroller মধ্যে ছোট বাচ্চা
cheeseless pizza on top of a plate	একটি প্লেটের উপরে পনিরবিহীন পিজ্জা
the train on the track	ট্র্যাক ট্রেন
two people hiking up hill	দু'জন লোক পাহাড়ে চলাচল করছে
two elegant looking antipastos at an Italian restaurant	একটি ইতালীয় রেস্তোঁরাতে দুটি মার্জিত দেখাচ্ছে অ্যান্টিপাস্টো
white clouds in blue sky	নীল আকাশে সাদা মেঘ
Orange can in the middle of dirt.	ময়লার মাঝে কমলা ক্যান।
a small bird flying and fluttering its wings	একটি ছোট পাখি উড়ে এসে ডানা ঝাপটায়
row of very tall leafy trees	খুব লম্বা পাতার গাছের সারি
a shaggy dog head	একটি কড়া কুকুর মাথা
white bowl of fruit	ফলের সাদা বাটি
aerial view of red apple	লাল আপেল এর এয়ার ভিউ
a happy smiling face looks to her left	একটি হাসি হাসি মুখ তার বাম দিকে তাকান
a baby giraffe color yellow	একটি শিশুর জিরাফ রঙ হলুদ
black and white clock on face of tower	টাওয়ারের মুখের উপর কালো এবং সাদা ঘড়ি
food and containers in a container	একটি পাত্রে খাবার এবং পাত্রে
skier on snowy hill	বরফের পাহাড়ে স্কাইয়ার
green vegetables on a plate	একটি প্লেটে সবুজ শাকসবজি
the man is skateboarding	লোকটি স্কেটবোর্ডিং করছে
kite	ঘুড়ি
a woman with white hair	সাদা চুলের মহিলা
green colored vegetable leaf	সবুজ বর্ণের শাকসবজি পাতা
red pillow with a white heart	একটি সাদা হৃদয় সঙ্গে লাল বালিশ
The photograph of a little girl.	একটি ছোট মেয়ের ছবি
little boy swinging a baseball bat	ছোট্ট একটি বেসবল ব্যাট দুলছে
it is musical keyboard	এটি মিউজিকাল কীবোর্ড
Black tie around plastic bag	প্লাস্টিকের ব্যাগের চারপাশে কালো টাই
The clear blue sky	পরিষ্কার নীল আকাশ
teddy bear with red checked bandanna	লাল চেক ব্যান্ডান্না সহ টেডি বিয়ার
pizza spatula on pan	প্যানে পিজ্জা স্প্যাটুলা
little boy getting ready to hit the baseball	ছোট ছেলে বেসবল হিট করতে প্রস্তুত
the sign is gold	চিহ্ন সোনার হয়
four men skating down a street	চার জন এক রাস্তায় স্কেটিং করছে
brown bottle of ale with a tan label	একটি ট্যান লেবেল সঙ্গে আলে ব্রাউন বোতল
two cub bears playing	দুটি বাচ্চা ভালুক খেলছে
frisbee in the sky	আকাশে ফ্রিসবি
white sign in center	মাঝখানে সাদা সাইন
the sky has a pink color to it	আকাশটির এটিতে গোলাপী রঙ রয়েছে
The building has windows	ভবনটিতে জানালা রয়েছে
sky with cluster of clouds	মেঘের গুচ্ছ নিয়ে আকাশ
an oval water basin	একটি ডিম্বাকৃতির জলের বেসিন
Brown baseball glove in man's hand.	মানুষের হাতে ব্রাউন বেসবল গ্লাভস।
the onesie is red	বেশী লাল হয়
Big red letter A on the back of plane.	বিমানের পিছনে বড় লাল অক্ষর এ।
food on the plate	প্লেটে খাবার
Monitor on the desk	ডেস্কে নজর রাখুন
woman walking a dog on the beach	মহিলা সৈকতে একটি কুকুর হাঁটা
Photo frame on a book shelf.	একটি বইয়ের তাকের উপর ফ্রেম ফ্রেম।
trees with no leaves on them	গাছে কোন পাতা নেই
This is a man	এই হল একটি মানুষ
Yellow middle of a bottom white flower.	নীচে সাদা ফুলের হলুদ মাঝখানে।
a cow on the hill	পাহাড়ের গাভী
black guitar case on stand	স্ট্যান্ডে ব্ল্যাক গিটার কেস
Clock at the top of the building	বিল্ডিংয়ের শীর্ষে ঘড়ি
a traffic light in the photo	ফটোতে একটি ট্র্যাফিক আলো
snow board with a black and gold checkerboard pattern	একটি কালো এবং সোনার চেকবোর্ড প্যাটার্ন সহ তুষার বোর্ড
this is a child	এটি একটি শিশু
a bathtub is sitting in the room	ঘরে একটি বাথটাব বসে আছে
a plastic clear bowl	একটি প্লাস্টিকের পরিষ্কার বাটি
A sail boat on water.	জলের উপরে একটি পাল নৌকা।
stuffed animal with brown fur	বাদামী পশম সঙ্গে স্টাফ পশু
the zebras are fighting	জেব্রা যুদ্ধ করছে
eyes on a costume	একটি পোশাকে চোখ
black keyboard on desk	ডেস্কে কালো কীবোর্ড
white clock in tower	টাওয়ারে সাদা ঘড়ি
snow mound on car top	গাড়ির উপরে বরফ oundিবি
an airplane painted blue and white	একটি বিমান নীল এবং সাদা আঁকা
black structure	কালো কাঠামো
a cookie sheet full of hot dogs in buns	বনসে গরম কুকুরের পূর্ণ কুকি শীট
Big clump of dirt and grass on the ground.	মাটিতে ময়লা এবং ঘাসের বিশাল ঝাঁকুনি।
The ground is made of asphalt	ভূমিটি ডামাল দিয়ে তৈরি
brown bear	বাদামি ভালুক
a white and yellow train	একটি সাদা এবং হলুদ ট্রেন
A dark and light wood tray	একটি অন্ধকার এবং হালকা কাঠের ট্রে
a small bird perched on a stick	একটা ছোট্ট পাখি একটা লাঠিতে বসে আছে
boat in bay	উপসাগরীয় নৌকা
red lettering on the glasses	চশমা উপর লাল অক্ষর
The people are under the umbrella.	জনগণ ছত্রছায়ায় আছেন।
blue water in the creek	খালের নীল জল
topless man	টপলেস মানুষ
The flowers are yellow.	ফুলগুলি হলুদ।
A white refrigerator covered with pictures and magnets.	ছবি এবং চুম্বক দিয়ে coveredাকা একটি সাদা ফ্রিজ।
a horse on grass	ঘাস উপর একটি ঘোড়া
white fur on cat	বিড়াল উপর সাদা পশম
blue and white light house	নীল এবং সাদা হালকা ঘর
this man is using his computer keyboard	এই লোকটি তার কম্পিউটার কীবোর্ড ব্যবহার করছে
man putting food in the refrigerator	লোক ফ্রিজের মধ্যে খাবার রাখছে
c4 written on the ramp	সি 4 র‌্যাম্পে লেখা
brown horse pulling a wagon	একটি ওয়াগন টান বাদামী ঘোড়া
a clock is on a tower	একটি ঘড়ি টাওয়ারে আছে
tiny silver screw	ক্ষুদ্র রৌপ্য স্ক্রু
Man wearing a gray uniform	একটি ধূসর ইউনিফর্ম পরা মানুষ
Bright yellow lawn chair	উজ্জ্বল হলুদ লন চেয়ার
a surfer riding a wave	একটি তরঙ্গ আরোহী একটি সার্ফার
brown wooden bridge	বাদামী কাঠের সেতু
The bird is in the air.	পাখিটি বাতাসে রয়েছে।
very old fashioned furnace	খুব পুরানো ধাঁচের চুল্লি
two women in a seat	একটি আসনে দুই মহিলা
a silver faucet of a tub	একটি টবের একটি সিলভার কল
blue and white train car	নীল এবং সাদা ট্রেন গাড়ি
Pieces of broccoli	ব্রোকলির টুকরো
brown horse in pasture	চারণভূমিতে বাদামী ঘোড়া
two horses with riders	আরোহীদের সাথে দুটি ঘোড়া
A red train on train tracks.	ট্রেনের ট্র্যাকগুলিতে একটি লাল ট্রেন।
white and orange boat	সাদা এবং কমলা নৌকা
truck parked in a lot	ট্রাক প্রচুর পার্ক
black and gold train	কালো এবং সোনার ট্রেন
the black plastic eye of a bear	ভালুকের কালো প্লাস্টিকের চোখ
The cup is white and green.	কাপটি সাদা এবং সবুজ।
white frisbee in the air	বাতাসে সাদা ফ্রিসবি
baked beans and dogs	বেকড শিম এবং কুকুর
orange orange in pink bowl	গোলাপী বাটিতে কমলা কমলা
men in a bathroom	একটি বাথরুমে পুরুষদের
Adult female swinging tennis racket to hit ball.	প্রাপ্তবয়স্ক মহিলা সুইং সুইং বল টেনিস র‌্যাকেট।
the jeans are blue	জিন্স নীল
A man holding a suitcase over his head.	একজন লোক তার মাথায় স্যুটকেস ধরে আছে।
parrots standing outside	তোতা বাইরে দাঁড়িয়ে আছে
metal faucet on sink	ডুবে ধাতব কল
a train with a blue front	একটি নীল সামনে দিয়ে একটি ট্রেন
a black and grey dog	একটি কালো এবং ধূসর কুকুর
a beautiful mountain scene	একটি সুন্দর পর্বত দৃশ্য
a woman reading to children	একটি মহিলা শিশুদের পড়া
Huge pair of scissors	বিশাল জুড়ি কাঁচি
black hair on doll	পুতুল উপর কালো চুল
a boy on tv neiling in a hallway	একটি হলওয়েতে নীলফুল্লিতে টিভিতে একটি ছেলে
It is teddy bear ribbon	এটি টেডি বিয়ার পটি
Yellow cat watches TV	হলুদ বিড়াল টিভি দেখে
green street sign on pole	মেরুতে সবুজ রাস্তার চিহ্ন
two white chairs in the living room	বসার ঘরে দুটি সাদা চেয়ার
guy is wearing eyeglasses	লোক চশমা পরেছে
man standing with woman	পুরুষ মহিলার সাথে দাঁড়িয়ে
Two graphics together	দুটি গ্রাফিক একসাথে
person sitting in chair	চেয়ারে বসে থাকা ব্যক্তি
The man is wearing a red coat.	লোকটি লাল রঙের জামা পড়েছে।
A net separating the tennis court	টেনিস কোর্ট পৃথককারী একটি নেট
Woman's reflection in mirror	আয়নায় নারীর প্রতিবিম্ব
this is a train	এটি একটি ট্রেন
part of a laptop	একটি ল্যাপটপের অংশ
wooden barrel rolling on ground	মাটিতে কাঠের পিপা ঘূর্ণায়মান
pink umbrella over girl	মেয়ের ওপরে গোলাপী ছাতা
large gray elephant	বড় ধূসর হাতি
two cats laying in basket	ঝুড়িতে দুটো বিড়াল শুয়ে আছে
woman posing for picture	মহিলা ছবি তুলছেন
skier wearing black outfit	কালো পোষাক পরা skier
a brown beanie hat	একটি বাদামী শিমের টুপি
Woman swinging a tennis racket	টেনিস র‌্যাকেট দোলন মহিলা
bunch of cattle in middle of road	রাস্তার মাঝখানে গরুর গোছা
part of the cloud	মেঘের অংশ
a hand holding a tortilla	টর্টিলা হাতে রাখা একটি হাত
One horse in the shot	শটে একটি ঘোড়া
food on a plate	একটি প্লেটে খাবার
a bird on a rock	পাথর একটি পাথর
that is a person	যে একজন ব্যক্তি
bird foot prints in the sand	বালিতে পাখির ছাপ
A man wearing glasses.	চশমা পরা এক ব্যক্তি।
a suitcase full of luggage	লাগেজ পূর্ণ একটি স্যুটকেস
cat walking on hardwood floor	শক্ত কাঠের মেঝেতে বিড়াল হাঁটা walking
people playing baseball	বেসবল খেলছে
white built in microwave	মাইক্রোওয়েভ নির্মিত সাদা
This is the type of sand that is very brown	এটি খুব ধূসর রঙের বালি
a man is on a horse	একজন লোক ঘোড়ায় চড়েছে
white key board on desk	ডেস্কে সাদা কী বোর্ড
Bottom of the salt shaker	লবণ শেকারের নীচে
Slice of pizza on the plates.	প্লেটে পিজ্জার স্লাইস।
baseball in a glove	একটি গ্লোভ মধ্যে বেসবল
Red upside down triangle	লাল উল্টো ত্রিভুজ
Woman in the water	জলে নারী
a guy going down the ramp	একটি লোক র‌্যাম্পে নামছে
brown and white giraffe	বাদামী এবং সাদা জিরাফ
Light wood bench	হালকা কাঠের বেঞ্চ
Man wearing a brown shirt	একজন ব্রাউন শার্ট পরা লোক
