en	hi
egg shaped object on a stand	एक स्टैंड पर अंडे के आकार की वस्तु
tennis ball shadow on the court	कोर्ट पर टेनिस बॉल की छाया
littleyiye photographers stamp	लिटिलिआ फोटोग्राफरों का टिकट
Picture stamped date 8/10/2013.	चित्र मुद्रांकित दिनांक 8/10/2013।
2010 date in black	काले रंग में 2010 की तारीख
sign above the people at the fair	मेले में लोगों के ऊपर दिखने वाला साइन
Straight fine black hair	सीधे उत्कृष्ट काले बाल
a horse with an english saddle	एक अंग्रेजी सैडल के साथ एक घोड़ा
the baby has very fine hair	बच्चे के बाल बहुत अच्छे हैं
pelican forms ripples with legs	श्रोणि पैरों के साथ तरंग बनाता है
A window on a second story shop.	एक दूसरी कहानी की दुकान पर एक खिड़की।
Green stand in the snow.	बर्फ में हरा स्टैंड।
display models of cell phones	सेल फोन के प्रदर्शन मॉडल
black chinese characters n white sign	काले चीनी अक्षर और सफेद संकेत
Shadow of the man on the tennis court	टेनिस कोर्ट पर आदमी की छाया
white marking on tennis court	टेनिस कोर्ट पर सफेद निशान
Baby fine light brown hair.	बच्चे की ठीक हल्के भूरे बाल।
the players lean on the fence	खिलाड़ी बाड़ पर झुक जाते हैं
second suitcase on bottom is orange	नीचे दूसरा सूटकेस नारंगी है
Man helping child stand on snowboard	स्नोबोर्ड पर खड़े होने में बच्चे की मदद कर कर रहा आदमी
extremely fast bullet train	बेहद तेज जाता बुलेट ट्रेन
Oriole on front of players hat	खिलाड़ियों की टोपी पर ओरिओल
Net across the tennis court	टेनिस कोर्ट में नेट
second car parked on the street	दूसरी कार सड़क पर खड़ी थी
Cather's mit for hand protection against fast pitches.	तेजी से पिचों के खिलाफ हाथ की सुरक्षा के लिए कैथरीन की माइट।
fast food chicken patty	फास्ट फूड चिकन पैटी
sunglasses of second rider	दूसरे सवार का धूप का चश्मा
People buying food on fast food store	फास्ट फूड स्टोर पर खाना खरीदते लोग
second animal in the back	पीठ में दूसरा जानवर
the stand under the tv	टीवी के नीचे खड़े हो जाओ
tennis court with white stripes	सफेद धारियों वाला टेनिस कोर्ट
kick stand on motorcycle	मोटरसाइकिल पर किक स्टैंड
chainlink fencing forms a field exit	चेनलिंक बाड़ लगाना एक क्षेत्र से बाहर निकलता है
Wall design of people characters.	लोगों के पात्रों की दीवार डिजाइन।
the sidewalk in front of the produce stand	उपज स्टैंड के सामने फुटपाथ
concrete or cinder block walls	कंक्रीट या सिंडर ब्लॉक दीवारें
The tv stand is made of wood	टीवी स्टैंड लकड़ी से बना है
the models perky lips	मॉडल दिलेर होंठ
Three baseball players at first base	पहले बेस पर तीन बेसबॉल खिलाड़ी
block of black butcher knives	काले कसाई चाकू के ब्लॉक
pointing sign in english and chinese	अंग्रेजी और चीनी में सांकेतिक संकेत
Lamp on the night stand to the left of the bed	बिस्तर के बाईं ओर नाइट स्टैंड पर दीपक
Date stamp of March 16th, 2008	16 मार्च 2008 की तारीख मोहर
coca cola international logo, written in english, probably repeated below	कोका कोला अंतरराष्ट्रीय लोगो, अंग्रेजी में लिखा है, शायद नीचे दोहराया
a white sign with black Asian characters going vertically	काले एशियाई पात्रों के साथ एक सफेद लंबवत रूप संकेत
bicycle stamp on road	सड़क पर साइकिल की मुहर
neon sign in a second floor window	दूसरी मंजिल की खिड़की में नीयन साइन
this couple is on a date	यह जोड़ी डेट पर है
Mcdonald's advertisement in a language other than english	अंग्रेजी के अलावा अन्य भाषा में मैकडॉनल्ड्स का विज्ञापन
rolls of towels on stand	स्टैंड पर तौलिए के रोल
many glorious forms of opportunistic weeds	अवसरवादी मातम के कई शानदार रूप
kids at a fair eating	बच्चे मेले में खा रहे हैं
a block lower half of a wall	एक दीवार के निचले आधे हिस्से को ब्लॉक करें
jelly jar on top of a chopping block	एक काट ब्लॉक के शीर्ष पर जेली जार
yellow poles by the cross sign	क्रॉस साइन द्वारा पीले डंडे
orange time and date stamp	नारंगी समय और तारीख मोहर
Two female tennis players shaking hands	दो महिला टेनिस खिलाड़ी हाथ मिलाते हुए
A wooden stand	एक लकड़ी का स्टैंड
Four baseball players on field.	मैदान पर चार बेसबॉल खिलाड़ी।
an American flag in the background of a press conference	एक प्रेस कॉन्फ्रेंस की पृष्ठभूमि में एक अमेरिकी झंडा
two english spaniels standing near a person	एक व्यक्ति के पास खड़े दो अंग्रेजी स्पैनियल्स
There is a book stand that is filled with books.	पुस्तकों से भरा एक पुस्तक स्टैंड है।
man taking pictures of players	खिलाड़ियों की तस्वीरें ले रहा आदमी
Black hat with a red cross	काली टोपी के साथ एक लाल क्रॉस
three baseball players standing in a row	तीन बेसबॉल खिलाड़ी एक पंक्ति में खड़े हैं
A black and brown dog fast asleep on the couch.	एक काला और भूरा कुत्ता सोफे पर गहरी नींद में सो गया।
the time stamp sitting in the corner	कोने में बैठे समय की मोहर
yellow plane with characters	पात्रों के साथ पीला विमान
Buttons for pedestrians to cross the street	सड़क पार करने के लिए पैदल यात्रियों के लिए बटन
A stand mixer	एक स्टैंड मिक्सर
this players is shirtless	यह खिलाड़ी शर्टलेस है
pattern on side of second giraffe	दूसरी जिराफ की तरफ पैटर्न
a block on the ground	जमीन पर एक ब्लॉक
bicycles in stand	स्टैंड में साइकिल
a man photographs two baseball players	दो बेसबॉल खिलाड़ियों की तस्वीरें खींचता एक आदमी
a red don't cross signal.	पार मत करो का एक लाल सिग्नल
French coffee press	फ्रेंच कॉफी प्रेस
black bicycle seat with supporting springs	समर्थन स्प्रिंग्स के साथ काली साइकिल सीट
propeller is moving fast	प्रोपेलर तेजी से आगे बढ़ रहा है
toy models of buses	बसों के खिलौना मॉडल
a motorcycle going fast	एक तेजी से जा रही मोटरसाइकिल
Shadow on the court	कोर्ट पर छाया
A brick wall separating players and spectators.	खिलाड़ियों और दर्शकों को अलग करने वाली एक ईंट की दीवार।
a fast moving hand	तेजी से बढ़ रहा हाथ
The night stand is wooden.	नाइट स्टैंड लकड़ी का है।
baseball players posing together in an old photograph	बेसबॉल खिलाड़ी एक पुरानी तस्वीर में एक साथ पोज़ देते हुए
Net across tennis court	टेनिस कोर्ट के आर-पार नेट
glass top on night stand	नाइट स्टैंड पर ग्लास टॉप
raised cross on top of remote control	रिमोट कंट्रोल के शीर्ष पर उच्चा क्रॉस
Grass growing on the grass tennis court.	घास टेनिस कोर्ट पर बढ़ती जा रही है।
time stamp on the picture	तस्वीर पर समय की मुहर
two red metal springs	दो लाल धातु स्प्रिंग्स
a a block in a wall	एक दीवार में एक ब्लॉक
People looking to cross the road.	सड़क पार करते दिख रहे लोग।
the fair sky	निष्पक्ष आकाश
a motorcycle is parked in front of the road block	रोड ब्लॉक के सामने एक मोटरसाइकिल खड़ी है
White striped pedestrian cross-walk painted on street.	सड़क पर चित्रित सफेद धारीदार पैदल क्रॉस-वॉक।
Baseball team players in the dugout	डगआउट में बेसबॉल टीम के खिलाड़ी
boy sitting cross legged	क्रॉस लेग्ड बैठे हुआ लड़का
The man's hand forms a fist	आदमी का हाथ मुट्ठी बनाता है
stand of bamboo	बाँस का स्टैंड
Statue honoring members of the armed forces	सशस्त्र बलों के सदस्यों को सम्मानित करती हुई प्रतिमा
men of forces wearing the dress uniforms	वर्दी पहने बलों के पुरुष
Another stand and its owner	एक और स्टैंड और उसके मालिक
A man stand next to a jeep.	एक आदमी एक जीप के पास खड़ा है।
The sign that says Alice springs	ऐलिस स्प्रिंग्स कहने वाली संकेत
a sandwich on a block	एक ब्लॉक पर एक सैंडविच
red bags behind players feet	खिलाड़ियों के पैरों के पीछे लाल बैग
Asian characters on side of building	भवन के किनारे एशियाई अक्षर
The tennis player's shadow is on the tennis court.	टेनिस खिलाड़ी की परछाई टेनिस कोर्ट पर है।
fast looking yellow motorcycle	तेज दिखने वाली पीली मोटरसाइकिल
white springs under bed	बिस्तर के नीचे सफेद स्प्रिंग्स
a sponsors name on the tennis court wall	टेनिस कोर्ट की दीवार पर एक प्रायोजक का नाम
Asian characters written on a sign	एक संकेत पर लिखे गए एशियाई पात्र
the date and time indicating the time of picture	दिनांक और समय चित्र का समय दर्शाता है
The light forms a rainbow	प्रकाश एक इंद्रधनुष बनाता है
Headpiece of the second rider from the right	दाईं ओर से दूसरे सवार का सिर
postage stamp with liberty bell	डाक टिकट पर स्वतंत्रता की घंटी
Mud forms along the edge of the watering hole	पानी के छेद के किनारे मिट्टी के रूप में
an unfinished block of wood	लकड़ी का एक अधूरा ब्लॉक
green grass behind players	खिलाड़ियों के पीछे हरी घास
the second base coach watches the play	दूसरा बेस कोच खेल देखता है
child's soft fine brown hair	बच्चे के मुलायम महीन भूरे बाल
A black entertainment stand on wheels	पहियों पर एक काला मनोरंजन स्टैंड
fast motion image of woman walking in rain	बारिश में चलने वाली महिला की तेज गति की छवि
second story of building holds two balconies	इमारत की दूसरी मंजिल में दो बालकनियाँ हैं
ovan kept in the stand	स्टैंड में रखा ओवान
The speaker on the stand	स्टैंड पर मौजूद स्पीकर
a man in front of a produce stand	एक उत्पाद स्टैंड के सामने एक आदमी
a fast moving train	एक तेज़ चलती ट्रेन
tennis players shadow on court	कोर्ट पर टेनिस खिलाड़ी की छाया
date stamp on photo is 8/23/08	फोटो पर तारीख मोहर 8/23/08 है
a man sitting on a cement block	सीमेंट ब्लॉक पर बैठा एक आदमी
several baseball players in the dugout	डगआउट में कई बेसबॉल खिलाड़ी
An orange time stamp	एक नारंगी समय टिकट
the date is orange	खजूर नारंगी है
Grey block wall behind woman	महिला के पीछे ग्रे ब्लॉक दीवार
english muffin with egg and hollandaise	अंडे और hollandaise के साथ अंग्रेजी मफिन
tail of elephant forms a circle	हाथी की पूंछ एक चक्र बनाती है
plant is on a metal stand	संयंत्र एक धातु स्टैंड पर है
stand for trays	ट्रे के लिए स्टैंड
this is a blue court	यह एक नीली अदालत है
ginger with fair skin, orange hair, billions of freckles, and glasses	अदरक निष्पक्ष त्वचा, नारंगी बालों के साथ, अरबों झाई, और चश्मा
facial expression, particularly mouth that says, 'yeah, i'm fine w/ being a corporate drone	चेहरे की अभिव्यक्ति विशेष रूप से मुंह, जो कहती है, 'हां, एक कॉर्पोरेट ड्रोन मैं ठीक हूं'
white block on the street	सड़क पर सफेद ब्लॉक
boat forms ripples	लहर बनाती नाव
child forces straws into a a can	बच्चे एक कैन में जबरदस्ती स्ट्रॉ डालते हैं
Blue square on tennis court	टेनिस कोर्ट पर नीला स्क्वायर
the players tennis shoes are white	खिलाड़ी टेनिस जूते सफेद होते हैं
sign denoting 2900 block	2900 ब्लॉक को दर्शाते हुए हस्ताक्षर करें
books in a black stand	एक काले स्टैंड में किताबें
date and time of picture	तस्वीर की तारीख और समय
a train stop block	एक ट्रेन स्टॉप ब्लॉक
Snow covered cross walk	बर्फ से ढका क्रॉस वॉक
the steeple has a cross on top	स्टीपल के ऊपर एक क्रॉस है
Soccer players in action	फुटबाल खिलाड़ी एक्शन में
tennis court in bounds area for doubles play	युगल खेलने के लिए सीमा क्षेत्र में टेनिस कोर्ट
english word in green	हरे रंग में अंग्रेजी शब्द
Brown tennis court with white lines.	सफेद लाइनों के साथ ब्राउन टेनिस कोर्ट।
A brown stand next to a wall.	एक दीवार के बगल में एक भूरा स्टैंड।
black iron gate with white cross	सफेद क्रॉस के साथ काले लोहे का गेट
time stamp with red number	लाल नंबर के साथ समय टिकट
stack of books on bed stand	बेड स्टैंड पर पुस्तकों का ढेर
knife set in a wooden block	लकड़ी के ब्लॉक में चाकू सेट
base ball diamond with players	खिलाड़ियों के साथ बेस बॉल डायमंड
Television in the tv stand.	टीवी स्टैंड में टेलीविजन।
second green sign from the top	ऊपर से दूसरा हरा चिन्ह
Date stamp 6/30/2013	दिनांक मोहर 6/30/2013
logo on the tennis court	टेनिस कोर्ट पर लोगो
the necktie has a circle cross motif	नेकटाई में एक सर्कल क्रॉस मोटिफ है
a photographers stamp on the photo	फोटो पर एक फोटोग्राफर का मुहर
block of green water in front of surfer	सर्फर के सामने हरे पानी का अवरोध
asian characters in red	एशियाई वर्ण लाल में
A fine white sand	एक महीन सफेद रेत
night stand made of dark brown wood	गहरे भूरे रंग की लकड़ी से बना नाइट स्टैंड
two players in ground	मैदान में दो खिलाड़ी
brown mane on neck of second giraffe	दूसरी जिराफ की गर्दन पर भूरे दाग
white engraved cross	सफेद उत्कीर्ण क्रॉस
Red and silver sign with Asian characters	एशियाई अक्षर के साथ लाल और चांदी का चिह्न
Woman getting ready to cross street	सड़क पार करने के लिए तैयार हो रही महिला
press board table top	प्रेस बोर्ड टेबल टॉप
the train is a fast speed train	ट्रेन एक तेज गति वाली ट्रेन है
People at a fair.	एक मेले में लोग।
a metal cross beam	एक धातु पार बीम
players are playing baseball.	खिलाड़ी बेसबॉल खेल रहे हैं।
railed porch on the second floor of a home	एक घर की दूसरी मंजिल पर स्थित बरामदा
Balconies on the second floor	दूसरी मंजिल पर बालकोनी
a plate with white characters	सफेद पात्रों के साथ एक प्लेट
The players wear uniforms.	खिलाड़ी वर्दी पहनते हैं।
photographers watermark and date	फोटोग्राफरों वॉटरमार्क और तारीख
Red table with fast food above it	साथ रेड टेबल के ऊपर फास्ट फूड
woman cross her arms	महिला ने अपनी बाहों क्रॉस करते
The tracks cross here	यहां पटरियां पार हो जाती हैं
"orange ""do not cross"" sign"	"नारंगी ""पार नहीं करते"" संकेत"
A person standing at the food stand.	भोजन स्टैंड पर खड़ा एक व्यक्ति।
Three players are wearing helmet.	तीन खिलाड़ी हेलमेट पहने हुए हैं।
a non english sign	एक गैर अंग्रेजी संकेत
player running on court	कोर्ट पर दौड़ता हुआ खिलाड़ी
the woman on the court	अदालत में महिला
A round concert block	एक गोल कंसर्ट ब्लॉक
fast food items on plates	प्लेटों पर फास्ट फूड आइटम
Top window pane in the left corner of the second story window	दूसरी मंजिल विंडो के बाएं कोने में शीर्ष विंडो फलक
boundary lines on court	न्यायालय पर सीमा रेखाएँ
second wooden vertical slat from left	बाईं ओर से दूसरी लकड़ी की खड़ी स्लेट
A stand of trees along the edge of the lake	झील के किनारे पेड़ों का एक स्टैंड
a blue and white cross walk sign	एक नीला और सफेद क्रॉस वॉक साइन
open door of a second bus	एक दूसरी बस का खुला दरवाजा
floral box springs under mattress	मैट्रेस के तहत पुष्प बॉक्स स्प्रिंग्स
street sign advising of penalty	जुर्माने की सलाह देने वाली सड़क पर हस्ताक्षर
oranges and pears on the second layer of a fruit tree rack	एक फल के पेड़ की रैक की दूसरी परत पर संतरे और नाशपाती
A skier going down fast on a slope	ढलान पर तेजी से नीचे जा रहा एक स्कीयर
an english saddle above a saddle pad	एक काठी पैड के ऊपर एक अंग्रेजी काठ
four shadowy forms of giraffes seemingly looking forward	जिराफ के चार छायादार रूप प्रतीत होते हैं
dirty concrete wall behind players	खिलाड़ियों के पीछे गंदी कंक्रीट की दीवार
a couple of elephants photoshopped to stand out	हाथियों के एक जोड़े को फ़ोटोशॉप किया गया
The fast moving subway train	तेज गति से चलने वाली मेट्रो ट्रेन
the net between the two players	दोनों खिलाड़ियों के बीच नेट
Baseball glove on players left hand	खिलाड़ियों के बाएं हाथ पर बेसबॉल दस्ताने
silver and black french coffee press on shelf	चांदी और काले फ्रेंच कॉफी शेल्फ पर प्रेस
grey block in sidewalk	फुटपाथ में ग्रे ब्लॉक
short tan entertainment stand	लघु टैन मनोरंजन स्टैंड
A wooden block holding up the boat	नाव को पकड़े हुए एक लकड़ी का ब्लॉक
fence next to players	खिलाड़ियों के बगल में बाड़
Oranges on a fruit stand	एक फल स्टैंड पर संतरे
a butcher block with knives	चाकू के साथ एक कसाई ब्लॉक
Cluttered night stand	बरबाद नाइट स्टैंड
tan house with lighter colored second floor	हल्के रंग की दूसरी मंजिल के साथ तन घर
two white chairs on tennis court	टेनिस कोर्ट पर दो सफेद कुर्सियाँ
a cross railway sign	एक क्रॉस रेलवे साइन
a triangle forms on brick	ईंट पर एक त्रिकोण रूप
A fast boat with people in it	लोगों के साथ एक तेज नाव
People waiting to cross street.	सड़क पार करने का इंतजार करते लोग।
the button to press for the light is below the signal	प्रकाश के लिए संकेत के नीचे बटन को दबाएं
dirt ground elephants stand on	हाथी गंदगी के मैदान पर खड़े हैं
the springs on the motorcycle	मोटरसाइकिल पर स्प्रिंग्स
marked pedestrian cross walk	चिह्नित पैदल यात्री क्रॉस वॉक
The water is flowing fast	पानी तेजी से बह रहा है
The word AUG in the date	तिथि में AUG शब्द
wooden slat that forms back of bench.	बेंच की पीठ लकड़ी की स्लेट से बनती है।
the two male players are after the ball	दो पुरुष खिलाड़ी गेंद के पीछे हैं
power lines cross in the air	बिजली लाइनों हवा में आर-पार
area next to pot stand	पॉट स्टैंड के बगल का क्षेत्र
fast food in the backgrond	बैकग्रोनड में फास्ट फूड
this is a concrete yellow block	यह एक ठोस पीला ब्लॉक है
shadow on tennis court.	टेनिस कोर्ट पर छाया।
tennis court marked with white color	टेनिस कोर्ट सफेद रंग से चिह्नित
a green Christmas tree stand	एक हरे रंग का क्रिसमस ट्री स्टैंड
a business man waiting to cross the street	एक व्यवसायी व्यक्ति सड़क पार करने की प्रतीक्षा कर रहा है
A white stand mixer	एक सफेद स्टैंड मिक्सर
The time stamp is red.	समय की मोहर लाल है।
cross section of a broccoli stem	ब्रोकोली स्टेम के पार अनुभाग
players in the dugout.	डगआउट में खिलाड़ी।
a green fence at a tennis court	एक टेनिस कोर्ट में एक हरे रंग की बाड़
person playing tennis on the court	कोर्ट में टेनिस खेलने वाला व्यक्ति
Man trying to block the throwing of a frisbee	आदमी एक फ्रिसबी फेंकने को अवरुद्ध करने की कोशिश कर रहा है
the balcony on the second floor	दूसरी मंजिल पर बालकनी है
Red dragon fruit on a fruit stand.	फल स्टैंड पर लाल ड्रैगन फल।
person setting in second seat of bus	बस की दूसरी सीट पर बैठे व्यक्ति
The body of the stand up lamp.	स्टैंड अप लैंप का शरीर।
The players are male.	खिलाड़ी पुरुष हैं।
A fence at a tennis court	एक टेनिस कोर्ट में एक बाड़
the date says 7-1	दिनांक 7-1 कहता है
picture hanging in the wall with anime characters	एनीमे पात्रों के साथ दीवार में लटका चित्र
a grill press	एक ग्रिल प्रेस
Bird models suspended in shopping mall.	शॉपिंग मॉल में बर्ड मॉडल निलंबित।
green wall on tennis court	टेनिस कोर्ट पर हरी दीवार
Woman in an english style saddle	एक अंग्रेजी शैली की काठी में महिला
Photo date stamp	फोटो तारीख की मोहर
the copyright and date stamp of the photographer	फोटोग्राफर का कॉपीराइट और तारीख मोहर
a man stand on dock	एक आदमी डॉक पर खड़ा है
two players wearing white shorts	सफेद शॉर्ट्स पहने हुए दो खिलाड़ी
People on the court playing tennis.	कोर्ट पर लोग टेनिस खेल रहे हैं।
A blue fine on the surf board.	सर्फ बोर्ड पर एक नीला जुर्माना।
White potted flowers on the tennis court	टेनिस कोर्ट पर सफेद फूल खिले
a toasted english muffin	एक टोस्ट अंग्रेजी मफिन
Baseball player stealing second base	बेसबॉल खिलाड़ी ने दूसरा बेस चुरा लिया
a date stamp for 2010/02/07	2010/02/07 के लिए एक तारीख मोहर
second story of house	घर की दूसरी मंजिल
Blue cross window on second floor	दूसरी मंजिल पर ब्लू क्रॉस विंडो
bird characters on top of a brown cake	एक भूरे रंग के केक के ऊपर पक्षी के पात्र
a advertisement for highland springs	हाइलैंड स्प्रिंग्स के लिए एक विज्ञापन
the tennis court is made of grass	टेनिस कोर्ट घास से बना है
a line of runway models	रनवे मॉडल की एक पंक्ति
yellow numbers showing the date	पीले रंग की संख्या दिनांक दिखा रही है
A women skiing fast.	एक महिला स्कीइंग तेजी से।
cross country ski racers skiing up a hill.	क्रॉस कंट्री स्की रेसर एक पहाड़ी पर स्कीइंग करते हैं।
Three women soccer players sitting on a bench.	एक बेंच पर बैठी तीन महिला फुटबॉल खिलाड़ी।
decaying amazing building that looks like something between an aztec and buddhist shrine in the english countryside	अंग्रेजी देश में एज़्टेक और दोस्त तीर्थ के बीच कुछ की तरह लगने वाली अद्भुत इमारत का क्षय
A pot is fitted in a stand.	एक बर्तन को एक स्टैंड में फिट किया जाता है।
Safety railing on second story of building	इमारत की दूसरी कहानी पर सुरक्षा रेलिंग
Man sits floor cross legged	मैन फ्लोर क्रॉस लेग साइड बैठता है
White writing on a blue court.	नीली अदालत पर सफेद लेखन।
a very fast baseball	एक बहुत तेज बेसबॉल
White clock face with brown characters	भूरे रंग के पात्रों के साथ सफेद घड़ी चेहरा
buildings are behind the road block	सड़क ब्लॉक के पीछे इमारतें हैं
Young woman in grey sweatshirt hoping to block frisbee.	ग्रे स्वेटशर्ट में युवा महिला फ्रिसबी को ब्लॉक करने की उम्मीद करती है।
people on the second floor	दूसरी मंजिल पर लोग
a red dirt tennis court	एक लाल गंदगी टेनिस कोर्ट
Black block with number on it	उस पर नंबर के साथ ब्लैक ब्लॉक
stuffed disney characters	भरवां डिज्नी पात्रों
players waiting in dugout	डगआउट में इंतजार कर रहे खिलाड़ी
baseball players white pants	बेसबॉल खिलाड़ी सफेद पैंट
A motorcycle kick stand.	एक मोटरसाइकिल किक स्टैंड।
There is some fine sand here	यहाँ कुछ ठीक रेत है
a metal orange juice press	एक धातु संतरे का रस प्रेस
a baseball players uniform	एक बेसबॉल खिलाड़ियों की वर्दी
Three baseball players on baseball field.	बेसबॉल मैदान पर तीन बेसबॉल खिलाड़ी।
Booths at a street fair.	एक सड़क मेले में बूथ।
Back right foot of the second goat	दूसरे बकरे का पिछला दाहिना पैर
fine toothed blade of knife	चाकू के ठीक दांतेदार ब्लेड
guy's hand trying to block the camera	कैमरे को अवरुद्ध करने की कोशिश कर रहा आदमी का हाथ
Baseball in players right hand	खिलाड़ियों के दाएं हाथ में बेसबॉल
The second highest rail of the jump	छलांग का दूसरा सबसे बड़ा रेल
a white paper not in english	एक सफेद कागज अंग्रेजी में नहीं
green and white concession stand near umbrella	हरे और सफेद रियायत छाता के पास खड़े हैं
metal stand for ropes	रस्सियों के लिए धातु स्टैंड
an umbrella standing in a tennis court	एक टेनिस कोर्ट में एक छाता खड़ा है
there are english and Chinese characters	अंग्रेजी और चीनी अक्षर हैं
a bench along a tennis court	एक टेनिस कोर्ट के साथ एक बेंच
a young girl with a fair complexion	एक युवा लड़की एक निष्पक्ष संगति के साथ
The players uniform is white	खिलाड़ियों की वर्दी सफेद है
a motorcycle side stand	एक मोटर साइकिल साइड स्टैंड
The second clock showing on the tower.	टावर पर दिखने वाली दूसरी घड़ी।
tennis court floor	टेनिस कोर्ट का फर्श
cross on top of steeple	सीढ़ियों के ऊपर से पार
the players are on a field	खिलाड़ी एक मैदान पर हैं
the second car in the train	ट्रेन में दूसरी कार
A TV stand sitting under TV	टीवी के नीचे एक टीवी स्टैंड
two young softball players sitting on the bench	बेंच पर बैठे दो युवा सॉफ्टबॉल खिलाड़ी
man on a tennis court on a sunny day	एक धूप दिन पर टेनिस कोर्ट में आदमी
mass sheep and woolcraft fair ribbon	बड़े पैमाने पर भेड़ और ऊन का मेला रिबन
the combs are fine	कंघी ठीक हैं
cap on players head	खिलाड़ियों के सिर पर टोपी
the models are red and black	मॉडल लाल और काले हैं
Green and red tennis court	ग्रीन और रेड टेनिस कोर्ट
a celtic cross stone monument	एक केल्टिक क्रॉस स्टोन स्मारक
plants behind toy models	खिलौना मॉडल के पीछे पौधे
wave is moving fast	लहर तेज चल रही है
red double decker bus with Chinese characters and number 8	लाल डबल डेकर बस woth चीनी अक्षर और नंबर 8
this shop sells fine ales	यह दुकान बढ़िया एल्स बेचती है
orange street block	नारंगी सड़क ब्लॉक
cross section of fans at baseball game	बेसबॉल खेल में प्रशंसकों का क्रॉस सेक्शन
large soft drink cup from a fast food restaurant or store	फास्ट फूड रेस्तरां या स्टोर से बड़े शीतल पेय कप
red bananas at a fruit stand	एक फल स्टैंड पर लाल केले
train moving fast blurring image	ट्रेन तेजी से धुंधला छवि चलती है
this sign is not in english	यह संकेत अंग्रेजी में नहीं है
an apple cider press	एक सेब साइडर प्रेस
Black tv on top of brown stand.	ब्राउन स्टैंड के शीर्ष पर ब्लैक टीवी।
a hand moving too fast for the camera	एक हाथ कैमरे के लिए बहुत तेजी से आगे बढ़ रहा है
Starps on the stand.	स्टैंड पर तारे।
medium brown wood fine grained table	मध्यम भूरे रंग की लकड़ी ठीक दानेदार मेज
Back of court is green.	कोर्ट ऑफ बैक हरा है।
white trail that can only be made by incredibly fast planes	सफेद निशान जो केवल अविश्वसनीय रूप से तेज विमानों द्वारा बनाया जा सकता है
score card being held by a man on tennis court	टेनिस कोर्ट पर एक आदमी द्वारा आयोजित किया जा रहा स्कोर कार्ड
Man seated at food court table	मैन फूड कोर्ट टेबल पर बैठा
black cap on players head	खिलाड़ियों के सिर पर काली टोपी
sydney written in white letters on court	अदालत में श्वेत पत्र में लिखा गया sydney
fine whiskers on animal's chin	जानवरों की ठोड़ी पर ठीक मूंछ
a green chair on a tennis court	टेनिस कोर्ट पर हरी कुर्सी
Dollar amount of the penalty.	जुर्माना की डॉलर राशि।
Baseball catcher watching players	खिलाड़ियों को देखते हुए बेसबॉल पकड़ने वाला
white Arabic characters on sign	सफेद अरबी अक्षर
poster with cartoon characters	कार्टून पात्रों के साथ पोस्टर
A time date stamp in the corner	कोने में एक समय की तारीख मोहर
window planters outside second story	दूसरी कहानी के बाहर खिड़की बागान
green floor next to court	अदालत के आगे हरी मंजिल
The boy has a orange stamp on his hand.	लड़के के हाथ पर नारंगी मोहर है।
black mit in players hand	खिलाड़ियों के हाथ में काली घटा
cross next to the clock tower	क्लॉक टॉवर के बगल में स्थित है
sheep running really fast	भेड़ें बहुत तेज दौड़ रही हैं
advertising to the state fair is mounted on the lamp post	राजकीय मेले का विज्ञापन लैंप पोस्ट पर लगाया जाता है
bed pillow with cartoon characters on it	उस पर कार्टून पात्रों के साथ बिस्तर तकिया
tennis court being used in a match	एक मैच में टेनिस कोर्ट का इस्तेमाल किया जा रहा है
Knives in wood block	लकड़ी के ब्लॉक में चाकू
part of the ball field with players getting ready to play	खिलाड़ियों के खेलने के लिए तैयार होने के साथ गेंद मैदान का हिस्सा
the weather is fair	मौसम निष्पक्ष है
cement block siding on church	चर्च पर सीमेंट ब्लॉक साइडिंग
a man in the armed forces	सशस्त्र बलों में एक आदमी
The car is moving fast.	कार तेजी से आगे बढ़ रही है।
block wall behind giraffe head	जिराफ सिर के पीछे की दीवार
yellow stand	पीला स्टैंड
chinese characters are in the sign	चीनी अक्षर संकेत में हैं
the seat of the second motorcycle	दूसरी मोटरसाइकिल की सीट
Green part of a tennis court.	एक टेनिस कोर्ट का हरा हिस्सा।
the wave moves fast	लहर तेज चलती है
White second hand on the clock.	घड़ी पर सफेद दूसरा हाथ।
green colored material separating the court	हरे रंग की सामग्री अदालत को अलग करती है
The traffic lights stand out a lot.	ट्रैफिक लाइट बहुत बाहर खड़ी है।
fine stitching on leash	पट्टा पर ठीक सिलाई
Kick stand on a motorcycle.	एक मोटरसाइकिल पर किक स्टैंड।
An electronic display showing the date	एक इलेक्ट्रॉनिक डिस्प्ले जिसमें तारीख दिखाई गई है
cement block facade on a building	एक इमारत पर सीमेंट ब्लॉक मुखौटा
person forces cow to ramble over rocks for unknown reason	व्यक्ति अज्ञात कारणों से गाय को चट्टानों पर फेंकने के लिए मजबूर करता है
a cross walk across street white pattern	सड़क के पार सफेद पैटर्न पर एक क्रॉस वॉक
two lemons together on a block	एक ब्लॉक पर एक साथ दो नींबू
white teeth-like forms on top of wing	सफेद दांत जैसे पंख के ऊपर के रूप
date in red letters and numerals	लाल अक्षरों और अंकों में तारीख
empire near second base	दूसरे बेस के पास साम्राज्य
second place is wearing yellow	दूसरा स्थान पीला पहने हुए है
man in the middle of tennis court	टेनिस कोर्ट के बीच में आदमी
The second sign says 4 way.	दूसरा संकेत 4 तरह से कहता है।
