en	hi
a white window	एक सफेद खिड़की
Bridge arm	पुल बांह
A woman playing tennis.	एक औरत टेनिस खेल रही है |
Boy wearing a yellow shirt	लड़का पीले रंग की शर्ट पहन रहा है
Stump in the ground by the trees.	पेड़ों द्वारा जमीन में गाड़ना।
view at a skating field	एक स्केटिंग क्षेत्र में देखें
two people on a ski slope	स्की ढलान पर दो लोग
sweaty person near others	दूसरों के पास पसीने से तर व्यक्ति
A book on a table	एक मेज पर एक किताब
a pile of fire wood behind the man	आदमी के पीछे आग की लकड़ी का ढेर
this is a cow	यह गाय है
three airplanes flying in the sky	आकाश में उड़ते हुए तीन हवाई जहाज
Group of tennis players.	टेनिस खिलाड़ियों का समूह।
cat on back sleeping on dark leather surface	अंधेरे चमड़े की सतह पर सोने पर बिल्ली
shadow of teh pillar	तेह स्तंभ की छाया
A large stone wall	एक बड़ी पत्थर की दीवार
A person in the ocean	सागर में एक व्यक्ति
The man is wearing an apron	मनुष्य अप्रॉन पहन रहा है ।
SILVER TIE ON MAN'S NECK	सिल्वर टाई ऑन मैन'एस एनईसीके
the shirt is blue	शर्ट नीली है
Sliced piece of cake	केक का कटा हुआ टुकड़ा
female tennis player with short blond hair	महिला टेनिस खिलाड़ी के साथ छोटे बाल
man playing tennis on court	आदमी कोर्ट पर टेनिस खेल रहा है
the sandwiches on the plate	प्लेट पर सैंडविच
black and gold clock	काले और सोने की घड़ी
men playing baseball on field	क्षेत्र में बेसबॉल खेलें
a pale brown and white horse	एक पीला और सफेद घोड़ा
blue and white boat	नीले और सफेद नाव
The ground is made of asphalt	मैदान डामर से बना है
A woman walking on the sidewalk	फुटपाथ पर चलती हुई एक महिला
Lights hanging from ceiling	छत से लटकती लाइटें
a lady playing tennis	एक महिला टेनिस खेल रही है
dark blue denim jacket	गहरा नीला डेनिम जैकेट
a white topped mountain in the distance	एक सफेद दुरी में पहाड़ में सबसे ऊपर
this is a man	यह एक आदमी है
plane on top of the water	पानी के ऊपर जहाज
a vampire pillow design	एक पिशाच तकिया डिजाइन
black bear crouching by a tree	काले भालू एक पेड़ से झूलते हुए
this is a tennis player	यह एक टेनिस खिलाड़ी है
a person is seated on a sofa	एक व्यक्ति सोफे पर बैठा है
the view is a fruit basket	दृश्य एक फल टोकरी है
close up food on plate	प्लेट पर खाना बंद करें
a dog is light brown	एक कुत्ता हल्का भूरा होता है
the scene is in a bathroom	दृश्य एक बाथरूम में है
steps on the porch	पोर्च पर कदम
Blue stripe on tail of plane.	विमान की पूंछ पर नीली पट्टी।
a person standing on a skateboard	एक व्यक्ति एक स्केटबोर्ड पर खड़ा है
the interior of a window	एक खिड़की का इंटीरियर
awnings on a building	इमारत पर चंदवा
the clods are dark grey	क्लोड गहरे भूरे रंग के होते हैं
Gravel and rocks in the tracks.	पटरियों में बजरी और चट्टानों।
a brown bike is parked on the road	सड़क पर एक भूरे रंग की बाइक खड़ी है
part of a cloth	एक कपड़े का हिस्सा
the pants are black	पैंट काले हैं
two planes on top of each other	एक - दूसरे के ऊपर दो ग्रह
A person with a white shirt	सफेद कुर्ता पहना एक व्यक्ति
tile on the wall	दीवार पर टाइल
face of the person	व्यक्ति का चेहरा
a clock face	एक घड़ी चेहरा
skiers on ski course	स्की कोर्स पर स्कीअर
this is the sky	यह आकाश है
name of train on the side	ट्रेन का नाम
this is a man	यह एक आदमी है
blurry mini van in the distance	दूरी में धुंधली मिनी वैन
a brown baseball glove on the ground	जमीन पर एक भूरे रंग का बेसबॉल दस्ताने
White lamp shade on lamp.	दीपक पर सफेद रंग की छाया।
wooden log laying on sidewalk	फुटपाथ पर लकड़ी की लकड़ियाँ बिछाना
the bird is hanging	पक्षी लटका हुआ है
an island in the street	सड़क में एक द्वीप
this is the wall	यह दीवार है
the people ride on the elephant	लोग हाथी पर सवारी करते हैं
cloud cover in sky	आकाश में बादल आवरण
three kites in the sky	आकाश में तीन पतंग
chase is the bank	चेस बैंक है
the fire truck on the road	सड़क पर आग ट्रक
the sky is blue in color	आकाश रंग में नीला है
two birds perced on the hand	दो पक्षियों ने हाथ में डाल दिया
this is the wall	यह दीवार है
this is a man	यह एक आदमी है
sprinkles on the food	भोजन पर छिड़क
man walking on the grass	आदमी घास पर चल रहा है
this is the wall	यह दीवार है
this is a man	यह एक आदमी है
a person's shadow on the snow	बर्फ पर एक व्यक्ति की छाया
black cell phone in man's pocket	मनुष्य की जेब में काले सेल फोन
part of a letter	एक पत्र का हिस्सा
the mouth of a little boy eating a donut	डोनट खाने वाले छोटे लड़के का मुँह
the boarder flying through the air	बोर्डर हवा के माध्यम से उड़ान
The ears of the giraffe on the left.	बाएँ के गिराफ के कान |
this is a lady	यह एक महिला है
this is a motorbike	यह एक मोटरबाइक है
surfer at side of white wave	सफेद लहर के किनारे सर्फर
a post in the field	क्षेत्र में पोस्ट
Coated peanut on a plate	एक प्लेट पर लेपित मूंगफली
flower in a vase	फूलदान में फूल
a puppy jumping on a puppy	एक कुत्ते पर एक कुत्ता कूद रहा है
water in the distance	दूरी में पानी
this is the grass	यह घास है
The white head wrap on the man's head.	आदमी के सिर पर सफेद सिर लपेटता है।
the lights on the cops motorcycle	पुलिस मोटरसाइकिल पर रोशनी
these are the dogs	ये कुत्ते हैं
A toddler in a dark blue shirt	एक गहरे नीले रंग की शर्ट में एक बच्चा
part of an open	खुला हिस्सा
this is a chariot	यह एक रथ है
this is the zebra	यह ज़ेबरा है
the sweater is orange	स्वीटर नारंगी है
a white and black bus	एक सफेद और काले रंग की बस
cat reclined on chair	बिल्ली कुर्सी पर झुक गई
the horse is black	घोड़ा काला है
the headphones are black	हेडफ़ोन काले हैं
the train is made of metal	ट्रेन धातु से बना है
the train is moving	ट्रेन चल रही है
person in the air doing a trick	हवा में एक चाल चल रहा है
this is the sky	यह आकाश है
part of a road	एक सड़क का हिस्सा
this is a racer	यह एक रेसर है
a book on a park bench	एक पार्क बेंच पर एक किताब
this is a man	यह एक आदमी है
the cattle on the hill top	पहाड़ी की चोटी पर मवेशी
this is a wall	यह एक दीवार है
THE TABLE CLOTH IS RED IN COLOUR	टेबल क्लॉट रंग में लाल है
the man is old	आदमी बूढ़ा है
a tennis playing about to hit a ball	एक गेंद को मारने के बारे में एक टेनिस खेल रहा है
a framed poster on a wall	एक दीवार पर एक फंसा हुआ पोस्टर
the light colored flower bouquet	हल्के रंग का फूल गुलदस्ता
head of the animal	जानवर का सिर
the person is jumping	व्यक्ति कूदता है
black and brown dog	काला और भूरा कुत्ता
the men are swimming in the sea	पुरुष समुद्र में तैर रहे हैं
middle aged man wave boarding	मध्यम आयु वर्ग के आदमी लहर बोर्डिंग
the light post with the signs on it	इस पर संकेतों के साथ प्रकाश पोस्ट
one giraffe in the safari	क्लाइम में एक गिराफ़
two slices of pizza	पिज्जा के दो स्लाइस
sheep getting sheared with clippers	भेड़ कतरनी के साथ हो रही है
plane is in sky	विमान आकाश में है
a plate of french fries	फ्रेंच फ्रीज का एक प्लेट
part of a cloud	बादल का हिस्सा
bananas lying on the street	केले सड़क पर पड़े हैं
two zebras in a zoo	दो ज़ेब्रास एक जूओ में
this is the sky	यह आकाश है
three people on horses	घोड़ों पर तीन लोग
zebras and antelopes at a watering hole	एक पानी के छेद पर ज़ेबरा और एंटीलोप्स
a box of donuts	डोनट्स का एक बॉक्स
the wall is brown in colour	दीवार का रंग भूरा है
yellow trolley driving down the street	पीली ट्रॉली नीचे सड़क पर
a large colored bill board	एक बड़ा रंगीन बिल बोर्ड
the green bowl on the plate	प्लेट पर हरी कटोरी
red bus on the road	सड़क पर लाल बस
blue pattern drinking glass	ब्लू पैटर्न पीने का ग्लास
Train approaching the station	स्टेशन के पास पहुँच
a military plane on a runway at a remote airport	दूरस्थ हवाई अड्डे पर सैनिक हवाई जहाज
A plate of food.	खाने की थाली।
tan wooden table top	तन की लकड़ी की मेज
part of a cream	एक क्रीम का हिस्सा
dark brown vase with stylized grapes design	गहरे भूरे रंग के फूलदानों के साथ ग्रेपेज़ डिज़ाइन
flag flying on top of flagpole	फ्लैग पोल के ऊपर से उड़ता हुआ झंडा
Five people snowboarding	पांच लोग स्नोबार्डिंग
The child is wearing blue pants	बच्चा नीली पैंट पहने है
this is a tennis player	यह एक टेनिस खिलाड़ी है
tires on the ground	जमीन पर टायर
a lady sitting on the couch	परिसर पर बैठी महिला
a giraffe standing in the grass	एक जिराफ़ घास में खड़ा है
Giraffe in the forefront.	सबसे आगे जिराफ।
white surface of the kitchen cabinets	रसोई अलमारियाँ की सफेद सतह
Snow in the air	हवा में बर्फ
the head of a woman	एक महिला का सिर
they are playing polo	वे पोलो खेल रहे हैं
Black laptop used by a person	एक व्यक्ति द्वारा इस्तेमाल किया गया काला लैपटॉप
the head of a man	एक आदमी का सिर
light of daytime sky	दिन के आकाश का प्रकाश
oranges on the cutting board	कटिंग बोर्ड पर संतरे
THE GUY IS WEARING A WHITE HOODIE	आदमी एक सफेद सामान पहन रहा है
the head of a man	एक आदमी का सिर
the head of a woman	एक महिला का सिर
A woman on a bench	एक बेंच पर एक महिला
a bathroom in area	क्षेत्र में एक बाथरूम
man wearing white shirt	आदमी सफेद शर्ट पहने हुए
A blue bus on the road	सड़क पर एक नीली बस
a pink mat on the floor	फर्श पर एक गुलाबी मैदान
an elephant standing up	एक हाथी खड़ा हुआ
the number 12 on a clock	एक घड़ी पर संख्या 12
Lot of bikes parked near the road	सड़क के पास खड़ी बाइक का बहुत
white price tag with white writing	सफेद लेखन के साथ सफेद मूल्य टैग
red and white sign that reads \GIRAFFE\	लाल और सफेद चिह्न
the jet is gray	जेट ग्रा है
this is the water	यह पानी है
a plane in the sky	आकाश में एक विमान
the people are in the water	लोग पानी में हैं
a black and brown dog beside a ball	एक गेंद के पास एक काला और भूरा कुत्ता
this is a train	यह एक ट्रेन है
this is a sheet	यह एक चादर है
this is a dog	यह एक कुत्ता है
Man wearing shoes	जूते पहने हुए आदमी
two men sitting on bench	बेंच पर दो व्यक्ति
the light on the end table	अंत मेज पर प्रकाश
a black speaker	एक काला वक्ता
a woman sitting on a couch	सोफे पर बैठी एक महिला
the giraffe is eating.	जिराफ खा रहा है।
the shoe is off the ground	जूता जमीन से दूर है
Yellow toothbrush in a cup.	कप में पीला टूथब्रुश
Head of a horse	एक घोड़े का सिर
the pants are black	पैंट काले हैं
Orange razor on top of paddle.	चप्पू के ऊपर नारंगी रेजर।
the head of a woman	एक महिला का सिर
two dogs pulling a sled	दो कुत्तों को एक स्लेज खींच रहा है
Big group of trees with leaves.	पत्तियों के साथ पेड़ों का बड़ा समूह।
zebras standing besides each other	ज़ेबरा एक दूसरे के अलावा खड़े हैं
Trumpet on a white sign.	सफेद निशान पर तुरही।
tv hanging from fixture	स्थिरता से लटका टीवी
little girl on side	छोटी बच्ची
woman with a hand on her face	उसके चेहरे पर एक हाथ के साथ महिला
many kites flying in the air	हवा में उड़ती कई पतंगें
a black and white cat sitting in a suitcase	काला और सफेद बिल्ली एक सूटकेस में बैठी हुई
Blue shoes on the bottom of moose.	नीली जूतियाँ मूस के नीचे।
Two hotdogs in the middle of bread.	रोटी के बीच में दो हॉटडॉग।
broccoli next to green bean	हरी बीन के बगल में ब्रोकली
the head of a child	एक बच्चे का सिर
Soft with two cushions	दो कुशन के साथ नरम
The green frisbee	एक हरा फ्रीस्बी
a man surfing	एक व्यक्ति
This is a laptop	यह एक लैपटॉप है
skier going down the slope	स्कायर ढलान से नीचे जा रहा है
Woman holding a green frisbie	एक हरी फ्रिसबी पकड़े हुए महिला
a bowl of green fluid	हरी तरल पदार्थ का एक कटोरा
the front of a plane	एक विमान के सामने
the train is blue	ट्रेन नीला है
the nose on the polar bear	ध्रुवीय भालू पर नाक
White cords on top of a table.	एक मेज के ऊपर सफेद डोरियाँ।
This is a bear	यह एक भालू है
Two men in the foreground	अग्रभूमि में दो आदमी
the woman on the sidewalk	फुटपाथ पर महिला
the catcher is squatting	पकड़ने वाला स्क्वाट कर रहा है
red bus on a street	एक सड़क पर लाल बस
cows in the field	खेत में गायें
Bunch of dirt in the ground.	जमीन में गंदगी का अंबार।
black car is parked	काला कार पार्क किया गया है
Green vase decoration on top of a display	एक प्रदर्शन के शीर्ष पर ग्रीन फूलदान सजावट
Blue number on a tag.	एक टैग पर नीला नंबर।
A white and orange snowboard	एक सफेद और नारंगी स्नोबोर्ड
the controller is gray	नियंत्रक धूसर है
orange peels on the plate	प्लेट पर नारंगी छिलके
Green tree near entrance to building	भवन के प्रवेश द्वार के पास हरा पेड़
boy wearing gray shirt	ग्रे शर्ट पहने लड़का
Big white letter o on blue paper.	नीले कागज पर बड़ा सफेद अक्षर ओ।
the train is gray	ट्रेन ग्रे है
a white snowboard on white snow	सफेद बर्फ पर एक सफेद स्नोबोर्ड
white banner with red sign	लाल संकेत के साथ सफेद बैनर
a green sign on a pole	एक पोल पर एक हरे रंग का चिन्ह
the head of a man	मनुष्य का सर
white piece of pipe on the ground	जमीन पर पाइप का सफेद टुकड़ा
The left ear of the bear.	भालू का बायाँ कान।
man riding skateboard	स्केटबोर्ड पर सवार व्यक्ति
a person wearing a grey jacket	एक व्यक्ति एक ग्रे जैकेट पहने हुए
window on side of train	ट्रेन की तरफ की खिड़की
Purple tongue sticking out of giraffe's mouth	जिराफ के मुंह से चिपकी हुई बैंगनी जीभ
Man with a black suit on.	काले सूट वाला आदमी।
Cat lying on the keyboard	कुंजीपटल पर बिल्ली
wave breaking in the ocean	समुद्र में टुटता हुआ तरंग
people standing in the snow	बर्फ में खड़े लोग
person wearing a short	निकर पहना आदमी
woman standing in the kitchen	रसोई में खड़ी महिला
man is wearing socks	आदमी मोज़े पहने हुए है
Big block of words on the screen.	स्क्रीन पर शब्दों का बड़ा ब्लॉक।
wooden rail fence	लकड़ी की रेल की बाड़
wine bottle on table	मेज पर शराब की बोतल
Partially-eaten pizza on a plate	आंशिक रूप से एक प्लेट पर पिज्जा खाया
white clock	श्वेत घड़ी
green grass on ground	जमीन पर हरी घास
man preparing the food	आदमी खाना तैयार कर रहा है
A pink gift back on the ground	जमीन पर एक गुलाबी उपहार वापस
a white and black zebra	एक सफेद और काला ज़ेबरा
A baseball player getting ready to bat.	एक बेसबॉल खिलाड़ी बल्लेबाजी के लिए तैयार हो रहा है।
Wheel of a truck	एक ट्रक का पहिया
Man looking out to the ocean	आदमी बाहर सागर को देख रहा है
Shovel on the ground.	जमीन पर फावड़ा।
Orange bike in front of building.	बिल्डिंग के सामने ऑरेंज बाइक।
black fabric on jacket	जैकेट पर काला कपड़ा
a man wading through water	पानी के माध्यम से एक आदमी
convention with people visiting	आने वाले लोगों के साथ सम्मेलन
ripples on the water	पानी पर राइफल्स
black engine	काला इंजन
silver and yellow passenger rain	चांदी और पीले यात्री बारिश
a person laying on a bed	किसी बिस्तर पर देने वाला व्यक्ति
the scene is in an airport	दृश्य एक हवाई अड्डे का है
the pile of hot dogs on the grill	जाली पर हाॅट डाॅग का ढेर
Photo taken during the day	दिन के दौरान लिया गया फोटो
a hummingbird in flight below a flower	एक फूल के नीचे उड़ान में एक हमिंगबर्ड
A boat is in the water	एक नाव पानी में है
a man sitting on a red bench	लाल बेंच पर बैठा एक आदमी
black and white cat	काली और सफेद बिल्ली
tongue sticking out of mouth	जीभ मुंह से बाहर निकलना
orange cone with two white stripes	नारंगी शंकु दो सफेद धारियों के साथ
red mirror on the side of the car	कार के किनारे लाल दर्पण
a big white A on the sign	संकेत पर एक बड़ा सफेद ए
spectator in the stand	स्टैंड में दर्शक
A baseball player in a white and blue uniform	एक बेसेबॉल खिलाड़ी जो सफेद और नीले समान है
a white puppy	एक सफेद पिल्ला
person is wearing a plaid shirt	व्यक्ति प्लेड शर्ट पहने हुए है
The gate sign shows this is an airport	गेट साइन से पता चलता है कि यह एक हवाई अड्डा है
statue	प्रतिमा
woman using hair dryer	हेयर ड्रायर का उपयोग कर महिला
Man sitting on wooden bench	लकड़ी की बेंच पर बैठा आदमी
Big red sneaker on the skate board.	स्केट बोर्ड पर बड़ा लाल स्नीकर।
Big yellow wing on a plane.	एक विमान पर बड़ा पीला पंख
A black laptop computer.	एक काला लैपटॉप कंप्यूटर
truck parked on the side of the road	ट्रक सड़क के किनारे खड़ा था
the base of the toilet	शौचालय का आधार
green circuit board of Wii controler	Wii कंट्रोलर के ग्रीन सर्किट बोर्ड
silver spatula	चाँदी स्पाटुला
a black baseball glove	एक काला बेसबॉल दस्ताने
two slices of pizza are on plates	पिज़्ज़ा की दो स्लाइस प्लेटों पर हैं
Big piece of pizza on top of a plate.	एक प्लेट के ऊपर पिज्जा का बड़ा टुकड़ा।
A man running on the beach	समुद्र तट पर दौड़ता हुआ आदमी
green grass on ground	जमीन पर हरी घास
two giraffes face each other	दो जिराफ एक दूसरे के आमने-सामने होते हैं
people standing near street corner	गली के कोने के पास खड़े लोग
cat inside a sink	एक सिंक के अंदर बिल्ली
boat in calm water	शांत पानी में नाव
brown and white spotted bull	भूरे और सफेद धब्बेदार बैल
wooden board of picnic table	पिकनिक टेबल का लकड़ी का बोर्ड
part of a large tree	एक बड़े पेड़ का हिस्सा
number on a clock	एक घड़ी पर नंबर
car on a street	सड़क पर कार
Red pillow on the couch.	सोफे पर लाल तकिया।
Ditigal lettering stating 216	२१६ बताते हुए डिटिगल लेटरिंग
Wooden fence post in field	मैदान में लकड़ी की बाड़ की चौकी
Bunch of watermelons in a crate.	एक टोकरी में तरबूज का गुच्छा।
Flock of birds on asphalt pavement	डामर फुटपाथ पर पक्षियों का झुंड
brown brick on wall	दीवार पर भूरा ईंट
large building in distance	दूरी पर बड़ा इमारत
Big white building behind the fence.	बाड़ के पीछे बड़ी सफेद इमारत।
silver kitchen cabinet knob	चांदी रसोई कैबिनेट घुंडी
patch of dusty green cactus	धूल भरे हरे कैक्टस का पैच
a statue sit on a bench	एक मूर्ति एक बेंच पर बैठा है
a woman standing in a store.	एक स्टोर में एक महिला खड़ी थी।
red hat on a child's head	बच्चे के सिर पर लाल टोपी
Man wearing blue knit cap	मनुष्य नीले कैप पहना
grey colored brick in wall	दीवार में ग्रे रंगीन ईंट
This is a window pane	यह एक विंडो पेन है
wood slat under railroad tracks	रेल की पटरियों के नीचे लकड़ी की स्लेट
key on the laptop	लैपटॉप पर कुंजी
red octagon traffic sign	लाल अष्टकोणीय यातायात संकेत
gold button on lapel	लैपेल पर सोने का बटन
a lady is on a cell phone	एक महिला सेल फोन पर है
blue car parked on a street	एक सड़क पर नीली कार पार्क
Man wearing black hat	आदमी काली टोपी पहने
woman on surfboard	सर्फबोर्ड पर महिला
black bag on the desk	ब्लैक बैग डेस्क पर
white clouds in blue sky	नीले आकाश में सफेद बादल
a green tennis ball	एक हरा टेनिस गेंद
flowers in girls mouth	लड़कियों के मुंह में फूल
a bus on the road	सड़क पर एक बस
surfer on white board	सफेद बोर्ड पर सर्फर
a white and grey chair	एक सफेद और ग्रे कुर्सी
the 12 on a clock	एक घड़ी में 12
big grey indian elephant	बड़ा धूसर भारतीय हाथी
dead log on the grass	घास पर मृत लॉग
bright light in park	पार्क में उज्ज्वल प्रकाश
window on a building	इमारत पर खिडकि
three pizzas in pants ready for baking	बेकिंग के लिए तैयार पैंट में तीन पिज्जा
woman wearing a winter hat	सर्दियों की टोपी पहने महिला
youth playing soccer match	फुटबॉल मैच खेलते युवा
blue and white shute	नीले और सफेद रंग
A slice of orange.	संतरे का एक टुकड़ा।
bike rider on bike	बाइक पर सवार बदमाश
A paper plate with blue flowers	नीले फूलों के साथ एक पेपर प्लेट
A man playing soccer	फुटबाल खेलता हुआ एक आदमी
the head of a man	आदमी का सर
Older man sitting on a bench	एक बेंच पर बैठा बूढ़ा आदमी
horses pulling a carriage	घोड़े गाड़ी खींचते हुए
train front glass with wipers	वाइपर के साथ ट्रेन का फ्रंट ग्लास
cement steps on the grass hill	घास की पहाड़ी पर सीमेंट
white clouds in blue sky	नीले आकाश में सफेद बादल
cows in the meadow	घास के मैदान में गायों
this is a parrot	यह एक तोता है
the head of a man	आदमी का सर
person walking on the street	सड़क पर चलने वाला व्यक्ति
vines growing on wall fence	दीवार पर उगाई जाने वाली अंगूर
blue plate with food	भोजन के साथ नीली प्लेट
green street sign	हरी सड़क का चिन्ह
two reticulated giraffes	दो जालीदार जिराफ
Red wing on the back of the plane.	विमान के पीछे लाल पंख।
Umpire crouched behind the catcher	अंपायर ने कैच लपका
picture hanging on wall	दीवार पर लटका हुआ चित्र
a sign shaped like a hand	हाथ के आकार का एक चिन्ह
a bottle of milk	दूध की एक बोतल
the man walking on the sidewalk	व्यक्ति फुट्पाथ पर चलता हुआ
The women in the back wearing green	पीछे की महिलाएं हरे रंग की पोशाक पहने हुए हैं
part of a window	एक खिड़की का हिस्सा
Person wearing hat on head.	सिर पर टोपी पहने व्यक्ति।
airplane	हवाई जहाज
a white window frame	एक सफेद खिड़की फ्रेम
old wood and board slats chair	पुरानी लकड़ी और बोर्ड की स्लैट्स कुर्सी
person walking in white snow	सफेद बर्फ में चलने वाला व्यक्ति
man wearing a white shirt	एक सफेद शर्ट पहने हुए आदमी
Two men shaking hands.	दो आदमी हाथ मिलाते हुए।
chair with pillow in room	कमरे में तकिया के साथ कुर्सी
a purple flower in a vase.	एक फूलदान में एक बैंगनी फूल।
Piece of paper by a pair of scissors.	कैंची की एक जोड़ी द्वारा कागज का टुकड़ा।
A phone is hanging on the wall.	दीवार पर एक फोन लटका हुआ है।
man holding white surfboard	आदमी सफेद सर्फ़बोर्ड पकरा है
face of the elephant	हाथी का चेहरा
part of a splash	एक दिखावा का हिस्सा
two rolls of toilet tissue	शौचालय ऊतक के दो रोल
man riding in the sidecar on the motorcycle	मोटर साइकिल पर साइडकार में सवार आदमी
man standing in back of truck on brick and gray paved surfaces	ईंट और ग्रे पक्की सतहों पर ट्रक के पीछे खड़े आदमी
a woman playing tennis	एक महिला टेनिस खेलते हुए
brown goat grazing in field	खेत में चरने वाला भूरा बकरा
the head of a sleeping man	सोए हुए आदमी का सिर
CHARTER on a bus	एक बस में चेयरकार
blue carpet on the floor	फर्श पर नीला कालीन
man on blue snowboard	नीला स्नोबोर्ड पर आदमी
painting on the wall	दीवार पर पेंटिंग
Big blue hat on top of man's head.	आदमी के सिर के ऊपर बड़ी नीली टोपी।
a sign with information	जानकारी के साथ एक संकेत
plane flying in the sky	आसमान में उड़ता विमान
Small wicker basket holding items	छोटी विकर टोकरी पकड़े हुए सामान
Lights on front of train.	ट्रेन के सामने रोशनी।
the head of a cow	एक गाय का सिर
Small brown dog walking on sand	रेत पर चलने वाला छोटा भूरा कुत्ता
a massively large clock in a weedy lot	एक बहुत कुछ में एक बड़े पैमाने पर बड़ी घड़ी
Orange frisbee in the sand	रेत में नारंगी फ्रिसबी
A cup with a picture on it.	उस पर चित्र के साथ एक कप।
Red and white bucket on top of stand.	स्टैंड के शीर्ष पर लाल और सफेद बाल्टी
hand of a woman	एक महिला का हाथ
A man is at a market.	एक आदमी एक बाजार में है।
a pensive woman	एक धर्मपरायण महिला
White laptop used by two person	सफेद लैपटॉप का इस्तेमाल दो व्यक्ति करते हैं
Man holding a bat.	आदमी एक बल्ला पकड़े हुए।
print on a rearview mirror	रियरव्यू मिरर पर प्रिंट करें
very bent street sign pole	बहुत झुका हुआ सड़क साइन पोल
metal radiator is white	धातु रेडिएटर सफेद है
A toddler in a baby carriage.	एक बच्चा गाड़ी में सवार।
This giraffe has hooves that are functional	इस जिराफ़ में खुर होते हैं जो क्रियाशील होते हैं
black train in back of dark tracks	काले ट्रैक के पीछे काली ट्रेन
stairs in the background	पृष्ठभूमि में सीढ़ियों
a black cat clock	एक काला बिल्ली घड़ी
basket of flowers on display	प्रदर्शन पर फूलों की टोकरी
The snowboard on the man's feet	आदमी के पैर में बर्फ का गोला
brown bear	भूरे भालू
woman holding a cat	औरत बिल्लि को पक्डे हुए
Purple towel on side of boat.	नाव के किनारे बैंगनी रंग का तौलिया।
The yellow soda can	पीला सोडा कर सकते हैं
white clouds in blue sky	नीले आकाश में सफेद बादल
two brown and white giraffes	दो भूरे और सफेद जिराफ
Blue square on top of grass.	घास के ऊपर नीला वर्ग |
black cow in field	काली गाय खेत में
a dog catching a white frisbee	एक सफेद फ्रिसबी को पकड़ने वाला कुत्ता
large colorful kite	बड़ी रंगीन पतंग
A woman with long black hair.	लंबे काले बालों वाली एक महिला।
fully cooked french fry	पूरी तरह से पका हुआ फ्रेंच फ्राइ
broccoli is on the plate	ब्रोकोली प्लेट पर है
Batter swinging a bat	बैट से झूलता हुआ बैट
person holding pink umbrella	गुलाबी छतरी पकड़े हुए व्यक्ति
a sandwich on a wrapper.	एक रैपर पर सैंडविच।
a furry brown bear	एक प्यारा भूरा भालू
man falling off the surfboard	सर्फबोर्ड से गिरता हुआ आदमी
Orange and black motorcycle on a road.	एक सड़क पर नारंगी और काली मोटरसाइकिल।
lady holding purple umbrella	बैंगनी छाता पकड़े महिला
train engine pulling train cars	ट्रेन इंजन खींचना रेल गाड़ियों
Light brown and white horse	हल्के भूरे और सफेद घोड़े
an unusual picture of a horse	घोड़े की असामान्य तस्वीर
Zebra drinking water	ज़ेबरा पीने का पानी
Small plant in a clear vase	एक स्पष्ट फूलदान में छोटा पौधा
Two hands holding a wii controller	एक wii नियंत्रक पकड़े दो हाथ
The steering wheel of the buggy	छोटी गाड़ी का स्टीयरिंग व्हील
Boat on the water	पानी पर नाव
Man wearing blue shorts	नीली शॉर्ट्स पहने हुए आदमी
Fire hydrant in the snow	बर्फ में अग्नि हाइड्रेंट
cat snoozing on a laptop computer	एक लैपटॉप कंप्यूटर पर बिल्ली सोई है
round mirror on wall covered with midnight blue tile	आधी रात नीली टाइल से ढकी दीवार पर गोल दर्पण
drink box on the table	टेबल पर पीने का डिब्बा
red and white boat with round and tubular floats	लाल और सफेद नाव के साथ गोल और ट्यूबुलर फ्लोरा
that is a chair	यह कुर्सी है
horns on the giraffe	जिराफ पर सींग
The tennis ball on the left	बाएँ पर टेनिस गेंद
Piece of grass on the ground.	जमीन पर घास का टुकड़ा।
a mirror off the side of a car	एक कार पर लगा एक दर्पण
a microscope on the table	मेज पर एक माइक्रोस्कोप
red phone button covering	लाल फोन बटन को कवर
this is the sky	यह आकाश है
a teddy bear wearing sunglasses	धूप का चश्मा पहने हुए एक टेडी बियर
a plate of food	एक ख़ाने कि थालि
A fountain squirting water.	एक फव्वारा फुहार पानी।
the head of a man	एक आदमी का सिर
one black and white right zebra ear	एक काला और सफेद दाएँ झेब्रा कान
the cows are eating	गायें खा रही हैं
the head of a man	एक आदमी का सिर
zebras in the prarie	ज़ेबरा प्रारी में
green grass of field	खेत की हरी घास
A bonde woman in white shorts and black tank top.	सफेद शॉर्ट्स और काले टैंक टॉप में एक बोंड महिला।
a double decker bus with purple bottom	बैंगनी तल के साथ एक डबल डेकर बस
the wheel on a truck	एक ट्रक पर पहिया
the pompom on the child's hat	बच्चे की टोपी पर धूमधाम
bride and groom in front of a cake	दूल्हा और दुल्हन एक केक के सामने
the head of a person	किसी व्यक्ति का सिर
two children are holding apples and oranges	दो बच्चे अप्लेस और संतरे होते हैं
Golden handle on the door	दरवाजे पर गोल्डन हैंडल
young boy with short black hair	छोटे काले बालों के साथ युवा लड़का
wooden clock on the wall	दीवार पर लकड़ी की घड़ी
a white metal range	एक सफेद धातु रेंज
brwon dog	भुरा कुत्ता
the boat is blue	नाव नीली है
Piece of cut up chicken on a sandwich.	एक सैंडविच पर कट चिकन का टुकड़ा।
the basket is blue	बास्केट नीला है
a french fry on the plate	प्लेट पर फ्रेंच
oranges in a red crate	लाल क्रेट में संतरे
rusted hinge on bathroom door	बाथरूम के दरवाजे पर जंग लगा हुआ
two pieces of fried chicken	तला हुआ चिकन के दो टुकड़े
the large white rope	बड़ी सफेद रस्सी
