image_idx	en	hi	obj_tags
2344357	A sideways rendered date stamp	एक बग़ल में तारीख की मुहर लगी	laptop,remote,tv,book,keyboard,book,suitcase
2352428	White second story porch	दूसरी सफेद कहानी पोर्च	person,person,horse,horse,horse,horse,person,handbag
2403194	a door on the side of the court	कोर्ट की तरफ एक दरवाजा	person,sports ball,tennis racket,sports ball
2316318	a block defining the space for the bench	खंड के लिए स्थान को परिभाषित करने वाला एक ब्लॉक	bench
2403633	block of white text	सफेद पाठ का खंड	person,baseball bat,person,person,handbag,person,person,tv
2391709	a brown cat is stand	एक भूरी बिल्ली खड़ी है	cat,laptop,person,couch,person
2328248	A train is going very fast	एक ट्रेन बहुत तेज चल रही है	train,person,person,person
2337884	Red and white Stop sign with characters in a non-English language	गैर-अंग्रेजी भाषा में वर्णों के साथ लाल और सफेद स्टॉप साइन	stop sign,stop sign,person,motorcycle,stop sign,stop sign,book
2318204	the shin guard on the players leg	खिलाड़ियों के पैर में पिंडली की रक्षा	person,sports ball,person,umbrella
2371720	A tennis player standing in the court	कोर्ट में खड़ा एक टेनिस खिलाड़ी	person,person,person,person,person,person,person,person,person,tennis racket,person,person,person,person,person,tennis racket,person,person,tennis racket,person,person,person,person,person,person,person,person,person,person,chair,person,chair,person,chair,person
2336491	women waiting to cross	पार करने के लिए इंतजार कर रही महिलाओं	person,person,person,traffic light,traffic light,person,handbag,person,person,handbag,traffic light,person,person,person
2384579	blue tennis court with painted white boundary lines	नीले रंग की टेनिस कोर्ट जिसमें सफेद बाउंड्री लाइन है	person,sports ball,tennis racket,baseball glove
2413245	white asphalt with fine lines	महिन लाइनों के साथ सफेद डामर	person,skateboard,bicycle,bicycle,potted plant,chair,bench,chair,bench
2362549	date the photo was taken	तारीख फोटो ली गई थी	teddy bear,cat
2326422	block of cheese on plate	प्लेट पर पनीर का ब्लॉक	oven,bottle,wine glass,refrigerator,pizza,dining table,spoon,chair
498354	They both are playing on a tennis court.	वे दोनों एक टेनिस कोर्ट पर खेल रहे हैं।	person,tennis racket,person,tennis racket
2397646	leaves on tennis court	टेनिस कोर्ट पर पत्ते	person,tennis racket,sports ball
2350921	a cross street sign	एक क्रॉस स्ट्रीट साइन	traffic light,parking meter
2411228	the net across their court	उनके दरबार में जाल	person,person,tennis racket,person,person,person,person,person,tennis racket,sports ball
2413599	geyer springs street sign	गीयर स्प्रिंग्स स्ट्रीट साइन	stop sign
2402536	couple guys walking on tennis court	टेनिस कोर्ट पर घूमते युगल	person,tennis racket,person,person,person,person,person,person,sports ball,tennis racket,person,person,person,tennis racket,tie,person
4156	wooden cross hanging on a wall	एक दीवार पर लटका लकड़ी का क्रॉस	bench,bench,chair,bench,bench,chair,chair,bench,bench,bench,bench,bench
2333627	cross structures for bridge support	पुल समर्थन के लिए क्रॉस संरचनाओं	airplane,airplane,kite
498277	boy standing on tennis court	टेनिस कोर्ट पर खड़ा लड़का	person,person,tennis racket,tennis racket,car,car,tennis racket,handbag
2405817	Banana shaped yellow banana stand	केले के आकार का पीला केला स्टैंड	person,person,person,person,person,person,cup,person,person,banana,banana,person,handbag,baseball glove,person,person,banana,backpack,banana,banana,handbag
2334650	A person below the date	तारीख से नीचे का व्यक्ति	clock,car,clock,car,person
150368	green tennis court with white lines	सफेद लाइनों के साथ हरी टेनिस कोर्ट	person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,traffic light,person,person,person,book,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,bicycle,person,bicycle,person,person,person,person,person
2316165	man stand on skateboard	आदमी स्केटबोर्ड पर खड़ा है	skateboard,person,person,remote,skateboard
2386870	The front wheel of the second bus.	दूसरी बस का आगे का पहिया।	bus,bus,bus,bus
2199	Bizarre sculpture on a coffee stand	एक कॉफी स्टैंड पर विचित्र मूर्तिकला	chair,couch,couch,chair,cake,dining table
2392570	large cement block	बड़ा सीमेंट ब्लॉक	skateboard,person,person,person,person,skateboard,chair,person
2409479	this stand is yellow in color	यह स्टैंड पीले रंग का है	vase,vase,vase,vase,vase
1179	date stamp of scene	दृश्य का दिनांक टिकट	chair,refrigerator,chair,bottle,potted plant,microwave,bottle,bottle,oven,microwave,oven,bottle,dining table,vase,cup,potted plant,book,book,vase,book,bottle,bottle
150293	Propellers too fast to see.	देखने में बहुत तेज प्रोपेलर	airplane
2334153	a block, yellow, and white baseball uniform	एक ब्लॉक, पीला, और सफेद बेसबॉल वर्दी	person,baseball glove,person,person,person,baseball bat,baseball bat,car
2391997	players shoes are black, red, and white	खिलाड़ियों के जूते काले, लाल, और सफेद होते हैं	person,baseball bat,person,person,baseball glove,person,person,person,person
2367219	The players are giving a high five	खिलाड़ी उच्च पांच दे रहे हैं	person,person,person,baseball glove,person,person,person,person,person,person,person,person,person,person,person,baseball bat,person,person,person,chair,person,person,chair,person,chair,tennis racket,person,person,baseball glove,person
2380291	person has a stamp on her hand	व्यक्ति के हाथ में एक मोहर है	person,sheep,person,cell phone,dog,person,bench,person,person,cow
2317765	Copy right date 2010	सही तिथि 2010 की प्रतिलिपि बनाएँ	airplane
2390521	low grey wall behind players	खिलाड़ियों के पीछे कम ग्रे दीवार	person,person,person,baseball bat,person,baseball glove,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,remote,person,person,person,person,person,person,person,person,person,person
2337165	a green part of a tennis court.	एक टेनिस कोर्ट का एक हरा हिस्सा।	person,frisbee
2398507	the second street light	दूसरी स्ट्रीट लाइट	traffic light,traffic light,traffic light,traffic light,traffic light,traffic light,traffic light,traffic light,traffic light
2334411	Two tennis players standing together	एक साथ खड़े दो टेनिस खिलाड़ी	person,person,tennis racket,tennis racket,person,truck
2361661	two tennis players wearing black shorts	काले शॉर्ट्स पहने दो टेनिस खिलाड़ी	person,person,person,person,sports ball,sports ball,tennis racket,person,tennis racket,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person
2400227	the players socks are blue	खिलाड़ियों के नीले मोजे हैं	person,person,person,person,sports ball,person,person,person,person,person,person,person,sports ball,sports ball,baseball glove,person,person,person,person,person,person,person,person,person,chair,person,person,person,person,person,chair,person,person,person,person,person,frisbee,person,person,person,person,person,person,person,tennis racket,person,person,person,person
1891	A red date stamp	एक लाल तारीख की मोहर	person,person
2411787	Monitor stand below monitor	मॉनीटर स्टैंड के नीचे मॉनीटर	tv,tv,keyboard,mouse,dining table
4574	a manual press machine	एक मैनुअल प्रेस मशीन	person
2412470	long black pipe on display stand	प्रदर्शन स्टैंड पर लंबे काले पाइप	umbrella,person,tv,bird
2413116	male cross country skier	पुरुष क्रॉस कंट्री स्कीयर	person,skis,skis
2374090	models of airplanes on the tables	तालिकाओं पर हवाई जहाज के मॉडल	airplane,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,suitcase,dining table,person,person,person,person,truck,person
1159982	Man cross country skiing.	मैन क्रॉस कंट्री स्कीइंग।	person,person,skis,bench,bench,person,car
2335630	the sign has white characters	साइन में सफेद अक्षर हैं	stop sign
2367265	red time stamp on the photo	फोटो पर लाल समय की मोहर	clock,car,clock,clock,truck,car,clock
2380507	little girl standing on a tennis court	टेनिस कोर्ट पर खड़ी एक छोटी लड़की	person,tennis racket
1591980	man cross country skiing during race	दौड़ के दौरान आदमी क्रॉस कंट्री स्कीइंग	person,person,person,person,person,skis,person,person,skis,person,person,person,skis,person,person,person,person,person,person,person,person,person,person,skis,person,person,person,skis,person,skis,person,person,person
2404526	Cement forms sticking out of ground.	जमीन से चिपके हुए सीमेंट के रूप।	zebra,zebra,zebra,zebra,zebra,zebra,zebra
4189	Sandwich on the second shelf.	दूसरे शेल्फ पर सैंडविच।	chair,chair,chair,sink,dining table,chair,dining table,chair,bowl,donut,chair,bowl,cup,donut,hair drier
2364060	the english muffins are toasted	अंग्रेजी मफिन सिका हुआ हैं	sandwich,cup,bowl,sandwich,dining table,dining table
2367390	yellow front of second train	दूसरी ट्रेन का पीला मोर्चा	train,train
2378224	models posing on motorcycle	मोटर साइकिल पर प्रस्तुत मॉडल	person,person,person,person,person,motorcycle,car,car,car,handbag,person,car,car,car
2387743	This open-air stand takes place in Jamaica	यह ओपन-एयर स्टैंड जमैका में होता है	person,banana,banana,banana,bowl,banana,bottle,bottle,bowl,banana,banana,banana,banana,banana,banana,banana,banana,bowl,banana,banana,spoon,spoon,banana,banana,banana
2412756	clear stand for controller	नियंत्रक के लिए स्पष्ट स्टैंड	remote,book,remote,carrot
2369348	black armed forces name on wing	काले सशस्त्र बलों के नाम विंग पर	airplane,airplane,airplane
2351040	second base found directly behind the pitcher	दूसरा आधार सीधे घड़े के पीछे मिला	person,person,person,person,baseball bat,sports ball,baseball glove,baseball glove,baseball glove,baseball bat,baseball glove,baseball glove,person
2405155	A cross on a tower.	एक टॉवर पर एक क्रॉस।	clock,clock,boat
2409288	picture taken at drive up fast food chain	फास्ट फूड चेन ड्राइव पर लिया गया चित्र	person,motorcycle,person,car,car,car,car,car,backpack,truck,car,truck,car,car,car
2383271	two horses stand on hill	दो घोड़े पहाड़ पर खड़े हैं	horse,horse
2415809	cross centered in curved panels	घुमावदार पैनलों में क्रॉस केंद्रित है	bicycle,bicycle,person,motorcycle,person
2351091	white stripes in road is a pedestrian cross walk	सड़क में सफ़ेद धारियाँ एक पैदल यात्री क्रॉस वॉक हैं	traffic light,bus,person,car,person,traffic light,car,car,car,person,car,car,traffic light,car,person,person,stop sign,parking meter,traffic light,bicycle,person
2405882	Box springs of bed.	बॉक्स बिस्तर के स्प्रिंग्स।	bed
2347230	The water bottle on the side of the court.	कोर्ट की तरफ पानी की बोतल।	person,tennis racket,person,person,person,person,person,bottle,person
2333664	A small wave forms on the water.	पानी पर एक छोटी लहर बनती है।	person,surfboard,person,person
2394670	a daytime picture of a couple cross country skiing	एक युगल क्रॉस कंट्री स्कीइंग की एक दिन की तस्वीर	person,person,skis,skis,person
2349819	Cars moving at a very fast speed	बहुत तेज गति से चलती हुई कारें	
2410111	a tree on a city block	एक शहर ब्लॉक पर एक पेड़	person,car,truck,person,car,car,person,umbrella,person,person,person
2407919	a cement block wall	एक सीमेंट ब्लॉक दीवार	person,frisbee
2327228	computer monitor on the stand	स्टैंड पर कंप्यूटर मॉनिटर	chair,keyboard,chair,tv,tv,person,mouse,mouse,person,bottle,skis,couch,book
2380412	snow on the trees at a cross-country ski race	एक क्रॉस-कंट्री स्की रेस में पेड़ों पर बर्फ	person,person,person,person,skis,skis,person,person,parking meter,skis,person,skis,car
2361820	the second engine of the train	ट्रेन का दूसरा इंजन	boat,train,train,boat,car
529	a black music stand	एक काला संगीत स्टैंड	chair,book,book
2316543	chairs and tables on the side of the court	कोर्ट की तरफ कुर्सियां ​​और टेबल	person,tennis racket,person,person,chair,tennis racket,chair,chair,kite,person,chair,chair,person,chair
2370205	Baseball travelling fast in the air	हवा में तेजी से यात्रा कर रहा बेसबॉल	person,person,person,baseball bat,baseball glove,baseball bat,baseball glove,person,baseball glove,baseball glove,baseball glove,baseball glove,baseball bat
2349183	fast food soda cups	फास्ट फूड सोडा कप	remote,remote,couch,laptop,book,bottle,couch,dining table,cat,cup,laptop,book,chair,cup
2365942	An old wooden stand shade	एक पुराना लकड़ी का स्टैंड शेड	cow,umbrella
2410979	red on players sleeve	खिलाड़ियों की आस्तीन पर लाल	person,baseball glove
2370994	a stand next to the sink	सिंक के बगल में एक स्टैंड	sink,bottle,bench,vase
2339794	second hand on clock	घड़ी पर दूसरा हाथ	clock,chair
2380619	four men on court	कोर्ट पर चार आदमी	tennis racket,person,person,person,tennis racket,person,tennis racket,chair,chair,chair,bench,tennis racket,chair,bench,person,tennis racket
2338395	a block wall behind the man	आदमी के पीछे एक ब्लॉक दीवार	person,motorcycle,cell phone,cell phone,tie
2415211	cross walk at intersection	चौराहे पर पैदल चलना	bus,person,person,car,car,traffic light,traffic light,handbag,person,car,person,traffic light,person,person,traffic light,truck,person,car,car,handbag,potted plant,traffic light,traffic light,car,car,traffic light,traffic light
2395626	large tennis court	बड़े टेनिस कोर्ट	person,tennis racket,tennis racket
2346510	Child sitting cross-legged on the floor	बच्चा फर्श पर क्रॉस-लेग किया हुआ बैठा था	cup,person,person,chair,chair,potted plant,dining table,chair,frisbee,chair,chair,chair,chair
2401240	Man standing on a tennis court	एक टेनिस कोर्ट पर खड़ा आदमी	person,person,chair,sports ball,tennis racket,chair,car,person,chair,bottle,handbag
2327138	yellow time date stamp	पीले समय की तारीख मोहर	bus,car,car
2318157	Turnstyle entrance to court	कोर्ट में टर्नस्टाइल प्रवेश	person,tennis racket
2401621	horse running fast with cowboy on the back	पीठ पर चरवाहे के साथ तेजी से दौड़ता हुआ घोड़ा	person,horse,person,person,person,person,person,person,person,person,person,person,person,person,dining table,person,person,person,person
2390020	blue umbrella pole held fast by sand	नीली छतरी वाला खंभा रेत से भरा हुआ	umbrella,umbrella,umbrella,umbrella,umbrella,boat,umbrella,umbrella,umbrella,boat,umbrella,boat,umbrella,umbrella,boat,umbrella,boat
2358860	blue wood life guard stand	नीली लकड़ी जीवन रक्षक स्टैंड	person,person,person,surfboard,surfboard,person,surfboard,frisbee,surfboard,person,surfboard,surfboard,person,boat,snowboard,surfboard,surfboard
2354924	gloves are in the players back pocket	दस्ताने खिलाड़ियों की जेब में हैं	person,person,person,person,person,baseball bat,person,chair,bottle,chair,chair,chair,backpack,chair,chair,chair,baseball glove,chair,chair,chair,chair,bowl,chair,chair
2360952	seats in the stand	स्टैंड में सीटें	person,tennis racket,person,person,person,sports ball,chair,chair,chair,chair
2347206	the players glove is black	खिलाड़ियों का दस्ताना काला है	person,baseball glove
2376639	a brown horse with an english saddle	एक अंग्रेजी काठी के साथ एक भूरे रंग का घोड़ा	horse,horse,person,person,dog,boat
2363896	The canvas sits on the stand	कैनवास स्टैंड पर है	person,boat,kite,umbrella,backpack,boat,chair,suitcase,car,boat,backpack
1223	a camera on a stand	एक स्टैंड पर एक कैमरा	tv,traffic light,suitcase
2411149	net of the tennis court	टेनिस कोर्ट का जाल	person,person,tennis racket,tennis racket,car
2370945	man sitting in fruit stand	फल स्टैंड में बैठा आदमी	person,orange,banana,orange,orange,apple,banana,apple,orange,orange,apple,person,banana,orange,apple,orange,orange,orange,banana,orange,orange,orange,person,orange,orange,orange,apple,apple,apple,orange,apple,orange,orange,donut,orange,orange,apple,orange,apple,orange,orange,apple,person,apple,orange,orange,apple
2352599	grill press	ग्रिल प्रेस	hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,donut,hot dog,book,hot dog,hot dog,hot dog,hot dog,donut,hot dog,donut,hot dog,donut,carrot,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog
2326776	cross on tower steeple	टॉवर स्टीपल पर क्रॉस	clock
2324514	ink stamp in the pencil box	पेंसिल बॉक्स में स्याही मोहर	book,cup,book,book,book,book,book,book,book,book,book,book,cup,book,book
2319130	small table lamp on the night stand	नाइट स्टैंड पर छोटा टेबल लैंप	bed,chair,chair,remote,dining table
2360190	series of curved forms around body	शरीर के चारों ओर घुमावदार रूपों की श्रृंखला	zebra
2351454	a clock on a wooden block	लकड़ी के ब्लॉक पर एक घड़ी	clock
2388644	edge of a stamp	मोहर की किनारों	tennis racket,book,clock,vase,book,book,person,refrigerator
2381057	a man sitting cross legged in the grass	पार बैठे एक आदमी ने घास में पैर रखा	person,surfboard,surfboard,surfboard,surfboard,surfboard,frisbee,potted plant,sheep,bird
2361659	Right ear of the second cat	दूसरी बिल्ली का दाहिना कान	cat,cat,car
2324839	a fine bristled retractable brush	एक अच्छा ब्रिस्टल वापस लेने योग्य ब्रश	cup,toothbrush,bottle,cup,toothbrush,dining table,cell phone,apple,toothbrush
2335170	A motorcyclist driving very fast	एक मोटर साइकिल चालक बहुत तेजी से गाड़ी चला रहा है	motorcycle,person
2404846	a baseball players bat	एक बेसबॉल खिलाड़ी बल्लेबाजी करते हैं	person,person,person,person,baseball bat,baseball glove,person,person,person,person
2336375	A second sandwich on a wrapper.	एक रैपर पर दूसरा सैंडविच।	cup,sandwich,sandwich,person,dining table,sandwich,spoon
2377773	case with cross on it also has red trim	इस पर क्रॉस के साथ लाल ट्रिम भी है	laptop,laptop,backpack,backpack,backpack,handbag,backpack,backpack,suitcase,bottle,handbag,suitcase,backpack,cup,book,remote,handbag
285660	a railing on a second story balcony	एक दूसरी बालकनी पर एक रेलिंग	person,umbrella,person,person,umbrella,person,person,person,bench,person,person,umbrella,person,person,person,person,umbrella,umbrella,handbag,umbrella,handbag,person,person,car,person,person,car,umbrella,person
2384810	Two soccer players	दो फुटबॉल खिलाड़ी	person,person,person,person,person,sports ball,person,person,person,chair,tie,chair
2375722	the cross on the top of the building structure	भवन संरचना के शीर्ष पर क्रॉस	clock
2394220	People waiting to cross street	सड़क पार करने का इंतजार करते लोग	car,traffic light,traffic light,person,car,car,car,person,car,car,truck,car,car,car,car,car,traffic light,car,person,car,car,traffic light,traffic light,car,traffic light,car,car,potted plant,car,car,traffic light,car,car,car,car,stop sign,car
2349361	characters on the sign	संकेत पर अक्षर	
2386724	A skateboard with asian characters painted on the underside	एशियाई पात्रों के साथ एक स्केटबोर्ड अंडरस्लाइड पर चित्रित	skateboard,bicycle,clock,bicycle,car,bicycle,truck,book
2372058	fine inscriptions on item	मद पर ठीक शिलालेख	clock,scissors,scissors
2334275	characters are posted in Chinese	पात्रों को चीनी में पोस्ट किया जाता है	train,clock
2344933	Man getting ready for a penalty kick	मैन पेनल्टी किक के लिए तैयार हो रहा है	person,person,person,person,person,person,person,person,person,sports ball,person,person
2367959	A red cross forms on the floor.	फर्श पर एक लाल क्रॉस रूपों।	train,person
2394193	many wires criss-cross overhead	कई तारों को क्रॉस-ओवरहेड किया जाता है	
2383779	This could be at a science fair.	यह एक विज्ञान मेले में हो सकता है।	person,clock,chair,clock,person,cup,chair,bottle,bicycle,person,bottle
2410127	man using a hand press to make juice	जूस बनाने के लिए हैंड प्रेस का उपयोग करने वाला व्यक्ति	person,orange,orange,cup,cup,orange,orange,orange,orange,baseball bat,orange
2379358	The picture has a date stamp	तस्वीर पर तारीख की मोहर है	potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,bench,potted plant,potted plant,potted plant
2402166	A date underneath a clock face	एक घड़ी के चेहरे के नीचे एक तारीख	clock
2331370	unfinished wood block under freezer	फ्रीजर के तहत अधूरा लकड़ी का ब्लॉक	refrigerator,refrigerator
2330075	fast train moving along track	ट्रैक के साथ चलती तेज ट्रेन	train
2382215	Three baseball players wearing white uniforms are in the background.	सफेद वर्दी पहने तीन बेसबॉल खिलाड़ी पृष्ठभूमि में हैं।	person,person,person,baseball glove,person,person,person,person,person,baseball glove,person,person,person,bench,person,person,person,sports ball,person
2378449	tennis player on the green colored section of a court	एक कोर्ट के हरे रंग के खंड पर टेनिस खिलाड़ी	person,tennis racket,tennis racket
2364149	making a very fast turn	बहुत तेज़ मोड़ देना	person,person,skis,person,skis,person
2409393	the tennis court net divides the court in the middle	टेनिस कोर्ट का जाल कोर्ट को बीच में बांटता है	person,person,tennis racket,tennis racket,person,person,person,person,sports ball,sports ball,tennis racket,tennis racket
2398389	4 players on the court	4 खिलाड़ी कोर्ट पर	person,person,sports ball,person,tennis racket,person
2378498	the chinese characters on the vase	फूलदान पर चीनी अक्षर	cup,cup,vase,dog,potted plant,cup,vase
2394267	crumbly english muffin bread	crumbly english मफिन ब्रेड	cup,sandwich,dining table
2375440	a stand with information	जानकारी के साथ एक स्टैंड	person,vase
2363432	ad on the wall of the court	अदालत की दीवार पर विज्ञापन	person,person,tennis racket,person,person,person,person,person,potted plant,sports ball,person,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,tennis racket,potted plant
1591836	The right front window on the second level of the bus.	बस के दूसरे स्तर पर दाईं ओर की खिड़की।	bus,car,person,person,person,person,bus,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,traffic light
2329080	the Asian characters are red	एशियाई पात्र लाल हैं	bus,car,traffic light,motorcycle,person,person,traffic light,person,person,person,person,traffic light,car,person,car,car
2351234	block tower on top of hill	पहाड़ी की चोटी पर ब्लॉक टॉवर	clock,clock
2366868	The black baseball mit on the players hand	खिलाड़ियों के हाथ पर काली बेसबॉल माइट	person,baseball glove,sports ball
2323255	yellow cross on a tie	एक टाई पर पीला क्रॉस	tie,tie,tie,tie,tie,tie,tie,tie
2371083	five baseball players	पांच बेसबॉल खिलाड़ी	person,baseball glove,person,person,person,person,person
2343122	large date palm in the distance	दूरी में बड़ी खजूर	giraffe,giraffe,person,person,person,person,person,person,person,person,person,backpack,giraffe,umbrella,umbrella,umbrella,bird,person,person,giraffe,person,backpack
2408156	Cows laying down in the hay at a county fair	काउंटी के एक मेले में गायों को लेटाया गया	cow,cow,cow,person,person,person,person,person,person,person,person,cow,person,cow,horse,person,person,person,person,person,person
1593200	armed forces identifying patch for US Army	अमेरिकी सेना के लिए पैच की पहचान करने वाले सशस्त्र बल	person,bicycle,book,tv,book,tv,book,book,book,book,book,book,book,book,book,tv
2327020	The tennis court is two different colors.	टेनिस कोर्ट दो अलग-अलग रंग हैं।	person,tennis racket,car,sports ball
2404221	A indoor tennis court.	एक इनडोर टेनिस कोर्ट।	person,person,person,sports ball,tennis racket,clock,tennis racket,tennis racket
2363395	characters on the edge of the plate	प्लेट के किनारे पर अक्षर	cake,dining table,cake
2403403	a fruit stand with lots of fruits and vegetables	बहुत सारे फल और सब्जियों के साथ एक फल स्टैंड	banana,banana,banana,person,banana,banana,teddy bear,banana,banana,banana,banana,banana,banana,banana,banana,banana,handbag,banana,banana,carrot,banana,banana,banana,carrot,banana,banana,banana,banana
2356947	red white and blue truck is at the fair	लाल, सफेद और नीला ट्रक मेले में है	horse,person,horse,person,person,person,truck,person,truck,truck,person,bus
2416409	yellow date taken stamp	पीली तारीख की मोहर	giraffe
2412254	Tarp on the side of the court	कोर्ट की तरफ से तारप	person,tennis racket,person,person,person,person,person,person,person,person,person,person
2370736	Tall lights at the court	कोर्ट में लगी लाइटें	person,tennis racket,sports ball
2408350	players standing behind chain link fence	चेन लिंक बाड़ के पीछे खड़े खिलाड़ी	person,person,person,person,person,person,baseball glove,person,baseball bat,car,person,person,person,car,person,person,baseball bat,backpack,person,backpack,car,person
2330421	date stamp in the corner	कोने में तारीख मोहर	bus,bus,bus,bus,bus,bus,bus,bus,bus,bus
2373973	a cross in a church	एक चर्च में एक क्रॉस	potted plant,knife,knife,chair,chair,chair,chair
2400082	easel stand for painting	चित्र के लिए चित्रफलक स्टैंड	elephant,person,person,person,person,umbrella,elephant,bench,person,person
2404557	owners manual for a panini press	मालिकों के लिए एक पैनी प्रेस है	cup,sandwich,sandwich,dining table,apple
2373155	dog forms splashes in the water	कुत्ते ने पानी में छींटे मारे	dog,horse
2345063	two long and narrow panes below cross bar	क्रॉस बार के नीचे दो लंबे और संकीर्ण पैन	cat
2391652	Double red doors on second floor	दूसरी मंजिल पर डबल लाल दरवाजे	clock,clock,refrigerator
2407554	Partial view of second bus	दूसरी बस का आंशिक दृश्य	bus,car,person,person,bus,person,person,person
2360436	White door on second floor	दूसरी मंजिल पर सफेद दरवाजा	dog,truck,car,person
2334324	a romantic date night	एक रोमांटिक मुलाक़ात की रात	person,person,bench,handbag,car
82	knife block sitting on counter with knives in it	चाकू के साथ काउंटर पर बैठे चाकू ब्लॉक	oven,sink,spoon,spoon,knife,sink,sink,refrigerator,knife
2765	a block of buildings	इमारतों का एक ब्लॉक	person,traffic light
3188	Curved stairs on the approach to the court yard	कोर्ट यार्ड की ओर जाने वाली घुमावदार सीढ़ियां	potted plant
2370530	chinese characters on the side of a bus	एक बस के किनारे चीनी अक्षर	person,person,person,person,bus,train,handbag
1591782	blue tennis court	नीला टेनिस कोर्ट	person,person,person,person,person,person,person,person,person,boat,person,person,person,person,person,person,umbrella,person,person,person,person,person,person,person,person,person,person,umbrella
2391776	This person is waiting to cross the street	यह व्यक्ति सड़क पार करने की प्रतीक्षा कर रहा है	person,person,person,person,person,traffic light,car,person,person,person,car,bus,traffic light,suitcase,person,person,traffic light,car,car,person,traffic light
2380657	The block for the post	पद के लिए ब्लॉक	bicycle,person,person,person,person,motorcycle,parking meter,handbag,sports ball
2384152	tan letters on the tennis court	टेनिस कोर्ट पर टैन पत्र	person,sports ball,tennis racket
2322150	this license plate has non-english characters	इस लाइसेंस प्लेट में गैर-अंग्रेजी अक्षर हैं	umbrella,person,car,car,handbag,car,handbag,chair,potted plant,potted plant,person,car,traffic light
2389368	players uniform is black and gold	खिलाड़ियों की वर्दी काले और सोने रंग की है	person,tennis racket,sports ball,sports ball,sports ball
2404131	Watermark, showing copyright date.	वॉटरमार्क, कॉपीराइट दिनांक दिखा रहा है।	airplane
2366615	name and website of photographer and Chinese characters	फोटोग्राफर और चीनी पात्रों का नाम और वेबसाइट	person,person,person,person,person,person,cake,person,remote
150310	tv on a stand	एक स्टैंड पर टी.वी.	person,suitcase,couch,potted plant,suitcase,bowl,vase,bowl,dining table,couch,potted plant,cup,dining table,chair,tv
2350981	grass grows next to the block	ब्लॉक के बगल में घास उगती है	motorcycle
2320969	A paper towel roll on a stand	एक स्टैंड पर एक पेपर टॉवल रोल	person,tie,tie,bottle
2358904	white springs under mattress	गद्दे के नीचे सफेद स्प्रिंग्स	bed,bed
2405652	The brick wall behind the court	कोर्ट के पीछे ईंट की दीवार	person,person,person,person,tennis racket,sports ball,person,tennis racket
2375013	egg shaped object on a stand	एक स्टैंड पर अंडे के आकार की वस्तु	person,toothbrush,sink,bottle
2393604	tennis ball shadow on the court	कोर्ट पर टेनिस बॉल की छाया	person,tennis racket,sports ball,tennis racket,frisbee
2396935	littleyiye photographers stamp	लिटिलिआ फोटोग्राफरों का टिकट	vase,vase,chair,potted plant,potted plant,dining table,vase
2321507	Picture stamped date 8/10/2013.	चित्र मुद्रांकित दिनांक 8/10/2013।	person,person,person,person,person,person,person,person,truck,person,dog,person,person,person,person,bus,backpack,handbag,person,truck,person,handbag
2396773	2010 date in black	काले रंग में 2010 की तारीख	person,person,person,person,baseball bat,person,person,baseball bat,person,person,person,person,person,person,person,person,person,person,person,person,person,baseball bat,bench,sports ball,chair,person,sports ball,person,person,person,bench,sports ball,person
713193	sign above the people at the fair	मेले में लोगों के ऊपर दिखने वाला साइन	person,surfboard,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,person,umbrella,suitcase,person,person,umbrella,person,person,umbrella,person
2390698	Straight fine black hair	सीधे उत्कृष्ट काले बाल	person,tie,baseball glove
2361900	a horse with an english saddle	एक अंग्रेजी सैडल के साथ एक घोड़ा	horse,horse,horse,person,person,horse,person,person,person,person,person,person,person,person
2413620	the baby has very fine hair	बच्चे के बाल बहुत अच्छे हैं	person,person,person
2374867	pelican forms ripples with legs	श्रोणि पैरों के साथ तरंग बनाता है	bird,kite,umbrella,bird
2367027	A window on a second story shop.	एक दूसरी कहानी की दुकान पर एक खिड़की।	motorcycle,motorcycle,potted plant,potted plant
2357300	Green stand in the snow.	बर्फ में हरा स्टैंड।	person,skis,skis
2404377	display models of cell phones	सेल फोन के प्रदर्शन मॉडल	person,cell phone,cell phone,cell phone,cell phone,cell phone,cell phone,person,cell phone,parking meter
