en	bn
models of airplanes on the tables##airplane,person,person,person,person,person,person,person,person,person	টেবিলগুলিতে বিমানের মডেল
Man cross country skiing.##person,person,skis,bench,bench,person,car	ম্যান ক্রস কান্ট্রি স্কিইং।
the sign has white characters##stop sign	চিহ্নটিতে সাদা বর্ণ রয়েছে
red time stamp on the photo##clock,car,clock,clock,truck,car,clock	ছবির উপর লাল সময় স্ট্যাম্প
little girl standing on a tennis court##person,tennis racket	টেনিস কোর্টে দাঁড়িয়ে ছোট মেয়ে
man cross country skiing during race##person,person,person,person,person,skis,person,person,skis,person	ম্যান ক্রস কান্ট্রি স্কিইং রেসের সময়
Cement forms sticking out of ground.##zebra,zebra,zebra,zebra,zebra,zebra,zebra	সিমেন্ট ফর্ম স্থল থেকে দূরে থাকে।
Sandwich on the second shelf.##chair,chair,chair,sink,dining table,chair,dining table,chair,bowl,donut	দ্বিতীয় বালুচরে স্যান্ডউইচ।
the english muffins are toasted##sandwich,cup,bowl,sandwich,dining table,dining table	ইংলিশ মাফলিন টোস্ট করা হয়
yellow front of second train##train,train	দ্বিতীয় ট্রেনের হলুদ সামনে
models posing on motorcycle##person,person,person,person,person,motorcycle,car,car,car,handbag	মডেল মোটরসাইকেলের উপর অঙ্গবিন্যাস
This open-air stand takes place in Jamaica##person,banana,banana,banana,bowl,banana,bottle,bottle,bowl,banana	এই ওপেন-এয়ার স্ট্যান্ডটি জামাইকাতে স্থান নেয়
clear stand for controller##remote,book,remote,carrot	নিয়ামক জন্য স্পষ্ট অবস্থান
black armed forces name on wing##airplane,airplane,airplane	কালো সশস্ত্র বাহিনীর নাম উইংয়ে
second base found directly behind the pitcher##person,person,person,person,baseball bat,sports ball,baseball glove,baseball glove,baseball glove,baseball bat	কলসিটির পিছনে সরাসরি দ্বিতীয় বেস পাওয়া যায়
A cross on a tower.##clock,clock,boat	একটি টাওয়ারের উপরে একটি ক্রস।
picture taken at drive up fast food chain##person,motorcycle,person,car,car,car,car,car,backpack,truck	ড্রাইভ আপ ফাস্ট ফুড চেইন ছবি
two horses stand on hill##horse,horse	দুটি ঘোড়া পাহাড়ে দাঁড়িয়ে আছে
cross centered in curved panels##bicycle,bicycle,person,motorcycle,person	বক্র প্যানেল কেন্দ্রিক ক্রস
white stripes in road is a pedestrian cross walk##traffic light,bus,person,car,person,traffic light,car,car,car,person	রাস্তায় সাদা স্ট্রাইপগুলি একটি পথচারী ক্রস হাঁটা
Box springs of bed.##bed	বিছানা বক্স স্প্রিংস।
The water bottle on the side of the court.##person,tennis racket,person,person,person,person,person,bottle,person	কোর্টের পাশে জলের বোতল 
A small wave forms on the water.##person,surfboard,person,person	জলের উপর একটি ছোট তরঙ্গ গঠন করে।
a daytime picture of a couple cross country skiing##person,person,skis,skis,person	একটি দম্পতি ক্রস কান্ট্রি স্কিইংয়ের একটি দিনের চিত্র
Cars moving at a very fast speed##	গাড়িগুলি খুব দ্রুত গতিতে চলেছে
a tree on a city block##person,car,truck,person,car,car,person,umbrella,person,person	একটি শহরের ব্লকের একটি গাছ
a cement block wall##person,frisbee	একটি সিমেন্ট ব্লক প্রাচীর
computer monitor on the stand##chair,keyboard,chair,tv,tv,person,mouse,mouse,person,bottle	স্ট্যান্ডে কম্পিউটার মনিটর
snow on the trees at a cross-country ski race##person,person,person,person,skis,skis,person,person,parking meter,skis	ক্রস-কান্ট্রি স্কি রেসে গাছগুলিতে তুষার
the second engine of the train##boat,train,train,boat,car	ট্রেনের দ্বিতীয় ইঞ্জিন
a black music stand##chair,book,book	একটি কালো সঙ্গীত স্ট্যান্ড
chairs and tables on the side of the court##person,tennis racket,person,person,chair,tennis racket,chair,chair,kite,person	কোর্টের পাশে চেয়ার এবং টেবিল
Baseball travelling fast in the air##person,person,person,baseball bat,baseball glove,baseball bat,baseball glove,person,baseball glove,baseball glove	বেসবল দ্রুত বাতাসে ভ্রমণ করে
fast food soda cups##remote,remote,couch,laptop,book,bottle,couch,dining table,cat,cup	ফাস্ট ফুড সোডা কাপ
An old wooden stand shade##cow,umbrella	একটি পুরানো কাঠের স্ট্যান্ড শেড
red on players sleeve##person,baseball glove	খেলোয়াড়দের হাতা উপর লাল
a stand next to the sink##sink,bottle,bench,vase	বেসিন এর পাশে একটি স্ট্যান্ড
second hand on clock##clock,chair	ঘড়ির উপর সেকেন্ডের কাঁটা
four men on court##tennis racket,person,person,person,tennis racket,person,tennis racket,chair,chair,chair	কোর্টে চার জন
a block wall behind the man##person,motorcycle,cell phone,cell phone,tie	লোকটির পিছনে একটি ব্লক প্রাচীর
cross walk at intersection##bus,person,person,car,car,traffic light,traffic light,handbag,person,car	চৌরাস্তা ক্রস ওয়াক
large tennis court##person,tennis racket,tennis racket	বড় টেনিস কোর্ট
Child sitting cross-legged on the floor##cup,person,person,chair,chair,potted plant,dining table,chair,frisbee,chair	বাচ্ছাটি মেঝেতে পা ভাঁজ করে বসে আছে 
Man standing on a tennis court##person,person,chair,sports ball,tennis racket,chair,car,person,chair,bottle	টেনিস কোর্টে দাঁড়িয়ে মানুষ
yellow time date stamp##bus,car,car	হলুদ সময় তারিখ স্ট্যাম্প
Turnstyle entrance to court##person,tennis racket	কোর্টে টার্নস্টাইল প্রবেশ
horse running fast with cowboy on the back##person,horse,person,person,person,person,person,person,person,person	পেছনে কাউবয় সঙ্গে দ্রুত ঘোড়া
blue umbrella pole held fast by sand##umbrella,umbrella,umbrella,umbrella,umbrella,boat,umbrella,umbrella,umbrella,boat	নীল ছাতা মেরুটি বালি দ্বারা ধরে রাখা
blue wood life guard stand##person,person,person,surfboard,surfboard,person,surfboard,frisbee,surfboard,person	নীল কাঠের লাইফ গার্ড স্ট্যান্ড
gloves are in the players back pocket##person,person,person,person,person,baseball bat,person,chair,bottle,chair	গ্লাভস প্লেয়ারদের পিছনে পকেটে রয়েছে
seats in the stand##person,tennis racket,person,person,person,sports ball,chair,chair,chair,chair	স্ট্যান্ডে আসন
the players glove is black##person,baseball glove	খেলোয়াড়দের গ্লোভ কালো
a brown horse with an english saddle##horse,horse,person,person,dog,boat	একটি ইংরেজী জিনযুক্ত একটি বাদামী ঘোড়া
The canvas sits on the stand##person,boat,kite,umbrella,backpack,boat,chair,suitcase,car,boat	ক্যানভাস স্ট্যান্ডে বসে
a camera on a stand##tv,traffic light,suitcase	একটি স্ট্যান্ডে একটি ক্যামেরা
net of the tennis court##person,person,tennis racket,tennis racket,car	টেনিস কোর্ট নেট
man sitting in fruit stand##person,orange,banana,orange,orange,apple,banana,apple,orange,orange	মানুষ ফলের স্ট্যান্ডে বসে
grill press##hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog,hot dog	গ্রিল প্রেস
cross on tower steeple##clock	টাওয়ার স্টেপল উপর ক্রস
ink stamp in the pencil box##book,cup,book,book,book,book,book,book,book,book	পেন্সিল বাক্সে কালি স্ট্যাম্প
small table lamp on the night stand##bed,chair,chair,remote,dining table	নাইট স্ট্যান্ডে ছোট টেবিল ল্যাম্প
series of curved forms around body##zebra	শরীরের চারপাশে বাঁকা ফর্ম সিরিজ
a clock on a wooden block##clock	কাঠের ব্লকের একটি ঘড়ি 
edge of a stamp##tennis racket,book,clock,vase,book,book,person,refrigerator	একটি স্ট্যাম্প প্রান্ত
a man sitting cross legged in the grass##person,surfboard,surfboard,surfboard,surfboard,surfboard,frisbee,potted plant,sheep,bird	একটি লোক ঘাসে পা ভাঁজ করে বসেছে
Right ear of the second cat##cat,cat,car	দ্বিতীয় বিড়ালের ডান কান
a fine bristled retractable brush##cup,toothbrush,bottle,cup,toothbrush,dining table,cell phone,apple,toothbrush	একটি সূক্ষ্ম ব্রিসলেড প্রত্যাহারযোগ্য ব্রাশ
A motorcyclist driving very fast##motorcycle,person	একজন মোটরসাইকেল চালক খুব দ্রুত গাড়ি চালাচ্ছেন
a baseball players bat##person,person,person,person,baseball bat,baseball glove,person,person,person,person	একটি বেসবল খেলোয়াড় ব্যাট
A second sandwich on a wrapper.##cup,sandwich,sandwich,person,dining table,sandwich,spoon	একটি মোড়কের উপর একটি দ্বিতীয় স্যান্ডউইচ।
case with cross on it also has red trim##laptop,laptop,backpack,backpack,backpack,handbag,backpack,backpack,suitcase,bottle	এটি ক্রস সঙ্গে কেস এছাড়াও লাল ছাঁটাই আছে
a railing on a second story balcony##person,umbrella,person,person,umbrella,person,person,person,bench,person	দ্বিতীয় তলের বারান্দায় একটি রেলিং
Two soccer players##person,person,person,person,person,sports ball,person,person,person,chair	দুই ফুটবল খেলোয়াড়
the cross on the top of the building structure##clock	বিল্ডিং কাঠামো শীর্ষে ক্রস
People waiting to cross street##car,traffic light,traffic light,person,car,car,car,person,car,car	রাস্তা পার হওয়ার অপেক্ষায় থাকা মানুষ
characters on the sign##	সাইন অক্ষর
A skateboard with asian characters painted on the underside##skateboard,bicycle,clock,bicycle,car,bicycle,truck,book	আন্ডারসাইডে আঁকা এশিয়ান অক্ষর সহ একটি স্কেটবোর্ড
fine inscriptions on item##clock,scissors,scissors	আইটেম উপর সূক্ষ্ম শিলালিপি
characters are posted in Chinese##train,clock	অক্ষরগুলি চীনা ভাষায় পোস্ট করা হয়
Man getting ready for a penalty kick##person,person,person,person,person,person,person,person,person,sports ball	পেনাল্টি কিকের জন্য প্রস্তুত মানুষ
A red cross forms on the floor.##train,person	মেঝেতে একটি লাল ক্রস গঠন।
many wires criss-cross overhead##	অনেক তারের ক্রাইস-ক্রস ওভারহেড
This could be at a science fair.##person,clock,chair,clock,person,cup,chair,bottle,bicycle,person	এটি একটি বিজ্ঞান মেলায় হতে পারে।
man using a hand press to make juice##person,orange,orange,cup,cup,orange,orange,orange,orange,baseball bat	মানুষ রস তৈরি করতে একটি হাত প্রেস ব্যবহার করে
The picture has a date stamp##potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant,potted plant	ছবিটিতে একটি তারিখের স্ট্যাম্প রয়েছে
A date underneath a clock face##clock	একটি ঘড়ির মুখের নীচে একটি তারিখ
unfinished wood block under freezer##refrigerator,refrigerator	ফ্রিজারের অধীনে অসম্পূর্ণ কাঠের ব্লক
fast train moving along track##train	দ্রুত ট্রেন ট্র্যাক বরাবর চলমান
Three baseball players wearing white uniforms are in the background.##person,person,person,baseball glove,person,person,person,person,person,baseball glove	সাদা ইউনিফর্ম পরা তিনটি বেসবল খেলোয়াড় পটভূমিতে রয়েছে।
tennis player on the green colored section of a court##person,tennis racket,tennis racket	একটি কোর্টের সবুজ বর্ণের বিভাগে টেনিস খেলোয়াড়
making a very fast turn##person,person,skis,person,skis,person	খুব দ্রুত পালা করা
the tennis court net divides the court in the middle##person,person,tennis racket,tennis racket,person,person,person,person,sports ball,sports ball	টেনিস কোর্ট নেট মাঝখানে কোর্ট বিভক্ত
4 players on the court##person,person,sports ball,person,tennis racket,person	কোর্টে ৪ জন খেলোয়াড়
the chinese characters on the vase##cup,cup,vase,dog,potted plant,cup,vase	দানি উপর চীনা অক্ষর
crumbly english muffin bread##cup,sandwich,dining table	ঝুরঝুরে ইংলিশ মাফিন রুটি
a stand with information##person,vase	তথ্য সহ একটি স্ট্যান্ড
ad on the wall of the court##person,person,tennis racket,person,person,person,person,person,potted plant,sports ball	কোর্টের দেয়ালে বিজ্ঞাপন
The right front window on the second level of the bus.##bus,car,person,person,person,person,bus,person,person,person	বাসের দ্বিতীয় স্তরের ডান সামনের জানালা
the Asian characters are red##bus,car,traffic light,motorcycle,person,person,traffic light,person,person,person	এশীয় চরিত্রগুলি লাল
block tower on top of hill##clock,clock	পাহাড়ের উপরে ব্লক টাওয়ার
The black baseball mit on the players hand##person,baseball glove,sports ball	খেলোয়াড়দের হাতে কালো বেসবল মিট
yellow cross on a tie##tie,tie,tie,tie,tie,tie,tie,tie	একটি টাই উপর হলুদ ক্রস
five baseball players##person,baseball glove,person,person,person,person,person	পাঁচ বেসবল খেলোয়াড়
large date palm in the distance##giraffe,giraffe,person,person,person,person,person,person,person,person	দূরত্বে বড় খেজুর
Cows laying down in the hay at a county fair##cow,cow,cow,person,person,person,person,person,person,person	কাউন্টি মেলায় খড়ের গায়ে শুয়ে গাভী
armed forces identifying patch for US Army##person,bicycle,book,tv,book,tv,book,book,book,book	সশস্ত্র বাহিনী মার্কিন সেনাবাহিনীর জন্য প্যাচ চিহ্নিত করে
The tennis court is two different colors.##person,tennis racket,car,sports ball	টেনিস কোর্ট দুটি ভিন্ন রঙ।
A indoor tennis court.##person,person,person,sports ball,tennis racket,clock,tennis racket,tennis racket	একটি ইনডোর টেনিস কোর্ট।
characters on the edge of the plate##cake,dining table,cake	প্লেটের প্রান্তে অক্ষর
a fruit stand with lots of fruits and vegetables##banana,banana,banana,person,banana,banana,teddy bear,banana,banana,banana	প্রচুর ফল এবং সবজি সহ একটি ফল স্ট্যান্ড 
red white and blue truck is at the fair##horse,person,horse,person,person,person,truck,person,truck,truck	লাল সাদা এবং নীল ট্রাক মেলায়
yellow date taken stamp##giraffe	হলুদ তারিখ নেওয়া স্ট্যাম্প
Tarp on the side of the court##person,tennis racket,person,person,person,person,person,person,person,person	কোর্টের পাশে টার্প
Tall lights at the court##person,tennis racket,sports ball	দরবারে লম্বা লাইট
players standing behind chain link fence##person,person,person,person,person,person,baseball glove,person,baseball bat,car	চেইন লিঙ্ক বেড়া পিছনে দাঁড়িয়ে খেলোয়াড়রা
date stamp in the corner##bus,bus,bus,bus,bus,bus,bus,bus,bus,bus	কোণে তারিখ স্ট্যাম্প
a cross in a church##potted plant,knife,knife,chair,chair,chair,chair	একটি গির্জার ক্রস
easel stand for painting##elephant,person,person,person,person,umbrella,elephant,bench,person,person	পেইন্টিং জন্য ইজিল স্ট্যান্ড
owners manual for a panini press##cup,sandwich,sandwich,dining table,apple	একটি পানিনি প্রেসের জন্য মালিকদের ম্যানুয়াল
dog forms splashes in the water##dog,horse	কুকুর জল ছেটাচ্ছে
two long and narrow panes below cross bar##cat	ক্রস বারের নীচে দুটি দীর্ঘ এবং সরু ফলক
Double red doors on second floor##clock,clock,refrigerator	দ্বিতীয় তলায় ডাবল লাল দরজা
Partial view of second bus##bus,car,person,person,bus,person,person,person	দ্বিতীয় বাসের আংশিক দৃশ্য
White door on second floor##dog,truck,car,person	দ্বিতীয় তলায় সাদা দরজা
a romantic date night##person,person,bench,handbag,car	একটি রোমান্টিক তারিখ রাত
knife block sitting on counter with knives in it##oven,sink,spoon,spoon,knife,sink,sink,refrigerator,knife	এটিতে ছুরি নিয়ে কাউন্টারে বসে চাকু ব্লক
a block of buildings##person,traffic light	বিল্ডিং একটি ব্লক
Curved stairs on the approach to the court yard##potted plant	কোর্ট ইয়ার্ডে যাওয়ার জন্য বাঁকানো সিঁড়ি
chinese characters on the side of a bus##person,person,person,person,bus,train,handbag	একটি বাসের পাশে চীনা অক্ষর
blue tennis court##person,person,person,person,person,person,person,person,person,boat	নীল টেনিস কোর্ট
This person is waiting to cross the street##person,person,person,person,person,traffic light,car,person,person,person	এই ব্যক্তি রাস্তায় পারাপারের জন্য অপেক্ষা করছেন
The block for the post##bicycle,person,person,person,person,motorcycle,parking meter,handbag,sports ball	পোস্টের জন্য ব্লক
tan letters on the tennis court##person,sports ball,tennis racket	টেনিস কোর্টে ট্যান চিঠি
this license plate has non-english characters##umbrella,person,car,car,handbag,car,handbag,chair,potted plant,potted plant	এই লাইসেন্স প্লেটে অ-ইংরেজি অক্ষর রয়েছে
players uniform is black and gold##person,tennis racket,sports ball,sports ball,sports ball	খেলোয়াড়দের ইউনিফর্মটি কালো এবং সোনার
Watermark, showing copyright date.##airplane	ওয়াটারমার্ক, কপিরাইটের তারিখ দেখাচ্ছে।
name and website of photographer and Chinese characters##person,person,person,person,person,person,cake,person,remote	নাম এবং ফটোগ্রাফার এবং চীনা অক্ষর ওয়েবসাইট
tv on a stand##person,suitcase,couch,potted plant,suitcase,bowl,vase,bowl,dining table,couch	স্ট্যান্ডে টিভি
grass grows next to the block##motorcycle	ব্লকের পাশে ঘাস জন্মে
A paper towel roll on a stand##person,tie,tie,bottle	একটি স্ট্যান্ডে একটি কাগজের তোয়ালে রোল
white springs under mattress##bed,bed	গদিতে সাদা ঝর্ণা
The brick wall behind the court##person,person,person,person,tennis racket,sports ball,person,tennis racket	কোর্টের পিছনে ইটের দেয়াল
egg shaped object on a stand##person,toothbrush,sink,bottle	স্ট্যান্ডে ডিমের আকারের বস্তু
tennis ball shadow on the court##person,tennis racket,sports ball,tennis racket,frisbee	কোর্টে টেনিস বল ছায়া
littleyiye photographers stamp##vase,vase,chair,potted plant,potted plant,dining table,vase	ছোট্টই ফটোগ্রাফারদের স্ট্যাম্প
Picture stamped date 8/10/2013.##person,person,person,person,person,person,person,person,truck,person	ছবি স্ট্যাম্পড তারিখ 8/10/2013।
2010 date in black##person,person,person,person,baseball bat,person,person,baseball bat,person,person	২০১০ তারিখে কালো
sign above the people at the fair##person,surfboard,person,person,person,person,person,person,person,person	মেলায় লোকদের উপরে সাইন ইন করুন
Straight fine black hair##person,tie,baseball glove	সোজা সূক্ষ্ম কালো চুল
a horse with an english saddle##horse,horse,horse,person,person,horse,person,person,person,person	একটি ইংরেজী জিনযুক্ত একটি ঘোড়া
the baby has very fine hair##person,person,person	শিশুর খুব সুন্দর চুল রয়েছে has
pelican forms ripples with legs##bird,kite,umbrella,bird	পেলিকান পায়ে দিয়ে রিপ্লেস গঠন করে
A window on a second story shop.##motorcycle,motorcycle,potted plant,potted plant	দ্বিতীয় গল্পের দোকানে একটি উইন্ডো।
Green stand in the snow.##person,skis,skis	বরফে সবুজ স্ট্যান্ড।
display models of cell phones##person,cell phone,cell phone,cell phone,cell phone,cell phone,cell phone,person,cell phone,parking meter	সেল ফোন মডেল প্রদর্শন
black chinese characters n white sign##person,train,truck,person,bus,person	কালো চীনা অক্ষর এন হোয়াইট সাইন
Shadow of the man on the tennis court##person,tennis racket,sports ball,sports ball,sports ball,sports ball,sports ball,sports ball,sports ball	টেনিস কোর্টে লোকটির ছায়া
white marking on tennis court##person,tennis racket	টেনিস কোর্টে সাদা চিহ্ন
Baby fine light brown hair.##broccoli,person,bowl,broccoli,dining table,chair,person,cake,dining table	বাবু সূক্ষ্ম হালকা বাদামী চুল।
the players lean on the fence##person,person,person,person,person,person,baseball glove,person,person,baseball bat	খেলোয়াড়দের বেড়া উপর ঝুঁকুন
second suitcase on bottom is orange##suitcase,suitcase,suitcase,suitcase,suitcase,person,suitcase,suitcase,umbrella,suitcase	নীচে দ্বিতীয় স্যুটকেস কমলা হয়
Man helping child stand on snowboard##snowboard,person,person,person	শিশু স্নোবোর্ডে দাঁড়াতে সহায়তা করে লোক
extremely fast bullet train##train,train,person	অত্যন্ত দ্রুত বুলেট ট্রেন
Oriole on front of players hat##person,sports ball,baseball glove,person	ওরিওল খেলোয়াড়দের সামনে টুপি
Net across the tennis court##person,person,person,person,tennis racket,person,person,person,person,person	টেনিস কোর্ট জুড়ে নেট
second car parked on the street##car,car,car,car,car,car,traffic light,potted plant,train,traffic light	দ্বিতীয় গাড়ী রাস্তায় পার্ক
Cather's mit for hand protection against fast pitches.##person,person,baseball glove,person,person,person,person,person,person,person	দ্রুত পিচের বিরুদ্ধে হাত রক্ষার জন্য ক্যাথার মিট।
fast food chicken patty##sandwich,cell phone,bowl,dining table	ফাস্ট ফুড মুরগির প্যাটি
sunglasses of second rider##person,person,person,motorcycle,person,motorcycle,motorcycle,motorcycle	দ্বিতীয় রাইডারের সানগ্লাস
People buying food on fast food store##person,person,pizza,pizza,person,person,person,cup,vase,knife	লোকেরা ফাস্টফুড স্টোরে খাবার কিনে থাকে
second animal in the back##elephant,cow,potted plant,cow,potted plant	পিছনে দ্বিতীয় প্রাণী
the stand under the tv##tv,person,chair,couch,book,chair,bottle,refrigerator,chair,book	টিভির নীচে স্ট্যান্ড
tennis court with white stripes##person,tennis racket,sports ball	সাদা ফিতে সঙ্গে টেনিস কোর্ট
kick stand on motorcycle##person,person,person,motorcycle,motorcycle,person,person,motorcycle	মোটরসাইকেলের উপর কিক স্ট্যান্ড
chainlink fencing forms a field exit##person,person,person,baseball bat,bench,sports ball,traffic light,person,baseball bat,baseball glove	চেইনলিংক বেড়া একটি ক্ষেত্র প্রস্থান করে
Wall design of people characters.##person,tv,person,person,person,tv,person,person,person,person	মানুষের চরিত্রগুলির ওয়াল ডিজাইন।
the sidewalk in front of the produce stand##person,person,person,orange,apple,apple,handbag,person,orange,orange	উত্পাদনের স্ট্যান্ডের সামনের ফুটপাত
concrete or cinder block walls##elephant	কংক্রিট বা সিন্ডার ব্লক দেয়াল
The tv stand is made of wood##tv,chair,chair,chair,dining table,chair,chair,dining table,book,chair	টিভি স্ট্যান্ডটি কাঠের তৈরি
the models perky lips##person,tie	মডেল বেহায়া ঠোঁট
Three baseball players at first base##person,person,person	প্রথম বেসে তিনটি বেসবল খেলোয়াড়
block of black butcher knives##microwave,oven,knife,sink,knife,oven,sink,knife,oven,sink	কালো কসাই ছুরি ব্লক
pointing sign in english and chinese##umbrella,person,person,person,umbrella,person,person,person,car,person	ইংরাজী এবং চীনা মধ্যে সাইন ইন
Lamp on the night stand to the left of the bed##bed,chair,tv	বিছানার বাম দিকে নাইট স্ট্যান্ডে প্রদীপ
Date stamp of March 16th, 2008##person,bus,train	16 শে মার্চ, 2008 তারিখের ডাকটিকিট
coca cola international logo, written in english, probably repeated below##car,car,car,truck,car,person,car,person,person,person	কোকা কোলা আন্তর্জাতিক লোগো, ইংরেজিতে লেখা, সম্ভবত নীচে পুনরাবৃত্তি হয়েছে
a white sign with black Asian characters going vertically##motorcycle,person,person,person,person,person,person,motorcycle,handbag,car	কালো এশিয়ান অক্ষরগুলির সাথে একটি সাদা চিহ্ন 
bicycle stamp on road##traffic light,traffic light,bus,car,person,person,traffic light,person,person,traffic light	রাস্তায় সাইকেল স্ট্যাম্প
neon sign in a second floor window##person,car,car,person,car,car,person,car,person,car	দ্বিতীয় তল উইন্ডোতে নিয়ন সাইন
this couple is on a date##person,person,cup,cake,sink,chair,cup,cell phone,dining table,dining table	এই দম্পতি একটি তারিখে হয়
Mcdonald's advertisement in a language other than english##traffic light,traffic light,train	ইংরাজী ছাড়া অন্য ভাষায় ম্যাকডোনাল্ডের বিজ্ঞাপন
rolls of towels on stand##sink,bottle	তোয়ালে রোল স্ট্যান্ডে
many glorious forms of opportunistic weeds##boat,boat	সুবিধাবাদী আগাছা অনেক গৌরবময় ফর্ম
kids at a fair eating##person,pizza,person,person,person,car,person,pizza,person,person	বাচ্চাদের ন্যায্য খাওয়ার সময়
a block lower half of a wall##giraffe,giraffe	একটি দেয়ালের নীচে অর্ধেক ব্লক
jelly jar on top of a chopping block##bottle,bottle,knife,dining table,knife,hot dog,knife,sandwich	কাটা ব্লকের উপরে জেলি জার
yellow poles by the cross sign##train,traffic light,traffic light,traffic light,traffic light,traffic light	ক্রস চিহ্ন দ্বারা হলুদ খুঁটি
orange time and date stamp##person,potted plant,chair,chair,potted plant,toothbrush,toothbrush	কমলা সময় এবং তারিখ স্ট্যাম্প
Two female tennis players shaking hands##person,person,person,person,tennis racket,tennis racket,tennis racket	দুই মহিলা টেনিস খেলোয়াড় হাত কাঁপছেন
A wooden stand##person,surfboard,chair	একটি কাঠের স্ট্যান্ড
Four baseball players on field.##person,person,person,baseball bat,person,baseball glove,sports ball,baseball glove	মাঠে চার বেসবল খেলোয়াড়।
an American flag in the background of a press conference##person,person,person,tie,person,person,tie,person,cell phone,person	একটি সংবাদ সম্মেলনের পটভূমিতে একটি আমেরিকান পতাকা
two english spaniels standing near a person##dog,person,tie,dog	একজন ব্যক্তির কাছে দাঁড়িয়ে দুটি ইংলিশ স্প্যানিয়াল দাঁড়িয়ে
There is a book stand that is filled with books.##mouse,chair,cup,bottle,book,book,book,book,book,book	বইয়ের স্ট্যান্ড রয়েছে যা বই ভর্তি রয়েছে।
man taking pictures of players##person,person,person,person,tennis racket,person,person,person,person,person	মানুষ খেলোয়াড়দের ছবি তুলছে
Black hat with a red cross##person,person,person,skis,skis,skis,person	একটি লাল ক্রস সঙ্গে কালো টুপি
three baseball players standing in a row##person,person,person,baseball glove,person,person,person,baseball bat,tennis racket	তিনটি বেসবল খেলোয়াড় একটি সারিতে দাঁড়িয়ে
A black and brown dog fast asleep on the couch.##dog,couch,couch,dog,cat	একটি কালো এবং বাদামী কুকুর দ্রুত পালঙ্কে ঘুমিয়ে আছে।
the time stamp sitting in the corner##traffic light,person,train,train,person,traffic light,traffic light,traffic light,traffic light,fire hydrant	সময় স্ট্যাম্প কোণে বসে
yellow plane with characters##airplane,airplane,truck,person,airplane,person,truck,truck,truck,bus	অক্ষরের সাথে হলুদ বিমান
Buttons for pedestrians to cross the street##fire hydrant,car,person,car,car,traffic light,person,car,truck,person	রাস্তা পার হওয়ার জন্য পথচারীদের জন্য বোতাম t
A stand mixer##chair,microwave,dining table	একটি স্ট্যান্ড মিশুক
this players is shirtless##person,tennis racket,person,person,person,person,bottle,bottle,person,person	এই খেলোয়াড়রা শার্ট ছাড়া আছে
pattern on side of second giraffe##giraffe,giraffe	দ্বিতীয় জিরাফ পাশের প্যাটার্ন
a block on the ground##truck,bench,person	মাটিতে একটি ব্লক
bicycles in stand##person,bicycle,bicycle,person,bicycle,bicycle,bicycle,bicycle,bicycle,bench	সাইকেল দাঁড়ানো
a man photographs two baseball players##person,person,person,car,baseball bat,car,cell phone,car,handbag,truck	একজন লোক দুই বেসবল খেলোয়াড়ের ছবি
a red don't cross signal.##traffic light,car,car,car,car,traffic light,car,car,car,traffic light	একটি লাল ক্রস সংকেত না।
French coffee press##person,refrigerator,cup,cup,dining table,cake,bowl,chair,sink,cell phone	ফ্রেঞ্চ কফি প্রেস
black bicycle seat with supporting springs##cat,person,bicycle,bicycle,bicycle,bicycle,backpack,sheep	সমর্থনকারী স্প্রিংস সহ কালো সাইকেল আসন
propeller is moving fast##airplane,person,person,airplane	প্রোপেলার দ্রুত এগিয়ে চলেছে
toy models of buses##bus,bus,bus,bus,bus,bus,book,person,person,bus	খেলনা মডেল বাস
a motorcycle going fast##motorcycle,person	একটি মোটরসাইকেল দ্রুত যাচ্ছে
Shadow on the court##person,tennis racket,person,tennis racket,sports ball	কোর্টে ছায়া
A brick wall separating players and spectators.##person,person,person,baseball glove,baseball bat,person,person,person,chair,person	খেলোয়াড় এবং দর্শকদের পৃথককারী একটি ইটের প্রাচীর।
a fast moving hand##mouse,book,book,book,book,book,book,book,book,book	একটি দ্রুত চলন্ত হাত
The night stand is wooden.##bed	নাইট স্ট্যান্ডটি কাঠের।
baseball players posing together in an old photograph##person,person,person,person,person,person,person,person,person,person	বেসবল খেলোয়াড়রা পুরানো ছবিতে একসাথে পোজ দিচ্ছেন
Net across tennis court##person,person,tennis racket,tennis racket,person,person,sports ball,sports ball,tennis racket,tennis racket	টেনিস কোর্ট জুড়ে নেট
glass top on night stand##bed,vase,clock,clock	নাইট স্ট্যান্ডে গ্লাস টপ
raised cross on top of remote control##remote,person,book	রিমোট কন্ট্রোল শীর্ষে উত্থিত ক্রস
Grass growing on the grass tennis court.##person,tennis racket,sports ball	ঘাস টেনিস কোর্টে বাড়ছে ঘাস।
time stamp on the picture##person,teddy bear,teddy bear,book	ছবিতে সময় স্ট্যাম্প
two red metal springs##train	দুটি লাল ধাতুর ঝর্ণা
a a block in a wall##person,skateboard,skateboard,potted plant	একটি দেয়ালে একটি ব্লক
People looking to cross the road.##car,car,car,person,traffic light,person,car,person,person,person	লোকেরা রাস্তা পার হতে দেখছে।
the fair sky##horse,horse,horse	ফর্সা আকাশ
a motorcycle is parked in front of the road block##motorcycle,motorcycle,car,person,car,person,car,car,motorcycle,car	একটি মোটরসাইকেল রাস্তা ব্লকের সামনে দাঁড়িয়ে আছে
