en	bn
foam on top of the water##dog,horse	জলের উপরে ফোম
man wearing a white headband##person,person,person,tennis racket,tennis racket	একটি সাদা হেডব্যান্ড পরা মানুষ
part of a surface##bowl,bowl	একটি পৃষ্ঠের অংশ
head of man wearing black and white cap##person,person,cell phone,cup,cup	মানুষের মাথা কালো এবং সাদা টুপি পরা
a male tennis player##person,tennis racket	একটি পুরুষ টেনিস খেলোয়াড়
Crystals on a chandelier hanging from the ceiling##chair,person,couch,bowl,chair,person,chair,bottle,book	সিলিং থেকে ঝুলন্ত ঝাড়বাতিতে স্ফটিকগুলি
beer in brown bottle##bottle,person,person,boat,umbrella,person,boat,dining table,backpack,person	বাদামি বোতলে বিয়ার
piece of meat with a brown crunchy crust##broccoli,cup,dining table	একটি ব্রাউন ক্রাঞ্চ ক্রাস্টের সাথে মাংসের টুকরা
this is a person##person,person,skateboard,person,person,person,person,person,person,person	এটি একজন ব্যক্তি
This is a tall building##airplane,boat,boat,boat,boat,boat	এটি একটি লম্বা বিল্ডিং
glasses on table##cup,cell phone,spoon,keyboard,tv,keyboard,dining table,dining table,tv,keyboard	টেবিলের উপর চশমা
This is a letter##cake,hot dog	এটি একটি চিঠি
whale snow on hillside##person,car,skis	পাহাড়ের তীরে তিমি তুষার
baby's left foot##person	শিশুর বাম পা
man is wearing sun glasses##person,person,person,person,person,person,person,skis,skis,skis	মানুষ সূর্যের চশমা পরে আছে
giraffe##giraffe,giraffe	জিরাফ
Three elephants walking##elephant,elephant,elephant	তিনটি হাতি হাঁটছে
man dressed all wrong for tennis match##person,tennis racket,person,person,person,person,bicycle,person,person,person	টেনিস ম্যাচের জন্য ম্যান সব ভুল সাজে
a large white polar bear.##dog,bear,sports ball,frisbee,bear	একটি বড় সাদা মেরু ভালুক।
Restored Vintage BMW Motorcycle##motorcycle,tie,person,person,person,person,person,person,suitcase,person	পুনরুদ্ধার করা ভিনটেজ বিএমডাব্লু মোটরসাইকেল
part of the sky##bird	আকাশের অংশ
2 zebras on the African plain##zebra,zebra	আফ্রিকান সমভূমিতে 2 জেব্রা
A toilet in the bathroom##toilet,sink,sink	বাথরুমে একটি টয়লেট
part of a trekking pole##person,person,person,person,person,person,person,person	একটি ট্রেকিং মেরু অংশ
a white frisbee##person,frisbee,person,person,person,car	একটি সাদা ফ্রিসবি
A jet in the sky.##airplane	আকাশে একটি জেট।
green and black train engine##train,train	সবুজ এবং কালো ট্রেন ইঞ্জিন
a woman sitting at table##person,person,bottle,person,cup,chair,pizza,cup,chair,chair	টেবিলে বসে একজন মহিলা
cyclists at a race##person,person,person,person,person,person,bicycle,person,person,person	একটি দৌড়ে সাইকেল চালক
the building is white##car,car,truck,car	ভবনটি সাদা is
Heavy raining day##person,umbrella,person,umbrella,person,person,person,person,person,umbrella	ভারী বৃষ্টির দিন
a long white line##person,person,person,person,clock,person,person,tennis racket,tennis racket,tennis racket	একটি দীর্ঘ সাদা রেখা
A man holding a soccer ball##person,person,person,sports ball,person,person,tie,person,person,person	একজন লোক ফুটবল বল ধরে
Blue double-decker bus.##bus,car,person,traffic light,car,car,traffic light,parking meter	নীল ডাবল ডেকার বাস।
catcher##person,person,baseball bat,sports ball,baseball glove,frisbee,person	ক্যাচার
this is a keyboard##tv,keyboard,mouse,cell phone,cell phone,book,laptop,book	এটি একটি কীবোর্ড
A cow with its tounge out##cow,person,bird,dog	একটি গাভী যার টান লাগিয়েছে
this lady is playing tennis##person,tennis racket,person,person	এই মহিলা টেনিস খেলছে
two ducks in the water##bird,bird,bird,frisbee	জলে দুটি হাঁস
White cloud in the sky.##boat	আকাশে সাদা মেঘ।
Statue of a man in the park##person,bench,person,person,person,person,bench,bench,person,person	পার্কে একজনের মূর্তি
this is a bag##chair,tv,book,book,cup,backpack,book,book,book,book	এটা একটি ব্যাগ
part of a ceiling##person,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase,suitcase	একটি সিলিং অংশ
a pan with pie crust##scissors,dining table,cake,knife,sports ball	পাই ক্রাস্ট সঙ্গে একটি প্যান
people at the beach with an ox in the foreground##person,person,person,cow,person,person,person,cow,umbrella,umbrella	অগ্রভাগে একটি বলদ নিয়ে সৈকতে লোকেরা people
part of a floor##motorcycle,person,tv,person,person,person,person,person,person,person	একটি মেঝে অংশ
Older car parked by log cabin.##truck,horse,umbrella,person,person,person	পুরানো গাড়ি লগ কেবিন দ্বারা পার্ক করা।
this is a man on snow##person,frisbee	এই তুষার মানুষ
blue and silver messenger bag##bed,laptop,cell phone,cell phone,book,handbag,book,suitcase,remote,book	নীল এবং রূপা ম্যাসেঞ্জার ব্যাগ
black and white clock##chair,chair,clock,chair,chair,chair,dining table,horse,dining table	কালো এবং সাদা ঘড়ি
White fluffy pom pom on a small santa hat##teddy bear,teddy bear,dining table,cake,cake,cake,bottle	একটি ছোট সান্তা টুপি সাদা সাদা ফ্লামি পম পম
food on an orange plate##wine glass,carrot,fork,dining table,knife,carrot,fork,carrot,carrot	কমলা প্লেটে খাবার
SKATE BOARDER IS WEARING GREEN HELMET##person,person,skateboard,person,person,person,skateboard,chair	স্কেট বোর্ডার গ্রীন হেলমেট পরছেন
blue and white ceramic tile##person,pizza,knife,chair,oven,knife,dining table,knife	নীল এবং সাদা সিরামিক টালি
this giraffe is bending over##giraffe,giraffe,giraffe	এই জিরাফ বাঁকানো হয়
A sleeveless long red dress.##person,person,person,person,bench,sports ball,sports ball,sports ball,tennis racket,sports ball	একটি হাতাবিহীন দীর্ঘ লাল পোশাক।
a man with dark hair.##elephant,person,elephant,person,elephant	অন্ধকার চুলের লোক।
zebra standing next to part of a tree trunk##zebra	গাছের কাণ্ডের অংশের পাশে দাঁড়িয়ে জেব্রা
A person playing tennis##tennis racket,person,sports ball,person,person,person	একজন ব্যক্তি টেনিস খেলছেন
woman holding tennis racquet##person,sports ball,tennis racket	টেনিস র‌্যাকেট ধারণ করে মহিলা
Baseball player throwing ball##person,baseball glove,sports ball	বেসবল খেলোয়াড়
a fighter jet flying##airplane,kite	একটি ফাইটার জেট বিমান
two egg cartons##bottle,refrigerator,cup,bottle,bowl,bottle,cup,bottle,book,cup	দুটি ডিমের বাক্স
the man has red shorts##person,person,boat,boat,skis,boat,skis,surfboard,boat	লোকটির লাল শর্টস রয়েছে
three shiny motorcycles in a window##motorcycle,motorcycle,motorcycle,motorcycle	একটি উইন্ডোতে তিনটি চকচকে মোটরসাইকেল
People eating in a restaurant##person,person,person,pizza,dining table,knife,bottle,bottle,bottle,bottle	রেস্তোরাঁয় খাওয়া মানুষ
The elephant appeared lonely.##elephant	হাতির একাকী হাজির।
pitchers mound on baseball field##person,baseball glove,person,person,person,sports ball,sports ball,person,baseball bat,person	বেসবল মাঠে কলসি িবি
Tennis player playing tennis##person,tennis racket,person,person,person,person,person,person,person,person	টেনিস খেলছেন টেনিস খেলোয়াড়
a red sign near a body of water##stop sign	জলের শরীরের কাছে একটি লাল চিহ্ন
Sprinkles on top of icing##cake,cake,cake,cup,banana,cake,dining table,bowl	আইসিংয়ের উপরে ছিটিয়ে দেয়
two old fashion vehicles parked on a grassy field##bus,truck,bus,person,train,person	দুটি ঘন মাঠে পার্কিং করা পুরানো ফ্যাশন যানবাহন
short green and brown grass##cow,cow,cow,cow,cow,cow,cow,cow,cow,cow	সংক্ষিপ্ত সবুজ এবং বাদামী ঘাস
Man eating a piece of cake##person,spoon,cake,sandwich	মানুষ এক টুকরো পিঠা খাচ্ছে
Black and brown dog##dog,suitcase,suitcase,dog,suitcase,car,teddy bear	কালো এবং বাদামী কুকুর
Man leaning on a couch##chair,person,chair,person,chair,couch,backpack,remote,dining table,clock	একটা পালঙ্কের উপর ঝুঁকছে লোক
a metal and wood bench##bench,bird	একটি ধাতু এবং কাঠের বেঞ্চ
two pairs of train tracks##train,train,person,person,car,bench,potted plant,person,car,bench	ট্রেন ট্র্যাক দুটি জোড়া
engine of the train##train,person,person,person,person,backpack,person,backpack	ট্রেনের ইঞ্জিন
train riding on bridge##person,car,car,car,person,car,train,car,teddy bear,car	ব্রিজ উপর ট্রেন চলা
scenic view of man watching a waterway##person,boat,car,boat,bench,boat,bicycle,train,boat,bicycle	একটি জলপথ দেখে মানুষের মনোরম দৃশ্য
two tennis rackets on a surface##tennis racket,tennis racket	একটি পৃষ্ঠতলে দুটি টেনিস র‌্যাকেট
a child's ladybug umbrella##person,person,person,umbrella,umbrella,person,person	একটি সন্তানের ভদ্রমহিলা ছাতা
computer screens are turned on##keyboard,mouse,laptop,tv,remote,cup,tv,person,keyboard,clock	কম্পিউটারের পর্দা চালু আছে
Two large garbage cans.##person,person,person,frisbee,bench,person,bench	দুটি বড় আবর্জনার ক্যান।
Man riding brown horse##person,person,horse,person,person,person,horse,truck,car,car	বাদামী ঘোড়ায় চড়া মানুষ
dark skinned man on right##person,person,person,cup,cup,person,bottle,person,person,person	ডানদিকে অন্ধকারযুক্ত চামড়া মানুষ
Black and white cat##cat,bird	কালো এবং সাদা বিড়াল
three people on baseball field##person,person,person,person,person,person,person,baseball glove,umbrella,person	বেসবল মাঠে তিন জন
Animals are in grass.##zebra,zebra,zebra,zebra,cow,cow,cow,cow,cow,cow	প্রাণী ঘাসে আছে।
part of a bush##person,train	একটি গুল্ম অংশ
a man holding a black jacket##person,tie,person,person,person,person,person	একটি কালো রঙের জ্যাকেট ধরে একটি লোক
The blue tie the guy is wearing.##person,tie,bed,tv,bed,book,book,book,book	লোকটি পরেছে নীল রঙের টাই।
ear of a cat##laptop,cat,cat,person,keyboard,cat	একটি বিড়ালের কান
a shower room with a sink and toilet##sink,toilet,bottle,bottle,bottle,bottle,book	একটি ডুব এবং টয়লেট সঙ্গে একটি ঝরনা ঘর
bunches of flowers together##potted plant	এক সাথে ফুলের গুচ্ছ
A small wooden table is on the floor.##chair,chair,couch,tv,potted plant,bottle,tv,vase,book,vase	একটি ছোট কাঠের টেবিল মেঝেতে রয়েছে।
The sunglasses the girl is wearing.##person,person,boat,person,person,person	মেয়েটি পরনে সানগ্লাস।
a silver laptop computer##person,person,laptop,cell phone,bottle,laptop,person,chair,chair,person	একটি সিলভার ল্যাপটপ কম্পিউটার
Green weeds growing under stairs.##person,skateboard,person,person,car,person	সিঁড়ির নীচে বাড়ছে সবুজ আগাছা।
a left teddy bear eye.##teddy bear	একটি বাম টেডি ভালুক চোখ।
Man on tennis court playing tennis.##person,person,chair,chair,tennis racket,person,person,person,person,person	টেনিস কোর্টে টেনিস খেলছে ম্যান।
Man surfing on waves##person,surfboard	মানুষ তরঙ্গ উপর সার্ফিং
a refigerator left on the sidewalk##refrigerator,car,person,car,parking meter,person,car,car,traffic light,car	ফুটপাতে একটি রেফ্রিজারেটর রইল
the sheep is laying down##boat,boat,sheep,sheep,sheep,sheep,sheep,sheep,sheep,sheep	ভেড়া শুয়ে আছে
blue colored umbrella##person,umbrella,person,person,person,person,person,person,person,person	নীল রঙের ছাতা
the back of a cushined seat##motorcycle,car,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle	কাশিন সিটের পিছনে
the dog looks sad##dog,bed,person,bed,dog	কুকুরটি খারাপ লাগছে
Truck with a huge satellite##person,truck,person,dining table,stop sign,umbrella,bench,train,backpack	একটি বিশাল উপগ্রহ সহ ট্রাক
airplane##airplane,traffic light	বিমান
the word telephone backlight##person,umbrella,umbrella,person,person,person,person,person,person,person	শব্দ টেলিফোন ব্যাকলাইট
Two guys walking in a parking lot##person,person,motorcycle,bird,truck,truck,car,skateboard,car,truck	পার্কিং লটে দু'জন লোক হাঁটছে
a BMW motorcycle parked in a field##person,motorcycle,motorcycle,sports ball,motorcycle	একটি বিএমডাব্লু মোটরসাইকেল একটি মাঠে পার্ক
lights hanging from ceiling##bicycle,oven,oven,microwave,bicycle,sink,dining table,chair,toaster,remote	সিলিং থেকে ঝুলন্ত লাইট
packages of toilet paper##toilet,toilet	টয়লেট পেপার প্যাকেজ
Person wearing a winter hat##person,skis	শীতের টুপি পরা ব্যক্তি
this train is on the left##train,train,train	এই ট্রেনটি বাম দিকে আছে
dinner plates filled with food##person,dining table,fork,broccoli,dining table	খাবারে ভরা ডিনার প্লেট
A water hydrant on a rounded block##fire hydrant	বৃত্তাকার ব্লকের একটি জল হাইড্র্যান্ট
yellow frisbee in man's hand##person,person,person,person,frisbee,frisbee,umbrella,frisbee,person,umbrella	মানুষের হাতে হলুদ ফ্রিজবি
blue and white draped curtain##keyboard,laptop,mouse,mouse,tv,cell phone,book,cell phone,book,book	নীল এবং সাদা রঙের পর্দা
a man with a child on his shoulders##person,bus,person,person,person,person,person,traffic light,person,traffic light	কাঁধে একটি শিশু সহ একটি লোক
The red pants the lady is wearing.##person,person,person,person,person,chair,person,handbag,person,dining table	ভদ্রমহিলা পরেছে লাল প্যান্ট।
The man is holding a cell phone.##person,person,person,person,person,person,person,traffic light,person,traffic light	লোকটি একটি সেল ফোন ধরে আছে।
brown choppy water##clock,person,person,person,clock,boat,person,boat,person	বাদামি কাঁচা জল
the back of a zebra##zebra	একটি জেব্রা পিছনে
The boy is wearing sunglasses.##person,person,person,suitcase,backpack,backpack,suitcase,book,backpack,traffic light	ছেলেটি সানগ্লাস পরেছে।
Group of parachutes in the air##kite,kite,kite,kite,kite,kite,kite,kite,boat,kite	বাতাসে প্যারাসুটগুলির গ্রুপ
cat laying on a computer##mouse,cat,keyboard,keyboard,laptop	বিড়াল একটি কম্পিউটারে পাড়া
darkwood colored round table##bowl,bowl,dining table,dining table,carrot,carrot,sandwich,banana,cake	গাঢ় কাঠের রঙিন টেবিল
serial port on a laptop##laptop,cell phone,keyboard	ল্যাপটপে সিরিয়াল পোর্ট
The beak of the bird.##bird,bird,bird,bird,dog,dog,bird,boat,cup	পাখির চাঁচি।
a cat in the sink##scissors,cat,sink,cup,toothbrush,sink	ডুবে একটি বিড়াল
horizontal black office blinds##keyboard,tv,vase,potted plant,laptop,chair,book,book,cell phone	অনুভূমিক কালো অফিস অন্ধ
Three giraffes in the wild##giraffe,giraffe,giraffe	বন্য তিনটি জিরাফ
a lit up crystal chandelier##potted plant,clock,clock,clock,vase,chair,dining table,bed	একটি প্রজ্বলিত স্ফটিক ঝাড়বাতি
man riding a skateboard##person,dog,person,skateboard,person,person,person,person,car,person	একটি স্কেটবোর্ডে চড়া লোক
jam and cream wrapped in a brown bread##bowl,bowl,orange,dining table,orange,sandwich,banana,apple,sandwich,apple	জাম এবং ক্রিম একটি বাদামী রুটি মধ্যে আবৃত
large ear of a cow##cow,person,chair,person,bench,bench	একটি গরুর বড় কান
person playing in blue water##person,person,person,surfboard,surfboard	নীল জলে খেলছে ব্যক্তি
The man has an orange safety vest on##person,person,person,sheep,person,person,person,sheep,sheep,sheep	লোকটির কমলা রঙের সুরক্ষার জ্যাকেট রয়েছে
a black and white traffic light##traffic light	একটি কালো এবং সাদা ট্র্যাফিক আলো
a girl sitting on couch##person,remote,person,couch,tv,person,bottle,remote,person,backpack	সোফায় বসে একটি মেয়ে
The oranges in the bowl.##person,oven,person,bowl,dining table,tv,couch,orange,apple,apple	বাটিতে কমলা।
Man walking carrying open umbrella##person,person,person,person,umbrella,person,person,person,person,person	খোলা ছাতা নিয়ে মানুষ হাঁটছে
a silver plane##airplane,airplane,truck,truck,truck,airplane,car,truck,truck,airplane	একটি রূপা বিমান
Cloudless sky above##surfboard,person	উপরে মেঘহীন আকাশ
This is a hotel room##tv,bed,couch,bottle,chair,chair,cup,chair,book,tv	এটি একটি হোটেল রুম
chandelier hanging over bed##bed	বিছানায় ঝুলন্ত ঝুলন্ত
sign for Wall Street##clock,clock	ওয়াল স্ট্রিটের জন্য সাইন ইন
brown and white cow##cow,cow,cow	বাদামী এবং সাদা গরু
The bear climbing near the top of the tree.##bear,bear	ভাল্লুক গাছের চূড়ায় কাছে উঠছে।
a bench in the square##bench,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella	বর্গক্ষেত্রের একটি বেঞ্চ
Brown hardwood floors.##chair,chair,dining table,chair,oven,chair,refrigerator,chair,dining table,bottle	ব্রাউন হার্ডউড মেঝে।
a curly hair woman##person,person,person,person,person,person,person,person,handbag,person	একটি কোঁকড়ানো চুল মহিলা
motorcycle on the street##motorcycle,person,person,person,person,backpack	রাস্তায় মোটরসাইকেল
man sitting at a dining table##person,chair,chair,bottle,dining table,bowl,remote,bottle,sink,chair	খাবার টেবিলে বসে মানুষ
The purple collar on the goat.##sheep,sheep,dog,dog,sheep,sheep,cow	ছাগলের বেগুনি কলার।
the wall is purple##oven	প্রাচীরটি বেগুনি রঙের
part of a window##traffic light,traffic light,traffic light,traffic light	একটি উইন্ডো অংশ
a man holding two sandwiches##hot dog,hot dog,person,person,person,person,sandwich,person	একজন লোক দুটি স্যান্ডউইচ হাতে আছে
A black cat sitting on a chair.##cat,chair,potted plant,couch,bowl,chair,suitcase,potted plant	একটি কালো বিড়াল চেয়ারে বসে আছে।
fake giraffe body##giraffe,potted plant	জাল জিরাফ শরীর
bird on top of a cow##bird,cow,bird,car	একটি গরুর উপরে পাখি
This is a cookie##donut,donut,donut,cake,bowl,dining table	এটি একটি কুকি
a black cowboy hat##horse,person,horse,person,person,horse,horse	একটি কালো কাউবয় টুপি
bird is gray and brown##bird,bowl,dining table,spoon	পাখি ধূসর এবং বাদামী
words and attribution##person,tie,orange,handbag,orange,orange	শব্দ এবং গুণাবলী
A dog in the forefront##person,person,dog,person,bench,chair	সামনে একটি কুকুর
People are skiing on a mountain##person,person,backpack,skis,backpack	লোকেরা পাহাড়ে স্কিই করছে
a portion of a towel bar attached to the wall##toilet	তোয়ালে বারের একটি অংশ প্রাচীরের সাথে সংযুক্ত
group of people sitting in back of truck##person,person,dog,person,bus,person,person,person,bench	লোকেরা ট্রকের পিছনে বসে
latte in a white cup##fork,cup,spoon,cup,dining table,cake	একটি সাদা কাপ মধ্যে ল্যাট
skateboarder in mid jump##person,skateboard	মাঝ লাফে স্কেটবোর্ডার
pair of black glasses##person,tie	কালো চশমা জোড়া
man standing on side of mountain##person,backpack	মানুষ পাহাড়ের পাশে দাঁড়িয়ে
The flying kites are shaped like octopuses.##kite,kite,kite,kite,kite,kite,kite,person,kite,person	উড়ন্ত ঘুড়িটি অক্টোপাসের মতো আকারযুক্ত।
brown stuffed monkey##suitcase,teddy bear,bowl,suitcase,suitcase,mouse	বাদামী স্টাফ বানর
a woman tying a man's tie##person,person,remote,person,tie,tie	একজন মহিলা একজন পুরুষের টাই বেঁধে
old airplane in the air##airplane,boat,boat,person,person,person,person,person	বাতাসে পুরানো বিমান
plane flying low near city##airplane,car	শহর কাছাকাছি বিমান উড়ন্ত
Street light mounted on a dark metal pole##horse,umbrella,person	গাঢ় ধাতব মেরুতে স্ট্রিট লাইট লাগানো
the airplane on the runway##airplane	রানওয়েতে বিমান
three people sitting on a couch##person,person,person,banana,person,person,couch,person,umbrella,zebra	একটি পালঙ্কে বসে তিনজন লোক
blue and white kite over ocean##kite,person,surfboard	সমুদ্রের উপরে নীল এবং সাদা ঘুড়ি
woman in a kitchen##person,person,bottle,person,person,bottle,bottle,bottle,bottle,refrigerator	একটি রান্নাঘরে মহিলা
a bunch of seats for people to sit on##person,person,person,person,person,sports ball,person,sports ball,person,sports ball	লোকেরা বসার জন্য একগুচ্ছ আসন
a fashionable man pulling a rolling suitcase##person,person,person,suitcase,person,person,person,umbrella,handbag,person	একটি ফ্যাশনেবল মানুষ একটি ঘূর্ণায়মান স্যুটকেস টানছেন
a man on a bicycle##bicycle,car,person,car,car,person,car,car,car,car	একজন সাইকেলের লোক
antique wooden clock against wall##clock,cup,bicycle,bicycle,cup,dining table	প্রাচীর বিরুদ্ধে প্রাচীন কাঠের ঘড়ি
a white clock##clock,clock	একটি সাদা ঘড়ি
Elephants that are playing together##elephant,elephant	একসাথে খেলছে এমন হাতি
people standing in front of restaurant##person,person,bicycle,bicycle,person,backpack,skateboard	রেস্তোরাঁর সামনে দাঁড়িয়ে লোকেরা
two women walking on the sidewalk##person,person,person,person,handbag,dog,handbag,handbag,bench,person	ফুটপাতে হাঁটছেন দুই মহিলা
White writing on side of bus.##bus,person,person,person	বাসের পাশে সাদা লেখা।
white number painted on train##train,suitcase,backpack,suitcase	ট্রেনে আঁকা সাদা নম্বর
part of a train##train	একটি ট্রেনের অংশ
A zebra standing in the foreground##zebra	অগ্রভাগে দাঁড়িয়ে একটি জেব্রা
a large building beyond the trees##stop sign,car,traffic light,traffic light,person,car,car,car,traffic light,traffic light	গাছের ওপারে একটি বিশাল বিল্ডিং
the screen of a television##person,car,car,car,person,car,person,person,person,laptop	একটি টেলিভিশনের পর্দা
side view mirror##person,car,person	পার্শ্ব দর্শন আয়না
a cat lying on a chair##cat,chair	একটি বিড়াল চেয়ারে পড়ে আছে
A cow standing on the beach##cow,boat,person,person,person,person,person,boat,person,person	সৈকতে দাঁড়িয়ে একটি গরু
Back exposed by raised shirt##person,person,frisbee,person,person,person,person,person,person,chair	পিছনে উত্থাপিত শার্ট দ্বারা উন্মুক্ত
a big rhino##giraffe,cow,elephant,kite	একটি বড় গণ্ডার
white flower petals##couch,vase,couch,dining table,couch,potted plant	সাদা ফুলের পাপড়ি
Full glass of orange juice##spoon,cup,broccoli,fork,dining table,knife,bowl,broccoli	কমলার জুসের পুরো গ্লাস
Army fatigue pants on snowboarder##person,person,snowboard,skis,skis	স্নোবোর্ডারে সেনাবাহিনীর ক্লান্তি প্যান্ট
a broken mirror on the wall##sink,sink,refrigerator,sink,sink	দেয়ালে একটি ভাঙা আয়না
man dancing at wedding##person,bottle,tie,person,potted plant,bottle	মানুষ বিবাহে নাচ
orange and silver motor cycle##motorcycle,person,person,motorcycle	কমলা এবং সিলভার মোটর চক্র
a man in the air##fire hydrant,person,person,skateboard,skateboard,truck,car,car	বাতাসে একজন মানুষ
the man is posed for a photo##person,tie,bottle,bowl,bottle,bowl,cup	লোকটি একটি ছবির জন্য পোজ করা হয়
a black motorcycle on streeet##motorcycle,person,truck,potted plant,bench,car,umbrella,stop sign,car,car	স্ট্রিট উপর একটি কালো মোটরসাইকেল
orange and white traffic cones##person,person,person,person,traffic light,potted plant,traffic light,truck,potted plant,traffic light	কমলা এবং সাদা ট্র্যাফিক শঙ্কু
snow capped mountains##person,skis	তুষারাবৃত পর্বত
two giraffes are looking on##giraffe,giraffe	দুটি জিরাফ খুঁজছেন
fins on bottom of surfboard##person,surfboard,person,person,person,person,surfboard,surfboard	সার্ফবোর্ডের নীচে পাখনা
grey hooded sweat shirt##person,skateboard	ধূসর hooded ঘাম শার্ট
White tusk on elephant.##elephant,elephant,person,person,person,person,person,person,person,person	হাতির উপর সাদা টাস্ক।
A pair of scissors is on a table.##scissors,apple,bird	এক টেবিলে একজোড়া কাঁচি।
black and red scoreboard##person,person,person,person,person,person,person,traffic light,bus	কালো এবং লাল স্কোরবোর্ড
street sign that has fallen into the road##car,person,person,person,car,person,car,car,car,traffic light	রাস্তার চিহ্ন যা রাস্তায় পড়েছে
broccoli on the table.##broccoli,broccoli,broccoli,chair,person,chair,dining table,refrigerator,person,chair	টেবিলের ব্রোকলি।
a metal fence next to the tree##motorcycle,person,person,bench,bench	গাছের পাশে একটি ধাতব বেড়া
Twelve cupcakes in the box.##cake,cake,cake,cake,cake,cake,cake,cake,cake,cake	বাক্সে বারো কাপকেক।
A brown piece of artwork with a horse##couch,couch,tv,clock,book,bowl,book,couch,book,book	একটি ঘোড়া সহ একটি ব্রাউন টুকরো শিল্পকর্ম
Grass on top of the hill.##bench,fire hydrant	পাহাড়ের চূড়ায় ঘাস।
the vase is orange##vase,vase,vase,vase,vase,potted plant,vase,vase,person,person	দানিটি কমলা রঙের
red and white car stopped at intersection##bus,person,car,car,bicycle,person,person,person,person,person	লাল এবং সাদা গাড়ি মোড়ে থামল
an orange clipboard##person,person,person,person,person,person,person,person,tie,handbag	কমলা ক্লিপবোর্ড
sidewalk made of concrete.##person,motorcycle,car,person,motorcycle,person,person,car,motorcycle,person	ফুটপাথ কংক্রিট দিয়ে তৈরি।
A yellow shiny light##cell phone,person,person,sports ball,person,orange	একটি হলুদ চকচকে আলো
A train windscreen in the photo.##train	ফটোতে একটি ট্রেনের উইন্ডস্ক্রিন।
a green tree.##dining table,bicycle,book,cup,hot dog,carrot,motorcycle,suitcase,motorcycle,hot dog	সবুজ গাছ
Yellow tag on cow's ear.##cow,baseball bat	গরুর কানে হলুদ ট্যাগ।
roll of toilet paper.##toilet,sports ball	টয়লেট পেপার রোল।
black and white DUNSMUIR street sign##person,person,tv,skateboard	কালো এবং সাদা DUNSMUIR রাস্তার চিহ্ন
part of a ground##fire hydrant	একটি মাটির অংশ
necklace being worn by the girl##person,person,person,person,cell phone,person,person,chair,handbag,person	নেকলেস পরা মেয়েটি
chair with beige slipcover##tv,book,book,book,vase,book,chair,book,chair,book	বেইজ স্লিপকভার সহ চেয়ার
signs on the sand##horse,person,horse,person,person	বালির উপর চিহ্ন
a doorknob##tv,keyboard,mouse,laptop,cell phone,cup,tv,book,book,book	একটি ডোরকনব
microwave sitting on countertop##microwave,tv	কাউন্টারটপে বসে মাইক্রোওয়েভ
couple walking on the beach##person,person,person,surfboard	সৈকতে হেঁটে দম্পতি
part of a hole##giraffe	একটি গর্ত অংশ
Homeplate on baseball field##person,person,person,person,person,person,baseball bat,person,person	বেসবল মাঠে হোমপ্লেট
the dog lying down##dog,chair,chair	কুকুর শুয়ে আছে
red peppers in a bowl##bowl,bowl,banana,book,cake,dining table,banana	একটি বাটিতে লাল মরিচ
White floor lamps with a white shade##tv,laptop,remote,couch,chair,chair,chair,dining table,backpack,chair	সাদা ছায়ার সাথে সাদা ফ্লোর ল্যাম্প
Peoples are discussing##person,bottle,person,person,person,laptop,cup,person,donut,person	জনগণ আলোচনা করছে
the photo is black and white##person,skateboard	ফটো কালো এবং সাদা
Cell Phone is plugged into charger.##laptop,book,cell phone	সেল ফোন চার্জারে প্লাগ হয়।
man standing in room##person,bicycle,bicycle,chair,cup,bottle,book,bottle,cup,clock	লোকটি ঘরে দাঁড়িয়ে আছে
Model of a house##couch	একটি বাড়ির মডেল
part of a plate##pizza	একটি প্লেট অংশ
Headphones on child's head.##laptop,person,mouse,chair,person,person,person,person,laptop,person	বাচ্চার মাথায় হেডফোন।
part of a wall##person,person,person,remote,remote,refrigerator,person,person,remote,remote	একটি প্রাচীর অংশ
An orange and white airplane##airplane	একটি কমলা এবং সাদা বিমান
a male public figure wearing a dark jacket speaking to the press##person,person,person,tie,person,person,tie,person,cell phone,person	ডার্ক জ্যাকেট পরা একজন পুরুষ জনসাধারণের সাথে কথা বলছেন 
part of a clpoud##person,surfboard	একটি মেঘের অংশ
Purple flower in vase.##vase,potted plant	ফুলদানিতে বেগুনি ফুল।
three skateboarders riding on street##person,person,skateboard,car,person,car,car,car,car,car	রাস্তায় চড়ে তিন স্কেটবোর্ডার
part of a floor##person,bottle,person,cup,knife,bottle,refrigerator,microwave,bottle,bottle	একটি মেঝে অংশ
three appliances on shelf##bottle,bottle,book,bottle,suitcase,cup,cup,car	বালুচর তিনটি সরঞ্জাম
Man on court playing tennis.##tennis racket,person,person,sports ball,clock,clock	টেনিস খেলতে আদালতে ম্যান।
a crowd of people##person,motorcycle,motorcycle,motorcycle,person,person,person,motorcycle,person,motorcycle	মানুষের ভিড়
man and woman standing on grass##person,person,motorcycle,motorcycle,car,chair,motorcycle,motorcycle,person	পুরুষ এবং মহিলা ঘাস উপর দাঁড়িয়ে
A green bird on a branch##bird	একটি ডালে সবুজ পাখি
Empty baby stroller under the tent##bus,person,person,person,suitcase,tennis racket	খালি শিশুর স্ট্রলারটি তাঁবুর নীচে
